Navn,Stasjon,Tid(norsk normaltid),Lufttemperatur
Sunndalsøra Iii,SN63420,2012-06-24 11:15:00,21.2
Sunndalsøra Iii,SN63420,2012-06-24 11:45:00,21.1
Sunndalsøra Iii,SN63420,2012-06-24 12:15:00,21.1
Sunndalsøra Iii,SN63420,2012-06-24 12:45:00,21.1
Sunndalsøra Iii,SN63420,2012-06-24 13:15:00,21.2
Sunndalsøra Iii,SN63420,2012-06-24 13:45:00,20.9
Sunndalsøra Iii,SN63420,2012-06-24 14:15:00,20.5
Sunndalsøra Iii,SN63420,2012-06-24 14:45:00,21.1
Sunndalsøra Iii,SN63420,2012-06-24 15:15:00,21.7
Sunndalsøra Iii,SN63420,2012-06-24 15:45:00,21.7
Sunndalsøra Iii,SN63420,2012-06-24 16:15:00,21.7
Sunndalsøra Iii,SN63420,2012-06-24 16:45:00,20.9
Sunndalsøra Iii,SN63420,2012-06-24 17:15:00,20
Sunndalsøra Iii,SN63420,2012-06-24 17:45:00,19.8
Sunndalsøra Iii,SN63420,2012-06-24 18:15:00,19.5
Sunndalsøra Iii,SN63420,2012-06-24 18:45:00,19.1
Sunndalsøra Iii,SN63420,2012-06-24 19:15:00,18.8
Sunndalsøra Iii,SN63420,2012-06-24 19:45:00,18.6
Sunndalsøra Iii,SN63420,2012-06-24 20:15:00,18.4
Sunndalsøra Iii,SN63420,2012-06-24 20:45:00,17.8
Sunndalsøra Iii,SN63420,2012-06-24 21:15:00,17.2
Sunndalsøra Iii,SN63420,2012-06-24 21:45:00,15.8
Sunndalsøra Iii,SN63420,2012-06-24 22:15:00,14.5
Sunndalsøra Iii,SN63420,2012-06-24 22:45:00,13.8
Sunndalsøra Iii,SN63420,2012-06-24 23:15:00,13
Sunndalsøra Iii,SN63420,2012-06-24 23:45:00,12.9
Sunndalsøra Iii,SN63420,2012-06-25 00:15:00,12.8
Sunndalsøra Iii,SN63420,2012-06-25 00:45:00,12.6
Sunndalsøra Iii,SN63420,2012-06-25 01:15:00,12.3
Sunndalsøra Iii,SN63420,2012-06-25 01:45:00,11.9
Sunndalsøra Iii,SN63420,2012-06-25 02:15:00,11.5
Sunndalsøra Iii,SN63420,2012-06-25 02:45:00,11.3
Sunndalsøra Iii,SN63420,2012-06-25 03:15:00,11.2
Sunndalsøra Iii,SN63420,2012-06-25 03:45:00,11.2
Sunndalsøra Iii,SN63420,2012-06-25 04:15:00,11.2
Sunndalsøra Iii,SN63420,2012-06-25 04:45:00,11.3
Sunndalsøra Iii,SN63420,2012-06-25 05:15:00,11.5
Sunndalsøra Iii,SN63420,2012-06-25 05:45:00,11.8
Sunndalsøra Iii,SN63420,2012-06-25 06:15:00,12
Sunndalsøra Iii,SN63420,2012-06-25 06:45:00,12.3
Sunndalsøra Iii,SN63420,2012-06-25 07:15:00,12.6
Sunndalsøra Iii,SN63420,2012-06-25 07:45:00,13.1
Sunndalsøra Iii,SN63420,2012-06-25 08:15:00,13.5
Sunndalsøra Iii,SN63420,2012-06-25 08:45:00,13.8
Sunndalsøra Iii,SN63420,2012-06-25 09:15:00,14.1
Sunndalsøra Iii,SN63420,2012-06-25 09:45:00,14.8
Sunndalsøra Iii,SN63420,2012-06-25 10:15:00,15.4
Sunndalsøra Iii,SN63420,2012-06-25 10:45:00,15.2
Sunndalsøra Iii,SN63420,2012-06-25 11:15:00,15.1
Sunndalsøra Iii,SN63420,2012-06-25 11:45:00,15.3
Sunndalsøra Iii,SN63420,2012-06-25 12:15:00,15.5
Sunndalsøra Iii,SN63420,2012-06-25 12:45:00,16.1
Sunndalsøra Iii,SN63420,2012-06-25 13:15:00,16.8
Sunndalsøra Iii,SN63420,2012-06-25 13:45:00,16.6
Sunndalsøra Iii,SN63420,2012-06-25 14:15:00,16.5
Sunndalsøra Iii,SN63420,2012-06-25 14:45:00,16.4
Sunndalsøra Iii,SN63420,2012-06-25 15:15:00,16.2
Sunndalsøra Iii,SN63420,2012-06-25 15:45:00,16.3
Sunndalsøra Iii,SN63420,2012-06-25 16:15:00,16.4
Sunndalsøra Iii,SN63420,2012-06-25 16:45:00,15.9
Sunndalsøra Iii,SN63420,2012-06-25 17:15:00,15.5
Sunndalsøra Iii,SN63420,2012-06-25 17:45:00,15.1
Sunndalsøra Iii,SN63420,2012-06-25 18:15:00,14.7
Sunndalsøra Iii,SN63420,2012-06-25 18:45:00,14.6
Sunndalsøra Iii,SN63420,2012-06-25 19:15:00,14.4
Sunndalsøra Iii,SN63420,2012-06-25 19:45:00,14.4
Sunndalsøra Iii,SN63420,2012-06-25 20:15:00,14.3
Sunndalsøra Iii,SN63420,2012-06-25 20:45:00,13.7
Sunndalsøra Iii,SN63420,2012-06-25 21:15:00,13.1
Sunndalsøra Iii,SN63420,2012-06-25 21:45:00,12.9
Sunndalsøra Iii,SN63420,2012-06-25 22:15:00,12.8
Sunndalsøra Iii,SN63420,2012-06-25 22:45:00,12.5
Sunndalsøra Iii,SN63420,2012-06-25 23:15:00,12.2
Sunndalsøra Iii,SN63420,2012-06-25 23:45:00,12.1
Sunndalsøra Iii,SN63420,2012-06-26 00:15:00,11.9
Sunndalsøra Iii,SN63420,2012-06-26 00:45:00,11.6
Sunndalsøra Iii,SN63420,2012-06-26 01:15:00,11.2
Sunndalsøra Iii,SN63420,2012-06-26 01:45:00,11.0
Sunndalsøra Iii,SN63420,2012-06-26 02:15:00,10.8
Sunndalsøra Iii,SN63420,2012-06-26 02:45:00,10.6
Sunndalsøra Iii,SN63420,2012-06-26 03:15:00,10.4
Sunndalsøra Iii,SN63420,2012-06-26 03:45:00,10.3
Sunndalsøra Iii,SN63420,2012-06-26 04:15:00,10.2
Sunndalsøra Iii,SN63420,2012-06-26 04:45:00,10.2
Sunndalsøra Iii,SN63420,2012-06-26 05:15:00,10.3
Sunndalsøra Iii,SN63420,2012-06-26 05:45:00,10.4
Sunndalsøra Iii,SN63420,2012-06-26 06:15:00,10.6
Sunndalsøra Iii,SN63420,2012-06-26 06:45:00,10.5
Sunndalsøra Iii,SN63420,2012-06-26 07:15:00,10.4
Sunndalsøra Iii,SN63420,2012-06-26 07:45:00,10.6
Sunndalsøra Iii,SN63420,2012-06-26 08:15:00,10.8
Sunndalsøra Iii,SN63420,2012-06-26 08:45:00,10.9
Sunndalsøra Iii,SN63420,2012-06-26 09:15:00,10.9
Sunndalsøra Iii,SN63420,2012-06-26 09:45:00,10.9
Sunndalsøra Iii,SN63420,2012-06-26 10:15:00,10.8
Sunndalsøra Iii,SN63420,2012-06-26 10:45:00,10.9
Sunndalsøra Iii,SN63420,2012-06-26 11:15:00,11
Sunndalsøra Iii,SN63420,2012-06-26 11:45:00,10.9
Sunndalsøra Iii,SN63420,2012-06-26 12:15:00,10.9
Sunndalsøra Iii,SN63420,2012-06-26 12:45:00,10.9
Sunndalsøra Iii,SN63420,2012-06-26 13:15:00,10.8
Sunndalsøra Iii,SN63420,2012-06-26 13:45:00,11.0
Sunndalsøra Iii,SN63420,2012-06-26 14:15:00,11.2
Sunndalsøra Iii,SN63420,2012-06-26 14:45:00,11.1
Sunndalsøra Iii,SN63420,2012-06-26 15:15:00,10.9
Sunndalsøra Iii,SN63420,2012-06-26 15:45:00,10.7
Sunndalsøra Iii,SN63420,2012-06-26 16:15:00,10.4
Sunndalsøra Iii,SN63420,2012-06-26 16:45:00,10.4
Sunndalsøra Iii,SN63420,2012-06-26 17:15:00,10.4
Sunndalsøra Iii,SN63420,2012-06-26 17:45:00,10.6
Sunndalsøra Iii,SN63420,2012-06-26 18:15:00,10.8
Sunndalsøra Iii,SN63420,2012-06-26 18:45:00,11.2
Sunndalsøra Iii,SN63420,2012-06-26 19:15:00,11.6
Sunndalsøra Iii,SN63420,2012-06-26 19:45:00,11.6
Sunndalsøra Iii,SN63420,2012-06-26 20:15:00,11.5
Sunndalsøra Iii,SN63420,2012-06-26 20:45:00,11.3
Sunndalsøra Iii,SN63420,2012-06-26 21:15:00,11.2
Sunndalsøra Iii,SN63420,2012-06-26 21:45:00,10.9
Sunndalsøra Iii,SN63420,2012-06-26 22:15:00,10.7
Sunndalsøra Iii,SN63420,2012-06-26 22:45:00,10.1
Sunndalsøra Iii,SN63420,2012-06-26 23:15:00,9.4
Sunndalsøra Iii,SN63420,2012-06-26 23:45:00,9.7
Sunndalsøra Iii,SN63420,2012-06-27 00:15:00,9.9
Sunndalsøra Iii,SN63420,2012-06-27 00:45:00,9.8
Sunndalsøra Iii,SN63420,2012-06-27 01:15:00,9.7
Sunndalsøra Iii,SN63420,2012-06-27 01:45:00,9.4
Sunndalsøra Iii,SN63420,2012-06-27 02:15:00,9.1
Sunndalsøra Iii,SN63420,2012-06-27 02:45:00,9.1
Sunndalsøra Iii,SN63420,2012-06-27 03:15:00,9.1
Sunndalsøra Iii,SN63420,2012-06-27 03:45:00,9.0
Sunndalsøra Iii,SN63420,2012-06-27 04:15:00,8.9
Sunndalsøra Iii,SN63420,2012-06-27 04:45:00,9.1
Sunndalsøra Iii,SN63420,2012-06-27 05:15:00,9.3
Sunndalsøra Iii,SN63420,2012-06-27 05:45:00,9.3
Sunndalsøra Iii,SN63420,2012-06-27 06:15:00,9.3
Sunndalsøra Iii,SN63420,2012-06-27 06:45:00,9.5
Sunndalsøra Iii,SN63420,2012-06-27 07:15:00,9.7
Sunndalsøra Iii,SN63420,2012-06-27 07:45:00,10.1
Sunndalsøra Iii,SN63420,2012-06-27 08:15:00,10.6
Sunndalsøra Iii,SN63420,2012-06-27 08:45:00,11.6
Sunndalsøra Iii,SN63420,2012-06-27 09:15:00,12.5
Sunndalsøra Iii,SN63420,2012-06-27 09:45:00,13.2
Sunndalsøra Iii,SN63420,2012-06-27 10:15:00,13.8
Sunndalsøra Iii,SN63420,2012-06-27 10:45:00,14.2
Sunndalsøra Iii,SN63420,2012-06-27 11:15:00,14.7
Sunndalsøra Iii,SN63420,2012-06-27 11:45:00,14.9
Sunndalsøra Iii,SN63420,2012-06-27 12:15:00,15.1
Sunndalsøra Iii,SN63420,2012-06-27 12:45:00,14.8
Sunndalsøra Iii,SN63420,2012-06-27 13:15:00,14.5
Sunndalsøra Iii,SN63420,2012-06-27 13:45:00,14.2
Sunndalsøra Iii,SN63420,2012-06-27 14:15:00,13.9
Sunndalsøra Iii,SN63420,2012-06-27 14:45:00,13.6
Sunndalsøra Iii,SN63420,2012-06-27 15:15:00,13.3
Sunndalsøra Iii,SN63420,2012-06-27 15:45:00,13.7
Sunndalsøra Iii,SN63420,2012-06-27 16:15:00,14.1
Sunndalsøra Iii,SN63420,2012-06-27 16:45:00,14.2
Sunndalsøra Iii,SN63420,2012-06-27 17:15:00,14.4
Sunndalsøra Iii,SN63420,2012-06-27 17:45:00,13.9
Sunndalsøra Iii,SN63420,2012-06-27 18:15:00,13.5
Sunndalsøra Iii,SN63420,2012-06-27 18:45:00,13.1
Sunndalsøra Iii,SN63420,2012-06-27 19:15:00,12.6
Sunndalsøra Iii,SN63420,2012-06-27 19:45:00,12.3
Sunndalsøra Iii,SN63420,2012-06-27 20:15:00,12
Sunndalsøra Iii,SN63420,2012-06-27 20:45:00,11.8
Sunndalsøra Iii,SN63420,2012-06-27 21:15:00,11.7
Sunndalsøra Iii,SN63420,2012-06-27 21:45:00,11.4
Sunndalsøra Iii,SN63420,2012-06-27 22:15:00,11.2
Sunndalsøra Iii,SN63420,2012-06-27 22:45:00,11.1
Sunndalsøra Iii,SN63420,2012-06-27 23:15:00,11.1
Sunndalsøra Iii,SN63420,2012-06-27 23:45:00,10.6
Sunndalsøra Iii,SN63420,2012-06-28 00:15:00,10.1
Sunndalsøra Iii,SN63420,2012-06-28 00:45:00,10.2
Sunndalsøra Iii,SN63420,2012-06-28 01:15:00,10.4
Sunndalsøra Iii,SN63420,2012-06-28 01:45:00,10.3
Sunndalsøra Iii,SN63420,2012-06-28 02:15:00,10.2
Sunndalsøra Iii,SN63420,2012-06-28 02:45:00,10.1
Sunndalsøra Iii,SN63420,2012-06-28 03:15:00,10.1
Sunndalsøra Iii,SN63420,2012-06-28 03:45:00,9.9
Sunndalsøra Iii,SN63420,2012-06-28 04:15:00,9.7
Sunndalsøra Iii,SN63420,2012-06-28 04:45:00,9.6
Sunndalsøra Iii,SN63420,2012-06-28 05:15:00,9.5
Sunndalsøra Iii,SN63420,2012-06-28 05:45:00,9.8
Sunndalsøra Iii,SN63420,2012-06-28 06:15:00,10.2
Sunndalsøra Iii,SN63420,2012-06-28 06:45:00,10.3
Sunndalsøra Iii,SN63420,2012-06-28 07:15:00,10.4
Sunndalsøra Iii,SN63420,2012-06-28 07:45:00,10.8
Sunndalsøra Iii,SN63420,2012-06-28 08:15:00,11.1
Sunndalsøra Iii,SN63420,2012-06-28 08:45:00,11.4
Sunndalsøra Iii,SN63420,2012-06-28 09:15:00,11.7
Sunndalsøra Iii,SN63420,2012-06-28 09:45:00,12.4
Sunndalsøra Iii,SN63420,2012-06-28 10:15:00,13.1
Sunndalsøra Iii,SN63420,2012-06-28 10:45:00,13.3
Sunndalsøra Iii,SN63420,2012-06-28 11:15:00,13.5
Sunndalsøra Iii,SN63420,2012-06-28 11:45:00,13.9
Sunndalsøra Iii,SN63420,2012-06-28 12:15:00,14.3
Sunndalsøra Iii,SN63420,2012-06-28 12:45:00,14.5
Sunndalsøra Iii,SN63420,2012-06-28 13:15:00,14.7
Sunndalsøra Iii,SN63420,2012-06-28 13:45:00,15.1
Sunndalsøra Iii,SN63420,2012-06-28 14:15:00,15.5
Sunndalsøra Iii,SN63420,2012-06-28 14:45:00,15.8
Sunndalsøra Iii,SN63420,2012-06-28 15:15:00,16.2
Sunndalsøra Iii,SN63420,2012-06-28 15:45:00,16.4
Sunndalsøra Iii,SN63420,2012-06-28 16:15:00,16.5
Sunndalsøra Iii,SN63420,2012-06-28 16:45:00,16.6
Sunndalsøra Iii,SN63420,2012-06-28 17:15:00,16.7
Sunndalsøra Iii,SN63420,2012-06-28 17:45:00,16.6
Sunndalsøra Iii,SN63420,2012-06-28 18:15:00,16.5
Sunndalsøra Iii,SN63420,2012-06-28 18:45:00,16.4
Sunndalsøra Iii,SN63420,2012-06-28 19:15:00,16.3
Sunndalsøra Iii,SN63420,2012-06-28 19:45:00,16.1
Sunndalsøra Iii,SN63420,2012-06-28 20:15:00,15.9
Sunndalsøra Iii,SN63420,2012-06-28 20:45:00,14.4
Sunndalsøra Iii,SN63420,2012-06-28 21:15:00,13
Sunndalsøra Iii,SN63420,2012-06-28 21:45:00,12.6
Sunndalsøra Iii,SN63420,2012-06-28 22:15:00,12.2
Sunndalsøra Iii,SN63420,2012-06-28 22:45:00,11.4
Sunndalsøra Iii,SN63420,2012-06-28 23:15:00,10.7
Sunndalsøra Iii,SN63420,2012-06-28 23:45:00,10.3
Sunndalsøra Iii,SN63420,2012-06-29 00:15:00,9.9
Sunndalsøra Iii,SN63420,2012-06-29 00:45:00,9.8
Sunndalsøra Iii,SN63420,2012-06-29 01:15:00,9.7
Sunndalsøra Iii,SN63420,2012-06-29 01:45:00,9.6
Sunndalsøra Iii,SN63420,2012-06-29 02:15:00,9.5
Sunndalsøra Iii,SN63420,2012-06-29 02:45:00,9.4
Sunndalsøra Iii,SN63420,2012-06-29 03:15:00,9.3
Sunndalsøra Iii,SN63420,2012-06-29 03:45:00,10.8
Sunndalsøra Iii,SN63420,2012-06-29 04:15:00,12.2
Sunndalsøra Iii,SN63420,2012-06-29 04:45:00,11.8
Sunndalsøra Iii,SN63420,2012-06-29 05:15:00,11.4
Sunndalsøra Iii,SN63420,2012-06-29 05:45:00,11.1
Sunndalsøra Iii,SN63420,2012-06-29 06:15:00,10.8
Sunndalsøra Iii,SN63420,2012-06-29 06:45:00,10.7
Sunndalsøra Iii,SN63420,2012-06-29 07:15:00,10.5
Sunndalsøra Iii,SN63420,2012-06-29 07:45:00,10.9
Sunndalsøra Iii,SN63420,2012-06-29 08:15:00,11.3
Sunndalsøra Iii,SN63420,2012-06-29 08:45:00,11.9
Sunndalsøra Iii,SN63420,2012-06-29 09:15:00,12.6
Sunndalsøra Iii,SN63420,2012-06-29 09:45:00,13.6
Sunndalsøra Iii,SN63420,2012-06-29 10:15:00,14.7
Sunndalsøra Iii,SN63420,2012-06-29 10:45:00,14.9
Sunndalsøra Iii,SN63420,2012-06-29 11:15:00,15.1
Sunndalsøra Iii,SN63420,2012-06-29 11:45:00,15.2
Sunndalsøra Iii,SN63420,2012-06-29 12:15:00,15.3
Sunndalsøra Iii,SN63420,2012-06-29 12:45:00,16.5
Sunndalsøra Iii,SN63420,2012-06-29 13:15:00,17.6
Sunndalsøra Iii,SN63420,2012-06-29 13:45:00,19.2
Sunndalsøra Iii,SN63420,2012-06-29 14:15:00,20.8
Sunndalsøra Iii,SN63420,2012-06-29 14:45:00,20.6
Sunndalsøra Iii,SN63420,2012-06-29 15:15:00,20.3
Sunndalsøra Iii,SN63420,2012-06-29 15:45:00,19.8
Sunndalsøra Iii,SN63420,2012-06-29 16:15:00,19.2
Sunndalsøra Iii,SN63420,2012-06-29 16:45:00,19.9
Sunndalsøra Iii,SN63420,2012-06-29 17:15:00,20.6
Sunndalsøra Iii,SN63420,2012-06-29 17:45:00,20.3
Sunndalsøra Iii,SN63420,2012-06-29 18:15:00,20
Sunndalsøra Iii,SN63420,2012-06-29 18:45:00,19.3
Sunndalsøra Iii,SN63420,2012-06-29 19:15:00,18.6
Sunndalsøra Iii,SN63420,2012-06-29 19:45:00,18.6
Sunndalsøra Iii,SN63420,2012-06-29 20:15:00,18.7
Sunndalsøra Iii,SN63420,2012-06-29 20:45:00,18.4
Sunndalsøra Iii,SN63420,2012-06-29 21:15:00,18.1
Sunndalsøra Iii,SN63420,2012-06-29 21:45:00,18.4
Sunndalsøra Iii,SN63420,2012-06-29 22:15:00,18.6
Sunndalsøra Iii,SN63420,2012-06-29 22:45:00,18.5
Sunndalsøra Iii,SN63420,2012-06-29 23:15:00,18.4
Sunndalsøra Iii,SN63420,2012-06-29 23:45:00,18.2
Sunndalsøra Iii,SN63420,2012-06-30 00:15:00,18.1
Sunndalsøra Iii,SN63420,2012-06-30 00:45:00,17.9
Sunndalsøra Iii,SN63420,2012-06-30 01:15:00,17.6
Sunndalsøra Iii,SN63420,2012-06-30 01:45:00,17.4
Sunndalsøra Iii,SN63420,2012-06-30 02:15:00,17.1
Sunndalsøra Iii,SN63420,2012-06-30 02:45:00,17.3
Sunndalsøra Iii,SN63420,2012-06-30 03:15:00,17.5
Sunndalsøra Iii,SN63420,2012-06-30 03:45:00,17.2
Sunndalsøra Iii,SN63420,2012-06-30 04:15:00,16.9
Sunndalsøra Iii,SN63420,2012-06-30 04:45:00,16.4
Sunndalsøra Iii,SN63420,2012-06-30 05:15:00,16
Sunndalsøra Iii,SN63420,2012-06-30 05:45:00,15.8
Sunndalsøra Iii,SN63420,2012-06-30 06:15:00,15.7
Sunndalsøra Iii,SN63420,2012-06-30 06:45:00,15.6
Sunndalsøra Iii,SN63420,2012-06-30 07:15:00,15.4
Sunndalsøra Iii,SN63420,2012-06-30 07:45:00,15.4
Sunndalsøra Iii,SN63420,2012-06-30 08:15:00,15.3
Sunndalsøra Iii,SN63420,2012-06-30 08:45:00,15.6
Sunndalsøra Iii,SN63420,2012-06-30 09:15:00,15.9
Sunndalsøra Iii,SN63420,2012-06-30 09:45:00,16.8
Sunndalsøra Iii,SN63420,2012-06-30 10:15:00,17.7
Sunndalsøra Iii,SN63420,2012-06-30 10:45:00,18.4
Sunndalsøra Iii,SN63420,2012-06-30 11:15:00,19.1
Sunndalsøra Iii,SN63420,2012-06-30 11:45:00,19.8
Sunndalsøra Iii,SN63420,2012-06-30 12:15:00,20.4
Sunndalsøra Iii,SN63420,2012-06-30 12:45:00,20.2
Sunndalsøra Iii,SN63420,2012-06-30 13:15:00,20.1
Sunndalsøra Iii,SN63420,2012-06-30 13:45:00,20.2
Sunndalsøra Iii,SN63420,2012-06-30 14:15:00,20.4
Sunndalsøra Iii,SN63420,2012-06-30 14:45:00,21.2
Sunndalsøra Iii,SN63420,2012-06-30 15:15:00,22.1
Sunndalsøra Iii,SN63420,2012-06-30 15:45:00,21.8
Sunndalsøra Iii,SN63420,2012-06-30 16:15:00,21.5
Sunndalsøra Iii,SN63420,2012-06-30 16:45:00,21.4
Sunndalsøra Iii,SN63420,2012-06-30 17:15:00,21.3
Sunndalsøra Iii,SN63420,2012-06-30 17:45:00,21.3
Sunndalsøra Iii,SN63420,2012-06-30 18:15:00,21.3
Sunndalsøra Iii,SN63420,2012-06-30 18:45:00,21.1
Sunndalsøra Iii,SN63420,2012-06-30 19:15:00,20.8
Sunndalsøra Iii,SN63420,2012-06-30 19:45:00,20.8
Sunndalsøra Iii,SN63420,2012-06-30 20:15:00,20.8
Sunndalsøra Iii,SN63420,2012-06-30 20:45:00,20.8
Sunndalsøra Iii,SN63420,2012-06-30 21:15:00,20.7
Sunndalsøra Iii,SN63420,2012-06-30 21:45:00,19.4
Sunndalsøra Iii,SN63420,2012-06-30 22:15:00,18.1
Sunndalsøra Iii,SN63420,2012-06-30 22:45:00,17.5
Sunndalsøra Iii,SN63420,2012-06-30 23:15:00,16.8
Sunndalsøra Iii,SN63420,2012-06-30 23:45:00,15.8
Sunndalsøra Iii,SN63420,2012-07-01 00:15:00,14.7
Sunndalsøra Iii,SN63420,2012-07-01 00:45:00,14.4
Sunndalsøra Iii,SN63420,2012-07-01 01:15:00,14.1
Sunndalsøra Iii,SN63420,2012-07-01 01:45:00,13.7
Sunndalsøra Iii,SN63420,2012-07-01 02:15:00,13.3
Sunndalsøra Iii,SN63420,2012-07-01 02:45:00,13.5
Sunndalsøra Iii,SN63420,2012-07-01 03:15:00,13.7
Sunndalsøra Iii,SN63420,2012-07-01 03:45:00,13.9
Sunndalsøra Iii,SN63420,2012-07-01 04:15:00,14.2
Sunndalsøra Iii,SN63420,2012-07-01 04:45:00,14.5
Sunndalsøra Iii,SN63420,2012-07-01 05:15:00,14.8
Sunndalsøra Iii,SN63420,2012-07-01 05:45:00,13.5
Sunndalsøra Iii,SN63420,2012-07-01 06:15:00,12.2
Sunndalsøra Iii,SN63420,2012-07-01 06:45:00,12.3
Sunndalsøra Iii,SN63420,2012-07-01 07:15:00,12.4
Sunndalsøra Iii,SN63420,2012-07-01 07:45:00,12.9
Sunndalsøra Iii,SN63420,2012-07-01 08:15:00,13.5
Sunndalsøra Iii,SN63420,2012-07-01 08:45:00,14.7
Sunndalsøra Iii,SN63420,2012-07-01 09:15:00,15.9
Sunndalsøra Iii,SN63420,2012-07-01 09:45:00,16.1
Sunndalsøra Iii,SN63420,2012-07-01 10:15:00,16.2
Sunndalsøra Iii,SN63420,2012-07-01 10:45:00,15.9
Sunndalsøra Iii,SN63420,2012-07-01 11:15:00,15.6
Sunndalsøra Iii,SN63420,2012-07-01 11:45:00,15.3
Sunndalsøra Iii,SN63420,2012-07-01 12:15:00,15
Sunndalsøra Iii,SN63420,2012-07-01 12:45:00,14.8
Sunndalsøra Iii,SN63420,2012-07-01 13:15:00,14.6
Sunndalsøra Iii,SN63420,2012-07-01 13:45:00,15.1
Sunndalsøra Iii,SN63420,2012-07-01 14:15:00,15.7
Sunndalsøra Iii,SN63420,2012-07-01 14:45:00,15.9
Sunndalsøra Iii,SN63420,2012-07-01 15:15:00,16.1
Sunndalsøra Iii,SN63420,2012-07-01 15:45:00,17.1
Sunndalsøra Iii,SN63420,2012-07-01 16:15:00,18.2
Sunndalsøra Iii,SN63420,2012-07-01 16:45:00,18.9
Sunndalsøra Iii,SN63420,2012-07-01 17:15:00,19.7
Sunndalsøra Iii,SN63420,2012-07-01 17:45:00,18.5
Sunndalsøra Iii,SN63420,2012-07-01 18:15:00,17.4
Sunndalsøra Iii,SN63420,2012-07-01 18:45:00,18.4
Sunndalsøra Iii,SN63420,2012-07-01 19:15:00,19.3
Sunndalsøra Iii,SN63420,2012-07-01 19:45:00,17.6
Sunndalsøra Iii,SN63420,2012-07-01 20:15:00,15.8
Sunndalsøra Iii,SN63420,2012-07-01 20:45:00,15.6
Sunndalsøra Iii,SN63420,2012-07-01 21:15:00,15.4
Sunndalsøra Iii,SN63420,2012-07-01 21:45:00,15.2
Sunndalsøra Iii,SN63420,2012-07-01 22:15:00,15
Sunndalsøra Iii,SN63420,2012-07-01 22:45:00,14.8
Sunndalsøra Iii,SN63420,2012-07-01 23:15:00,14.7
Sunndalsøra Iii,SN63420,2012-07-01 23:45:00,13.9
Sunndalsøra Iii,SN63420,2012-07-02 00:15:00,13.2
Sunndalsøra Iii,SN63420,2012-07-02 00:45:00,12.8
Sunndalsøra Iii,SN63420,2012-07-02 01:15:00,12.5
Sunndalsøra Iii,SN63420,2012-07-02 01:45:00,12.0
Sunndalsøra Iii,SN63420,2012-07-02 02:15:00,11.5
Sunndalsøra Iii,SN63420,2012-07-02 02:45:00,11.3
Sunndalsøra Iii,SN63420,2012-07-02 03:15:00,11.1
Sunndalsøra Iii,SN63420,2012-07-02 03:45:00,10.7
Sunndalsøra Iii,SN63420,2012-07-02 04:15:00,10.3
Sunndalsøra Iii,SN63420,2012-07-02 04:45:00,10.2
Sunndalsøra Iii,SN63420,2012-07-02 05:15:00,10
Sunndalsøra Iii,SN63420,2012-07-02 05:45:00,10.0
Sunndalsøra Iii,SN63420,2012-07-02 06:15:00,10
Sunndalsøra Iii,SN63420,2012-07-02 06:45:00,10.2
Sunndalsøra Iii,SN63420,2012-07-02 07:15:00,10.5
Sunndalsøra Iii,SN63420,2012-07-02 07:45:00,11.1
Sunndalsøra Iii,SN63420,2012-07-02 08:15:00,11.6
Sunndalsøra Iii,SN63420,2012-07-02 08:45:00,11.4
Sunndalsøra Iii,SN63420,2012-07-02 09:15:00,11.2
Sunndalsøra Iii,SN63420,2012-07-02 09:45:00,11.6
Sunndalsøra Iii,SN63420,2012-07-02 10:15:00,11.9
Sunndalsøra Iii,SN63420,2012-07-02 10:45:00,12.7
Sunndalsøra Iii,SN63420,2012-07-02 11:15:00,13.4
Sunndalsøra Iii,SN63420,2012-07-02 11:45:00,14.2
Sunndalsøra Iii,SN63420,2012-07-02 12:15:00,15
Sunndalsøra Iii,SN63420,2012-07-02 12:45:00,14.9
Sunndalsøra Iii,SN63420,2012-07-02 13:15:00,14.9
Sunndalsøra Iii,SN63420,2012-07-02 13:45:00,14.6
Sunndalsøra Iii,SN63420,2012-07-02 14:15:00,14.2
Sunndalsøra Iii,SN63420,2012-07-02 14:45:00,14.2
Sunndalsøra Iii,SN63420,2012-07-02 15:15:00,14.2
Sunndalsøra Iii,SN63420,2012-07-02 15:45:00,15.0
Sunndalsøra Iii,SN63420,2012-07-02 16:15:00,15.8
Sunndalsøra Iii,SN63420,2012-07-02 16:45:00,15.2
Sunndalsøra Iii,SN63420,2012-07-02 17:15:00,14.7
Sunndalsøra Iii,SN63420,2012-07-02 17:45:00,14.7
Sunndalsøra Iii,SN63420,2012-07-02 18:15:00,14.7
Sunndalsøra Iii,SN63420,2012-07-02 18:45:00,14.2
Sunndalsøra Iii,SN63420,2012-07-02 19:15:00,13.7
Sunndalsøra Iii,SN63420,2012-07-02 19:45:00,13.8
Sunndalsøra Iii,SN63420,2012-07-02 20:15:00,13.8
Sunndalsøra Iii,SN63420,2012-07-02 20:45:00,13.2
Sunndalsøra Iii,SN63420,2012-07-02 21:15:00,12.7
Sunndalsøra Iii,SN63420,2012-07-02 21:45:00,13.1
Sunndalsøra Iii,SN63420,2012-07-02 22:15:00,13.4
Sunndalsøra Iii,SN63420,2012-07-02 22:45:00,13.2
Sunndalsøra Iii,SN63420,2012-07-02 23:15:00,13
Sunndalsøra Iii,SN63420,2012-07-02 23:45:00,12.6
Sunndalsøra Iii,SN63420,2012-07-03 00:15:00,12.2
