	Date	Time	TTF	Lat	Long		2D3D	Alt	DOP	SVs	FOM	X	Y	Temp	Bat	Status	SCap	GPS	GSM
	YYYY MM DD

	2014 06 12	13:16:00	63	62.914122	8.185040		3D	51	2.0	5	0	4	2	26	622	01000011	0	00000001	00000000	Init		
	2014 06 23	14:23:00	140	62.986175	8.248720		3D	-26	2.1	4	0	69	61	20	619	01000011	0	00000001	00000000	Init		
	2014 06 23	14:45:00	30	62.986407	8.249218		3D	71	2.6	4	0	3	3	20	622	01000010	0	00000001	00000000			
	2014 06 23	15:15:00	45	62.987280	8.221870		3D	205	1.8	4	0	12	14	23	621	01000010	0	00000001	00000000			
	2014 06 23	15:45:00	45	62.990258	8.203210		3D	342	1.6	4	0	35	23	17	620	01000010	0	00000001	00000000			
	2014 06 23	16:15:00	44	62.989782	8.199998		3D	320	3.5	4	0	23	14	11	617	01000010	0	00000001	00000000			
	2014 06 23	16:45:00	81	62.989895	8.199678		2D	0	2.7	3	0	39	33	9	611	10000010	0	00000001	00000000			
	2014 06 23	17:15:00	62	62.989792	8.198670		3D	328	5.9	4	0	48	35	9	612	01000010	0	00000001	00000000			
	2014 06 23	17:45:00	30	62.989667	8.199703		3D	320	2.4	4	0	20	19	9	616	01000010	0	00000001	00000000			
	2014 06 23	18:15:00	44	62.989717	8.198708		3D	333	2.0	4	0	31	19	9	613	01000010	0	00000001	00000000			
	2014 06 23	18:45:00	30	62.989102	8.194068		3D	329	1.4	4	0	22	17	7	614	01000010	0	00000001	00000000			
	2014 06 23	19:15:00	30	62.989847	8.194335		3D	339	1.7	4	0	17	4	7	613	01000010	0	00000001	00000000			
	2014 06 23	19:45:00	45	62.990098	8.193998		3D	332	2.6	5	0	32	30	6	611	01000010	0	00000001	00000000			
	2014 06 23	20:15:00	30	62.989715	8.194543		3D	315	2.1	4	0	0	0	8	614	01000010	0	00000001	00000000			
	2014 06 23	20:45:00	44	62.990062	8.193170		3D	331	6.5	4	0	23	14	7	612	01000010	0	00000001	00000000			
	2014 06 23	21:15:00	30	62.989897	8.194852		3D	332	11.9	4	0	18	13	7	613	01000010	0	00000001	00000000			
	2014 06 23	21:45:00	45	62.990020	8.194377		3D	332	1.9	6	0	0	0	9	612	01000010	0	00000001	00000000			
	2014 06 23	22:15:00	30	62.990003	8.194567		3D	333	2.7	5	0	0	2	10	615	01000010	0	00000001	00000000			
