	Date	Time	TTF	Lat	Long		2D3D	Alt	DOP	SVs	FOM	X	Y	Temp	Bat	Status	SCap	GPS	GSM
	YYYY MM DD

	2013 06 22	00:15:00		Time Out								37	13	12	611	00001000	708	00001111	11111111			
	2013 06 22	00:45:00	73	62.902323	8.225820		3D	381	5.9	4	0	21	6	12	611	01000010	708	00001111	11111111			
	2013 06 22	01:15:00	46	62.900850	8.225377		3D	386	1.4	5	10	0	0	12	612	01000010	708	00001111	11111111			
	2013 06 22	01:45:00	72	62.900833	8.225728		3D	396	1.2	6	4	4	3	14	612	01000010	708	00001111	11111111			
	2013 06 22	02:15:00	23	62.900753	8.225648		3D	393	4.0	5	4	0	2	15	616	01000010	708	00001111	11111111			
	2013 06 22	02:45:00	66	62.900343	8.223712		3D	404	2.6	4	1	12	4	13	612	01000010	708	00001111	11111111			
	2013 06 22	03:15:00	67	62.899597	8.222465		3D	493	3.8	5	6	16	8	13	611	01000010	708	00001111	11111111			
	2013 06 22	03:45:00	59	62.898897	8.224810		3D	292	2.6	4	1	0	0	15	612	01000010	724	00001111	00111111			
	2013 06 22	04:15:00	60	62.898995	8.224430		3D	397	2.3	5	1	0	0	16	613	01000010	708	00001111	11111111			
	2013 06 22	04:45:00	23	62.899098	8.224807		3D	376	3.0	4	2	0	0	17	618	01000010	708	00001111	11111111			
	2013 06 22	05:15:00	73	62.898727	8.225130		3D	408	1.6	6	1	13	0	14	612	01000010	708	00001111	01111111			
	2013 06 22	05:45:00	60	62.898930	8.226048		3D	407	7.4	5	0	7	2	12	611	01000010	708	00001111	11111111			
	2013 06 22	06:15:00	61	62.897948	8.225703		3D	430	3.2	5	0	21	13	12	611	01000010	708	00001111	11111111			
	2013 06 22	06:45:00	72	62.898120	8.225907		3D	404	2.7	5	1	0	0	12	611	01000010	708	00001111	11111111			
	2013 06 22	07:15:00	68	62.898292	8.225697		3D	414	4.8	5	0	0	0	13	611	01000010	708	00001111	11111111			
	2013 06 22	07:45:00	60	62.898088	8.226047		3D	420	2.0	5	0	0	0	14	612	01000010	708	00001111	11111111			
	2013 06 22	08:15:00	22	62.898463	8.225263		3D	394	4.2	4	0	0	0	16	617	01000010	708	00001111	11111111			
	2013 06 22	08:45:00	68	62.898050	8.225817		3D	425	2.9	4	1	8	0	15	612	01000010	708	00001111	11111111			
	2013 06 22	09:15:00	67	62.898008	8.226345		3D	447	2.2	6	3	3	0	12	611	01000010	708	00001111	11111111			
	2013 06 22	09:45:00	86	62.897157	8.226785		3D	425	1.6	4	2	18	6	12	611	01000010	704	00001111	11111111			
	2013 06 22	10:15:00	67	62.897035	8.228737		3D	458	1.2	7	1	29	18	11	610	01000010	708	00001111	11111111			
	2013 06 22	10:45:00	62	62.896083	8.228585		3D	460	1.7	5	4	1	1	11	610	01100010	708	00001011	11111111		StartE	
	2013 06 22	11:15:00	61	62.895468	8.228090		3D	432	1.7	5	0	30	9	12	611	01000010	708	00001111	11111111			
	2013 06 22	11:45:00	69	62.895362	8.229738		3D	426	1.9	5	2	33	18	12	611	01000010	708	00001111	11111111			
	2013 06 22	12:15:00		Time Out								5	3	12	611	00001000	708	00001111	11111111			
	2013 06 22	12:45:00	66	62.895420	8.229655		3D	457	2.0	4	0	0	0	15	612	01000010	708	00001111	11111111			
	2013 06 22	13:15:00	72	62.895247	8.229702		3D	411	1.7	4	0	0	0	17	613	01000010	708	00001111	11111111			
	2013 06 22	13:45:00	70	62.895187	8.230062		3D	423	4.5	4	0	33	8	14	613	01000010	716	00001111	01111111			
	2013 06 22	14:15:00		Time Out								27	2	11	610	00001000	708	00001111	11111111			
	2013 06 22	14:45:00	69	62.892415	8.224840		3D	442	2.6	5	1	23	6	11	610	01000010	704	00001111	11111111			
	2013 06 22	15:15:00	74	62.889093	8.225105		3D	427	2.7	4	0	4	4	11	610	01000010	704	00001111	11111111			
	2013 06 22	15:45:00		Time Out								36	18	11	610	00001000	708	00001111	11111111			
	2013 06 22	16:15:00		Time Out								0	0	13	611	00001000	708	00001111	11111111			
	2013 06 22	16:45:00	40	62.889140	8.222930		3D	433	2.3	4	1	4	4	16	614	01000010	708	00001111	11111111			
	2013 06 22	17:15:00		Time Out								6	3	13	611	00001000	708	00001111	11111111			
	2013 06 22	17:45:00		Time Out								0	0	16	612	00001000	708	00001111	11111111			
	2013 06 22	18:15:00	91	62.889487	8.225733		2D	0	5.2	3	0	1	1	18	613	10001010	708	00001111	11111111			
	2013 06 22	18:45:00	40	62.888995	8.223292		3D	436	3.0	4	5	0	0	18	615	01000010	708	00001111	11111111			
	2013 06 22	19:15:00	81	62.889323	8.223055		2D	0	3.3	3	0	31	15	13	611	10001010	708	00001111	11111111			
	2013 06 22	19:45:00	88	62.889367	8.222758		3D	441	2.3	4	0	24	5	11	610	01001010	708	00001111	11111111			
	2013 06 22	20:15:00	73	62.889437	8.222862		3D	405	1.5	6	2	0	0	14	611	01000010	708	00001111	11111111			
	2013 06 22	20:45:00	72	62.890085	8.224572		3D	0	11.8	4	0	1	0	17	613	01000010	708	00001111	11111111			
	2013 06 22	21:15:00	32	62.889472	8.222755		3D	493	2.8	4	6	0	0	17	616	01000010	708	00001111	11111111			
	2013 06 22	21:45:00	72	62.888980	8.222648		3D	397	3.8	4	2	18	9	14	612	01000010	708	00001111	11111111			
	2013 06 22	22:15:00		Time Out								10	2	11	610	00101000	708	00001011	01111111		StartE	
	2013 06 22	22:45:00	61	62.888812	8.227228		3D	429	2.5	5	0	22	6	11	610	01000010	708	00001111	11111111			
	2013 06 22	23:15:00	60	62.888750	8.228750		3D	442	4.4	4	1	0	0	14	611	01000010	704	00001111	11111111			
	2013 06 22	23:45:00	62	62.888810	8.229007		3D	445	2.3	5	2	0	0	15	612	01000010	720	00001111	01111111			
	2013 06 23	00:15:00	23	62.888793	8.228933		3D	439	1.6	5	1	0	0	17	618	01000010	708	00001111	11111111			
	2013 06 23	00:45:00	59	62.888973	8.229202		2D	0	8.0	3	0	0	0	19	614	10001010	708	00001111	11111111			
	2013 06 23	01:15:00	64	62.888583	8.228797		3D	477	1.7	4	4	0	0	18	614	01000010	708	00001111	11111111			
	2013 06 23	01:45:00	72	62.888950	8.228450		3D	482	2.2	4	35	28	6	13	611	01000010	708	00001111	11111111			
	2013 06 23	02:15:00	71	62.889718	8.230570		3D	471	3.8	5	0	31	19	12	610	01000010	708	00001111	11111111			
	2013 06 23	02:45:00		Time Out								27	5	10	610	00001000	704	00001111	11111111			
	2013 06 23	03:15:00	76	62.887777	8.235642		3D	434	3.9	4	0	37	8	10	610	01000010	704	00001111	11111111			
	2013 06 23	03:45:00	61	62.888047	8.235883		3D	447	3.5	4	1	21	8	11	611	01000010	708	00001111	11111111			
	2013 06 23	04:15:00	60	62.888062	8.236450		3D	445	3.5	4	1	0	0	11	611	01100010	708	00001011	11111111		StartE	
	2013 06 23	04:45:00	61	62.888095	8.236618		3D	443	2.1	6	1	13	3	15	613	01000010	704	00001111	11111111			
	2013 06 23	05:15:00	60	62.888272	8.237697		3D	450	1.4	8	4	7	4	12	612	01000010	704	00001111	11111111			
	2013 06 23	05:45:00	23	62.888365	8.237492		3D	435	2.7	5	2	1	0	16	617	01000010	696	00001111	01111111			
	2013 06 23	06:15:00	60	62.888923	8.239723		3D	446	3.9	5	3	8	8	13	612	01000010	692	00001111	01111111			
	2013 06 23	06:45:00	60	62.889035	8.240525		3D	464	4.7	4	0	0	0	17	613	01000010	696	00001111	11111111			
	2013 06 23	07:15:00	73	62.889102	8.240585		3D	444	2.0	6	5	0	0	20	615	01000010	688	00001111	01111111			
	2013 06 23	07:45:00	23	62.889080	8.240913		3D	472	2.2	6	2	5	6	18	620	01000010	696	00001111	01111111			
	2013 06 23	08:15:00	60	62.889065	8.240855		3D	456	3.2	6	1	13	4	15	613	01000010	696	00001111	11111111			
	2013 06 23	08:45:00	60	62.889235	8.241838		3D	0	12.0	5	0	0	0	16	613	01000010	708	00001111	11111111			
	2013 06 23	09:15:00	22	62.889590	8.240972		3D	477	2.6	5	0	0	0	23	621	01000010	708	00001111	11111111			
	2013 06 23	09:45:00	66	62.888275	8.241398		3D	485	1.5	5	2	13	7	21	616	01000010	708	00001111	11111111			
	2013 06 23	10:15:00	23	62.887048	8.240390		3D	469	1.3	6	5	7	7	17	620	01000010	708	00001111	11111111			
	2013 06 23	10:45:00	66	62.887137	8.239585		3D	485	1.1	7	3	1	0	20	615	01000010	708	00001111	11111111			
	2013 06 23	11:15:00	22	62.887643	8.238973		3D	448	2.8	4	2	0	0	20	621	01000010	708	00001111	11111111			
	2013 06 23	11:45:00	62	62.887153	8.239670		3D	461	1.2	6	7	1	0	22	616	01000010	708	00001111	11111111			
	2013 06 23	12:15:00	31	62.887577	8.243088		3D	462	1.8	5	0	13	8	20	619	01000010	708	00001111	11111111			
	2013 06 23	12:45:00	69	62.887855	8.245378		3D	395	2.1	4	2	34	19	21	615	01000010	708	00001111	11111111			
	2013 06 23	13:15:00	21	62.888220	8.246425		3D	468	1.8	4	0	6	1	19	620	01000010	708	00001111	11111111			
	2013 06 23	13:45:00	72	12.335963	8.246755		3D	468	2.0	6	2	1	1	20	614	01000010	708	00001111	11111111			
	2013 06 23	14:15:00	60	62.888665	8.246717		3D	473	1.9	4	19	0	0	24	617	01000010	708	00001111	11111111			
	2013 06 23	14:45:00	49	62.888575	8.246948		3D	490	2.0	4	2	0	0	26	618	01000010	708	00001111	11111111			
	2013 06 23	15:15:00	23	62.889773	8.248105		3D	506	1.8	6	1	1	5	20	621	01000010	708	00001111	11111111			
	2013 06 23	15:45:00	72	62.891587	8.244237		3D	489	2.4	4	0	0	0	17	613	01000010	708	00001111	11111111			
	2013 06 23	16:15:00	86	62.891847	8.247040		3D	560	2.3	4	1	25	12	15	612	01000010	708	00001111	11111111			
	2013 06 23	16:45:00	71	62.890992	8.243542		3D	484	1.3	5	2	0	0	16	612	01000010	704	00001111	11111111			
	2013 06 23	17:15:00	59	62.891002	8.243773		3D	434	1.3	6	4	0	1	18	614	01000010	708	00001111	11111111			
	2013 06 23	17:45:00	71	62.890913	8.247377		3D	493	2.3	5	2	37	17	13	612	01000010	708	00001111	11111111			
	2013 06 23	18:15:00	67	62.891142	8.246578		3D	501	7.1	6	5	0	0	13	611	01000010	704	00001111	11111111			
	2013 06 23	18:45:00	59	62.890983	8.246500		3D	486	8.8	5	1	1	0	14	612	01000010	696	00001111	01111111			
	2013 06 23	19:15:00	21	62.891350	8.246825		3D	511	2.5	5	3	0	0	16	618	01000010	696	00001111	01111111			
	2013 06 23	19:45:00	59	62.891615	8.246390		3D	513	5.2	6	1	21	16	18	614	01000010	692	00001111	01111111			
	2013 06 23	20:15:00	60	62.892293	8.247555		3D	577	5.4	4	1	9	2	13	612	01000010	708	00001111	01111111			
	2013 06 23	20:45:00	59	62.892380	8.247568		3D	518	5.0	5	1	29	4	11	611	01100010	704	00001011	11111111		StartE	
	2013 06 23	21:15:00	60	62.892182	8.248408		3D	561	5.4	4	0	0	0	11	611	01000010	704	00001111	11111111			
	2013 06 23	21:45:00	71	62.891970	8.248118		3D	0	13.8	5	0	0	0	12	611	01000010	704	00001111	11111111			
	2013 06 23	22:15:00	59	62.892138	8.247582		3D	526	3.0	6	3	0	0	16	613	01000010	704	00001111	11111111			
	2013 06 23	22:45:00	71	62.892405	8.248005		3D	521	8.5	6	1	0	0	15	613	01000010	704	00001111	11111111			
	2013 06 23	23:15:00	60	62.892122	8.247707		3D	548	2.0	4	0	0	0	16	613	01000010	704	00001111	11111111			
	2013 06 23	23:45:00	58	62.891965	8.247958		3D	547	2.7	4	11	0	0	18	614	01000010	708	00001111	11111111			
	2013 06 24	00:15:00	38	62.892248	8.247352		3D	545	1.3	5	4	0	0	19	616	01000010	708	00001111	11111111			
	2013 06 24	00:45:00	72	62.890288	8.253557		3D	535	1.4	5	0	18	14	12	611	01000010	708	00001111	11111111			
	2013 06 24	01:15:00	66	62.889233	8.252853		3D	492	2.1	4	0	27	17	10	610	01000010	704	00001111	11111111			
	2013 06 24	01:45:00	71	62.889158	8.257908		3D	494	2.2	5	0	35	14	10	610	01000010	704	00001111	11111111			
	2013 06 24	02:15:00	60	62.889837	8.259482		3D	510	2.3	5	1	0	0	11	611	01000010	704	00001111	11111111			
	2013 06 24	02:45:00	71	62.889882	8.259615		3D	518	1.6	4	1	6	10	15	613	01000010	704	00001111	11111111			
	2013 06 24	03:15:00	59	62.889783	8.259557		3D	523	5.3	5	0	0	2	18	615	01000010	704	00001111	11111111			
	2013 06 24	03:45:00	59	62.889860	8.259567		3D	525	1.9	5	3	0	0	21	616	01000010	708	00001111	11111111			
	2013 06 24	04:15:00	66	62.889293	8.256958		3D	483	2.2	5	6	24	13	13	613	01000010	708	00001111	11111111			
	2013 06 24	04:45:00	59	62.887440	8.254592		3D	459	1.9	5	2	40	21	12	611	01000010	704	00001111	11111111			
	2013 06 24	05:15:00	65	62.889390	8.254283		3D	465	9.7	5	0	19	11	12	611	01100010	704	00001011	11111111		StartE	
	2013 06 24	05:45:00	59	62.889378	8.254158		3D	492	5.4	5	0	2	0	12	612	01000010	704	00001111	11111111			
	2013 06 24	06:15:00	59	62.889313	8.254197		3D	508	2.9	5	2	2	0	13	612	01000010	704	00001111	11111111			
	2013 06 24	06:45:00	65	62.889137	8.254125		3D	492	5.5	4	0	1	0	15	613	01000010	704	00001111	11111111			
	2013 06 24	07:15:00	27	62.889195	8.254225		3D	519	5.2	5	0	0	0	20	619	01000010	704	00001111	11111111			
	2013 06 24	07:45:00	69	62.888963	8.253348		3D	502	1.5	6	2	30	23	21	616	01000010	708	00001111	11111111			
	2013 06 24	08:15:00	60	62.887913	8.249090		3D	470	1.8	5	5	29	20	14	613	01000010	708	00001111	11111111			
	2013 06 24	08:45:00	61	62.887725	8.246177		3D	450	2.7	4	0	24	12	13	612	01000010	704	00001111	11111111			
	2013 06 24	09:15:00	71	62.887395	8.246362		3D	394	2.5	4	0	0	0	17	613	01000010	704	00001111	11111111			
	2013 06 24	09:45:00	66	62.887712	8.246575		3D	437	2.3	6	6	0	0	18	614	01000010	704	00001111	11111111			
	2013 06 24	10:15:00	60	62.887885	8.246672		3D	465	2.5	5	8	1	1	17	614	01000010	704	00001111	11111111			
	2013 06 24	10:45:00	74	62.887720	8.246697		3D	481	1.4	5	1	0	0	19	614	01000010	712	00001111	00111111			
	2013 06 24	11:15:00	78	62.888210	8.247528		3D	471	1.7	5	1	43	11	14	612	01000010	708	00001111	00011111			
	2013 06 24	11:45:00	89	62.888302	8.246440		3D	478	2.6	4	0	46	24	15	612	01001010	708	00001111	11111111			
	2013 06 24	12:15:00	58	62.888315	8.246615		3D	479	1.6	4	4	0	0	16	614	01000010	704	00001111	11111111			
	2013 06 24	12:45:00	79	62.888375	8.246422		3D	482	2.1	5	0	0	1	18	614	01000010	704	00001111	11111111			
	2013 06 24	13:15:00	23	62.888338	8.248720		3D	475	1.9	4	1	4	2	18	620	01000010	708	00001111	11111111			
	2013 06 24	13:45:00	67	62.888752	8.251842		3D	529	3.6	5	8	14	10	16	613	01000010	708	00001111	11111111			
	2013 06 24	14:15:00	59	62.890155	8.261303		3D	519	3.1	5	0	24	8	17	614	01000010	704	00001111	11111111			
	2013 06 24	14:45:00	71	62.891617	8.265662		3D	501	2.2	5	8	1	0	19	615	01000010	704	00001111	01111111			
	2013 06 24	15:15:00	59	62.891405	8.265055		3D	507	2.4	5	0	13	5	16	614	01000010	704	00001111	11111111			
	2013 06 24	15:45:00	43	62.891420	8.264885		3D	501	5.2	5	0	0	0	17	615	01000010	708	00001111	11111111			
	2013 06 24	16:15:00	31	62.891318	8.265275		3D	507	2.9	4	0	4	2	19	618	01000010	708	00001111	11111111			
	2013 06 24	16:45:00		Time Out								28	10	14	612	00001000	708	00001111	11111111			
	2013 06 24	17:15:00		Time Out								28	17	13	611	00001000	704	00001111	11111111			
	2013 06 24	17:45:00	66	62.889313	8.257507		3D	473	1.7	7	3	1	0	13	611	01000010	704	00001111	11111111			
	2013 06 24	18:15:00		Time Out								49	22	11	611	00001000	704	00001111	11111111			
	2013 06 24	18:45:00	61	62.888297	8.254838		3D	489	2.8	6	0	27	1	11	611	01000010	704	00001111	11111111			
	2013 06 24	19:15:00	60	62.887087	8.253350		3D	469	1.6	7	1	26	12	11	611	01000010	704	00001111	11111111			
	2013 06 24	19:45:00	60	62.888963	8.253517		3D	506	3.1	6	1	9	4	10	611	01000010	704	00001111	11111111			
	2013 06 24	20:15:00	60	62.888905	8.253692		3D	531	4.7	6	4	0	0	11	611	01000010	704	00001111	11111111			
	2013 06 24	20:45:00	63	62.888918	8.253480		3D	496	2.7	5	4	0	0	13	612	01000010	704	00001111	11111111			
	2013 06 24	21:15:00	65	62.888938	8.253488		3D	491	1.2	7	2	1	0	15	613	01000010	704	00001111	11111111			
	2013 06 24	21:45:00	23	62.889042	8.253380		3D	505	2.1	6	11	0	0	16	619	01000010	704	00001111	11111111			
	2013 06 24	22:15:00	60	62.888905	8.253568		3D	501	2.1	7	2	0	0	11	612	01000010	704	00001111	11111111			
	2013 06 24	22:45:00	60	62.889095	8.253877		3D	511	1.7	5	1	18	9	10	611	01000010	704	00001111	11111111			
	2013 06 24	23:15:00	60	62.889108	8.253637		3D	502	2.5	4	0	0	0	9	610	01000010	704	00001111	11111111			
	2013 06 24	23:45:00	65	62.888998	8.253678		3D	496	1.5	6	2	0	0	10	611	01000010	704	00001111	11111111			
	2013 06 25	00:15:00	61	62.889060	8.253652		3D	508	1.4	4	0	1	0	10	611	01000010	704	00001111	11111111			
	2013 06 25	00:45:00	71	62.887965	8.252573		3D	591	7.7	4	6	17	6	10	611	01000010	704	00001111	11111111			
	2013 06 25	01:15:00	60	62.889328	8.254015		3D	504	4.0	4	2	18	4	9	610	01000010	704	00001111	11111111			
	2013 06 25	01:45:00	78	62.889230	8.254170		3D	529	2.2	5	1	7	3	9	610	01000010	704	00001111	11111111			
	2013 06 25	02:15:00	75	62.887358	8.242390		3D	491	2.3	6	8	30	10	9	610	01000010	704	00001111	11111111			
	2013 06 25	02:45:00		Time Out								45	23	9	610	00001000	704	00001111	11111111			
	2013 06 25	03:15:00	62	62.886563	8.230378		3D	388	4.1	4	1	0	0	13	612	01000010	704	00001111	11111111			
	2013 06 25	03:45:00	71	62.886512	8.230602		3D	377	2.8	4	1	0	0	15	613	01000010	704	00001111	11111111			
	2013 06 25	04:15:00	59	62.886262	8.230840		3D	426	2.0	4	0	0	0	13	613	01000010	704	00001111	11111111			
	2013 06 25	04:45:00	60	62.886447	8.230720		3D	393	1.7	7	6	0	0	14	613	01000010	704	00001111	11111111			
	2013 06 25	05:15:00	60	62.886573	8.231735		3D	416	1.6	6	7	7	4	12	612	01000010	704	00001111	11111111			
	2013 06 25	05:45:00	71	62.886722	8.232670		3D	405	1.7	6	4	14	6	11	611	01000010	704	00001111	11111111			
	2013 06 25	06:15:00	72	62.886627	8.232355		3D	433	2.1	7	2	3	3	13	612	01000010	704	00001111	11111111			
	2013 06 25	06:45:00	60	62.886803	8.232582		3D	445	3.0	4	0	0	1	15	613	01000010	704	00001111	11111111			
	2013 06 25	07:15:00	21	62.886540	8.232665		3D	380	2.6	5	4	0	0	17	620	01000010	712	00001111	01111111			
	2013 06 25	07:45:00		Time Out								0	1	17	614	00001000	704	00001111	11111111			
	2013 06 25	08:15:00	74	62.886598	8.232610		3D	414	4.3	5	0	0	0	19	615	01100010	704	00001011	11111111		StartE	
	2013 06 25	08:45:00	66	62.884980	8.231192		3D	499	3.2	4	1	9	3	14	613	01000010	720	00001111	01111111			
	2013 06 25	09:15:00	60	62.884667	8.232660		3D	434	5.1	4	1	19	10	12	612	01000010	704	00001111	11111111			
	2013 06 25	09:45:00	66	62.887098	8.233193		3D	404	1.4	5	0	20	6	11	611	01000010	704	00001111	11111111			
	2013 06 25	10:15:00	71	62.887007	8.231893		3D	411	1.8	4	1	26	10	11	611	01000010	704	00001111	11111111			
	2013 06 25	10:45:00	79	62.887760	8.234445		3D	427	1.6	4	0	31	13	11	611	01000010	704	00001111	11111111			
	2013 06 25	11:15:00		Time Out								28	8	11	611	00001000	704	00001111	11111111			
	2013 06 25	11:45:00		Time Out								0	0	11	611	00001000	704	00001111	11111111			
	2013 06 25	12:15:00	65	62.887570	8.235163		3D	419	2.5	4	0	1	1	14	613	01000010	704	00001111	11111111			
	2013 06 25	12:45:00	89	62.887582	8.234920		3D	393	1.7	5	11	11	2	16	614	01001010	720	00001111	11111111			
	2013 06 25	13:15:00		Time Out								0	0	17	614	00001000	688	00001111	11111111			
	2013 06 25	13:45:00	66	62.887865	8.235373		3D	418	2.6	4	1	16	2	16	614	01000010	704	00001111	11111111			
	2013 06 25	14:15:00	36	62.887520	8.230412		3D	424	2.2	5	4	21	3	11	614	01000010	704	00001111	11111111			
	2013 06 25	14:45:00	67	62.887270	8.229512		3D	405	2.0	5	0	17	14	11	611	01000010	704	00001111	11111111			
	2013 06 25	15:15:00	72	62.886357	8.223565		3D	349	2.0	5	0	10	7	11	611	01000010	704	00001111	11111111			
	2013 06 25	15:45:00		Time Out								34	9	11	611	00001000	704	00001111	11111111			
	2013 06 25	16:15:00		Time Out								22	8	10	611	00001000	704	00001111	11111111			
	2013 06 25	16:45:00	72	62.888585	8.223418		3D	417	2.4	4	0	4	5	13	612	01000010	704	00001111	11111111			
	2013 06 25	17:15:00	62	62.888787	8.223375		3D	398	3.3	4	0	0	0	16	614	01000010	704	00001111	11111111			
	2013 06 25	17:45:00		Time Out								0	0	18	615	00001000	704	00001111	11111111			
	2013 06 25	18:15:00		Time Out								18	6	16	614	00001000	704	00001111	11111111			
	2013 06 25	18:45:00		Time Out								12	10	11	612	00001000	704	00001111	11111111			
	2013 06 25	19:15:00	79	62.888998	8.225167		3D	519	2.7	4	2	0	1	13	612	01000010	704	00001111	11111111			
	2013 06 25	19:45:00	68	62.889593	8.224698		3D	393	3.9	6	1	1	1	15	614	01000010	704	00001111	11111111			
	2013 06 25	20:15:00	60	62.889448	8.224615		3D	0	11.6	4	0	0	0	17	615	01000010	704	00001111	11111111			
	2013 06 25	20:45:00	84	62.889130	8.223865		3D	465	5.8	4	0	0	0	16	614	01000010	704	00001111	11111111			
	2013 06 25	21:15:00		Time Out								34	14	13	612	00001000	704	00001111	11111111			
	2013 06 25	21:45:00	42	62.889243	8.223513		3D	388	1.7	6	8	3	0	13	614	01000010	704	00001111	11111111			
	2013 06 25	22:15:00	72	62.889245	8.223313		3D	434	5.5	5	4	0	0	17	614	01000010	704	00001111	01111111			
	2013 06 25	22:45:00	89	62.889113	8.223435		3D	404	4.4	4	0	0	0	21	616	01001010	704	00001111	11111111			
	2013 06 25	23:15:00	24	62.889233	8.223667		3D	410	2.4	6	4	0	0	21	622	01000010	704	00001111	11111111			
	2013 06 25	23:45:00		Time Out								0	2	21	617	00001000	708	00001111	11111111			
	2013 06 26	00:15:00	54	62.889250	8.223568		3D	409	5.5	4	1	0	1	21	617	01000010	708	00001111	11111111			
	2013 06 26	00:45:00	72	62.888440	8.224835		3D	525	3.6	5	7	26	7	12	612	01000010	708	00001111	11111111			
	2013 06 26	01:15:00	53	62.889658	8.226577		3D	424	2.4	4	1	6	2	9	611	01000010	704	00001111	11111111			
	2013 06 26	01:45:00	60	62.889843	8.227490		3D	481	2.0	4	3	4	2	10	611	01000010	704	00001111	11111111			
	2013 06 26	02:15:00	72	62.889312	8.227315		3D	444	1.7	4	0	0	0	14	613	01000010	704	00001111	11111111			
	2013 06 26	02:45:00	35	62.889687	8.227482		3D	444	2.6	4	0	0	0	15	616	01000010	704	00001111	11111111			
