	Date	Time	TTF	Lat	Long		2D3D	Alt	DOP	SVs	FOM	X	Y	Temp	Bat	Status	SCap	GPS	GSM
	YYYY MM DD

	2015 06 10	13:37:00	56	62.914135	8.185117		3D	53	2.8	5	0	0	0	22	589	01000011	0	00000001	00000000	Init		
	2015 06 10	13:40:00	143	62.914065	8.186920		2D	0	17.4	3	0	2	3	22	603	10000011	0	00000001	00000000	Init		
	2015 06 10	14:10:00	82	62.913942	8.185297		3D	27	4.0	4	0	0	3	22	608	01000011	0	00000001	00000000	Init		
	2015 07 02	08:42:00	55	62.984537	8.228058		3D	103	2.2	5	0	0	3	24	596	01000011	0	00000001	00000000	Init		
	2015 07 02	08:45:00	45	62.984607	8.228142		3D	95	4.1	4	0	0	0	25	608	01000010	0	00000001	00000000			
	2015 07 02	09:15:00	45	62.984795	8.224665		3D	104	2.7	4	0	25	23	27	609	01000010	0	00000001	00000000			
	2015 07 02	09:45:00	71	62.985713	8.220788		2D	0	2.3	3	0	3	3	26	606	10000010	0	00000001	00000000			
	2015 07 02	10:15:00	87	62.985033	8.220620		2D	0	2.9	3	0	15	5	26	605	10000010	0	00000001	00000000			
	2015 07 02	10:45:00	71	62.985733	8.219942		2D	0	3.0	3	0	2	5	26	606	10000010	0	00000001	00000000			
	2015 07 02	11:15:00		Time Out								0	1	27	606	00001000	0	00000001	00000000			
	2015 07 02	11:45:00	74	62.985377	8.223005		3D	151	1.9	5	0	25	9	28	608	01000010	0	00000001	00000000			
	2015 07 02	12:15:00	71	62.985258	8.222942		3D	116	5.4	4	0	23	7	26	608	01000010	0	00000001	00000000			
	2015 07 02	12:45:00	45	62.985227	8.223050		3D	136	2.7	5	0	1	0	26	606	01000010	0	00000001	00000000			
	2015 07 02	13:15:00	45	62.985228	8.222937		3D	128	2.2	4	0	0	1	26	605	01000010	0	00000001	00000000			
	2015 07 02	13:45:00	80	62.985135	8.217887		2D	0	4.3	3	0	30	14	26	605	10000010	0	00000001	00000000			
	2015 07 02	14:15:00	75	62.985343	8.221055		3D	80	4.4	4	0	21	12	24	604	01000010	0	00000001	00000000			
	2015 07 02	14:45:00	44	62.985285	8.223065		3D	142	1.7	5	0	0	0	24	605	01000010	0	00000001	00000000			
	2015 07 02	15:15:00	68	62.985280	8.222925		3D	133	1.7	6	0	0	0	24	603	01000010	0	00000001	00000000			
	2015 07 02	15:45:00	71	62.984897	8.223258		3D	132	1.1	8	0	47	32	24	602	01000010	0	00000001	00000000			
	2015 07 02	16:15:00	45	62.984643	8.224443		3D	116	1.5	7	0	29	19	24	602	01000010	0	00000001	00000000			
	2015 07 02	16:45:00	44	62.984762	8.224562		3D	110	3.2	4	0	26	23	26	604	01000010	0	00000001	00000000			
	2015 07 02	17:15:00	63	62.984390	8.223348		3D	123	1.1	9	0	26	22	25	602	01000010	0	00000001	00000000			
	2015 07 02	17:45:00	45	62.985167	8.223150		3D	135	1.9	6	0	0	0	24	602	01000010	0	00000001	00000000			
	2015 07 02	18:15:00	45	62.984672	8.223448		3D	118	2.3	5	0	27	23	22	600	01000010	0	00000001	00000000			
	2015 07 02	18:45:00	44	62.985123	8.223262		3D	126	3.5	4	0	0	2	23	597	01000010	0	00000001	00000000			
	2015 07 02	19:15:00	45	62.984485	8.223618		3D	119	2.0	5	0	24	17	22	599	01000010	0	00000001	00000000			
	2015 07 02	19:45:00	44	62.985110	8.223595		3D	131	2.5	4	0	7	3	21	598	01000010	0	00000001	00000000			
	2015 07 02	20:15:00	45	62.985118	8.223302		3D	152	2.0	7	0	0	0	22	598	01000010	0	00000001	00000000			
	2015 07 02	20:45:00	44	62.985447	8.225447		3D	106	4.8	4	0	16	8	21	597	01000010	0	00000001	00000000			
	2015 07 02	21:15:00	45	62.985413	8.232813		3D	101	3.9	5	0	23	15	19	596	01000010	0	00000001	00000000			
	2015 07 02	21:45:00	44	62.985913	8.234670		3D	81	2.1	4	0	1	1	19	592	01000010	0	00000001	00000000			
	2015 07 02	22:15:00	45	62.985815	8.233893		3D	95	2.2	5	0	14	10	19	595	01000010	0	00000001	00000000			
	2015 07 02	22:45:00	45	62.986063	8.234883		3D	83	1.9	5	0	1	0	19	595	01000010	0	00000001	00000000			
	2015 07 02	23:15:00	45	62.985905	8.233588		3D	96	2.9	5	0	0	2	18	593	01000010	0	00000001	00000000			
	2015 07 02	23:45:00	45	62.985923	8.233567		3D	104	1.3	6	0	0	0	19	594	01000010	0	00000001	00000000			
	2015 07 03	00:15:00	45	62.986177	8.234892		3D	93	2.5	5	0	3	4	18	594	01000010	0	00000001	00000000			
	2015 07 03	00:45:00	44	62.986008	8.234802		3D	97	1.9	4	0	0	0	19	590	01000010	0	00000001	00000000			
	2015 07 03	01:15:00	44	62.986002	8.234832		3D	106	3.6	4	0	2	6	19	593	01000010	0	00000001	00000000			
	2015 07 03	01:45:00	44	62.986783	8.235150		3D	-36	2.5	4	0	1	0	19	590	01000010	0	00000001	00000000			
	2015 07 03	02:15:00	45	62.986035	8.234922		3D	79	1.2	7	0	0	0	19	593	01000010	0	00000001	00000000			
	2015 07 03	02:45:00	71	62.986098	8.234778		3D	106	2.4	5	0	0	0	19	589	01000010	0	00000001	00000000			
	2015 07 03	03:15:00	45	62.986065	8.234833		3D	93	1.7	6	0	0	0	19	593	01000010	0	00000001	00000000			
	2015 07 03	03:45:00	45	62.986070	8.234850		3D	95	0.9	8	0	0	0	20	593	01000010	0	00000001	00000000			
	2015 07 03	04:15:00	77	62.985513	8.235325		2D	0	6.6	3	0	15	13	20	592	10000010	0	00000001	00000000			
	2015 07 03	04:45:00	62	62.986095	8.234873		3D	93	2.2	5	0	1	4	20	593	01000010	0	00000001	00000000			
	2015 07 03	05:15:00	80	62.986535	8.234753		2D	0	2.8	3	0	22	7	20	592	10000010	0	00000001	00000000			
	2015 07 03	05:45:00		Time Out								29	11	17	587	00001000	0	00000001	00000000			
	2015 07 03	06:15:00	82	62.985188	8.233087		3D	91	1.7	4	0	11	5	16	586	01000010	0	00000001	00000000			
