	Date	Time	TTF	Lat	Long		2D3D	Alt	DOP	SVs	FOM	X	Y	Temp	Bat	Status	SCap	GPS	GSM
	YYYY MM DD

	2015 06 22	13:46:00	57	62.914088	8.185183		3D	52	1.6	5	0	0	0	25	601	01000011	0	00000001	00000000	Init		
	2015 07 02	08:40:00	54	62.984612	8.228043		3D	109	2.2	5	0	0	1	23	605	01000011	0	00000001	00000000	Init		
	2015 07 02	08:45:00	30	62.984733	8.227965		3D	91	2.3	5	0	0	2	26	616	01000010	0	00000001	00000000			
	2015 07 02	09:15:00	30	62.985022	8.226253		3D	116	4.0	4	0	19	10	25	619	01000010	0	00000001	00000000			
	2015 07 02	09:45:00	44	62.985565	8.223132		3D	150	3.4	4	0	16	0	25	617	01000010	0	00000001	00000000			
	2015 07 02	10:15:00	30	62.985175	8.221280		3D	18	2.1	4	0	8	6	23	619	01000010	0	00000001	00000000			
	2015 07 02	10:45:00	30	62.985258	8.223065		3D	160	3.4	4	0	3	0	23	619	01000010	0	00000001	00000000			
	2015 07 02	11:15:00	45	62.985390	8.222913		3D	162	2.6	4	0	3	3	24	617	01000010	0	00000001	00000000			
	2015 07 02	11:45:00	43	62.985220	8.222585		3D	123	2.2	5	0	0	0	24	618	01000010	0	00000001	00000000			
	2015 07 02	12:15:00	36	62.985237	8.222837		3D	136	2.2	5	0	0	0	26	619	01000010	0	00000001	00000000			
	2015 07 02	12:45:00	30	62.985232	8.223057		3D	139	2.4	5	0	9	7	23	619	01000010	0	00000001	00000000			
	2015 07 02	13:15:00	30	62.985225	8.223898		3D	180	6.6	4	0	1	0	26	620	01000010	0	00000001	00000000			
	2015 07 02	13:45:00	61	62.985565	8.223060		3D	134	6.5	4	0	34	13	26	618	01000010	0	00000001	00000000			
	2015 07 02	14:15:00	64	62.985743	8.218990		2D	0	6.0	3	0	32	9	23	617	10000010	0	00000001	00000000			
	2015 07 02	14:45:00	45	62.985220	8.223155		3D	141	1.3	6	0	0	0	25	618	01000010	0	00000001	00000000			
	2015 07 02	15:15:00	30	62.985098	8.222587		3D	34	1.5	5	0	0	1	26	620	01000010	0	00000001	00000000			
	2015 07 02	15:45:00	30	62.985118	8.222955		3D	121	2.1	5	0	10	5	24	621	01000010	0	00000001	00000000			
	2015 07 02	16:15:00	30	62.984498	8.223233		3D	154	4.1	4	0	24	13	23	620	01000010	0	00000001	00000000			
	2015 07 02	16:45:00	44	62.984777	8.224865		3D	110	1.4	5	0	35	23	25	619	01000010	0	00000001	00000000			
	2015 07 02	17:15:00	30	62.984448	8.224963		3D	130	1.9	4	0	25	18	24	620	01000010	0	00000001	00000000			
	2015 07 02	17:45:00	44	62.985195	8.225528		3D	118	2.0	6	0	1	4	25	618	01000010	0	00000001	00000000			
	2015 07 02	18:15:00	30	62.985125	8.225542		3D	113	1.4	7	0	24	16	25	621	01000010	0	00000001	00000000			
	2015 07 02	18:45:00	30	62.984880	8.226315		3D	104	3.5	4	0	19	12	22	619	01000010	0	00000001	00000000			
	2015 07 02	19:15:00	30	62.984663	8.225350		3D	114	4.2	4	0	22	16	21	618	01000010	0	00000001	00000000			
	2015 07 02	19:45:00	40	62.985423	8.225413		3D	118	1.1	8	0	17	16	21	616	01000010	0	00000001	00000000			
	2015 07 02	20:15:00	30	62.985007	8.229365		3D	107	5.8	5	0	17	14	20	618	01000010	0	00000001	00000000			
	2015 07 02	20:45:00	30	62.985060	8.231042		3D	104	5.6	5	0	7	5	20	617	01000010	0	00000001	00000000			
	2015 07 02	21:15:00	30	62.985317	8.231915		3D	97	5.8	4	0	6	10	19	617	01000010	0	00000001	00000000			
	2015 07 02	21:45:00	44	62.986530	8.234720		3D	222	1.4	6	0	2	0	18	613	01000010	0	00000001	00000000			
	2015 07 02	22:15:00	44	62.985795	8.233890		3D	95	1.0	9	0	11	8	18	614	01000010	0	00000001	00000000			
	2015 07 02	22:45:00	33	62.985935	8.234948		3D	99	1.1	8	0	15	4	18	615	01000010	0	00000001	00000000			
	2015 07 02	23:15:00	30	62.985753	8.233280		3D	90	1.5	6	0	2	0	18	615	01000010	0	00000001	00000000			
	2015 07 02	23:45:00	30	62.985913	8.233252		3D	98	1.4	6	0	0	0	20	616	01000010	0	00000001	00000000			
	2015 07 03	00:15:00	30	62.985830	8.233445		3D	91	2.6	4	0	0	2	21	617	01000010	0	00000001	00000000			
	2015 07 03	00:45:00	44	62.985815	8.233232		3D	91	1.8	5	0	0	1	20	615	01000010	0	00000001	00000000			
	2015 07 03	01:15:00	43	62.985692	8.233257		3D	108	2.0	4	0	17	10	20	615	01000010	0	00000001	00000000			
	2015 07 03	01:45:00	30	62.985608	8.232588		3D	107	2.2	4	0	8	2	16	614	01000010	0	00000001	00000000			
	2015 07 03	02:15:00	44	62.985447	8.233580		3D	99	1.7	5	0	22	19	15	611	01000010	0	00000001	00000000			
	2015 07 03	02:45:00	30	62.985722	8.233722		3D	97	2.2	5	0	0	0	16	613	01000010	0	00000001	00000000			
	2015 07 03	03:15:00	38	62.985705	8.233413		3D	130	3.6	4	0	0	0	17	613	01000010	0	00000001	00000000			
