	Date	Time	TTF	Lat	Long		2D3D	Alt	DOP	SVs	FOM	X	Y	Temp	Bat	Status	SCap	GPS	GSM
	YYYY MM DD

	2012 06 07	12:15:00	38	62.984583	8.228457		3D	111	2.9	4	0	26	9	25	620	01000010	0	00000001	00000000			
	2012 06 07	12:45:00	30	62.984700	8.228207		3D	98	3.8	4	0	5	1	24	622	01000010	0	00000001	00000000			
	2012 06 07	13:15:00	30	62.984752	8.228087		3D	100	5.1	4	0	13	7	25	623	01000010	0	00000001	00000000			
	2012 06 07	13:45:00	35	62.984595	8.223963		3D	121	1.2	5	0	25	23	21	619	01000010	0	00000001	00000000			
	2012 06 07	14:15:00		Time Out								6	2	21	617	00001000	0	00000001	00000000			
	2012 06 07	14:45:00	44	62.984000	8.223808		3D	126	20.4	4	0	33	21	19	617	01000010	0	00000001	00000000			
	2012 06 07	15:15:00	30	62.983293	8.223068		3D	222	3.4	4	0	0	0	17	617	01000010	0	00000001	00000000			
	2012 06 07	15:45:00	40	62.984392	8.223690		3D	122	1.7	5	0	0	0	17	616	01000010	0	00000001	00000000			
	2012 06 07	16:15:00	38	62.984238	8.224053		3D	112	2.6	4	0	24	22	17	616	01000010	0	00000001	00000000			
	2012 06 07	16:45:00	30	62.984593	8.224758		3D	111	1.9	4	0	23	18	16	617	01000010	0	00000001	00000000			
	2012 06 07	17:15:00	71	62.984522	8.230260		3D	382	5.3	4	0	46	38	14	612	01000010	0	00000001	00000000			
	2012 06 07	17:45:00	30	62.985030	8.225933		3D	112	6.3	4	0	0	0	15	615	01000010	0	00000001	00000000			
	2012 06 07	18:15:00	43	62.984972	8.225673		3D	102	1.0	7	0	0	0	15	614	01000010	0	00000001	00000000			
	2012 06 07	18:45:00	30	62.984390	8.224303		3D	104	2.9	4	0	19	18	14	614	01000010	0	00000001	00000000			
	2012 06 07	19:15:00	30	62.984537	8.223527		3D	115	3.1	4	0	13	8	12	613	01000010	0	00000001	00000000			
	2012 06 07	19:45:00	43	62.985177	8.224607		3D	121	1.8	6	0	26	23	12	611	01000010	0	00000001	00000000			
	2012 06 07	20:15:00	30	62.985000	8.224780		3D	119	1.7	6	0	0	0	12	612	01000010	0	00000001	00000000			
	2012 06 07	20:45:00	30	62.984425	8.223678		3D	155	2.5	5	0	18	18	11	612	01000010	0	00000001	00000000			
	2012 06 07	21:15:00	30	62.985068	8.223400		3D	111	2.4	4	0	19	7	10	610	01000010	0	00000001	00000000			
	2012 06 07	21:45:00	33	62.985163	8.223998		3D	118	1.0	9	0	10	2	11	610	01000010	0	00000001	00000000			
	2012 06 07	22:15:00	30	62.985168	8.224265		3D	127	2.0	5	0	4	1	9	609	01000010	0	00000001	00000000			
	2012 06 07	22:45:00	30	62.985152	8.224263		3D	111	1.9	5	0	0	0	12	611	01000010	0	00000001	00000000			
	2012 06 07	23:15:00	30	62.985158	8.224172		3D	106	2.7	5	0	0	0	14	614	01000010	0	00000001	00000000			
	2012 06 07	23:45:00	30	62.985200	8.224212		3D	117	3.2	5	0	0	0	13	613	01000010	0	00000001	00000000			
	2012 06 08	00:15:00	61	62.985175	8.227628		3D	94	2.3	4	0	20	5	12	610	01000010	0	00000001	00000000			
	2012 06 08	00:45:00	30	62.985342	8.226233		3D	101	2.7	4	0	0	0	11	611	01000010	0	00000001	00000000			
	2012 06 08	01:15:00	30	62.985282	8.226477		3D	117	4.1	4	0	1	0	11	611	01000010	0	00000001	00000000			
	2012 06 08	01:45:00	30	62.985275	8.226090		3D	96	5.3	4	0	2	0	12	611	01000010	0	00000001	00000000			
	2012 06 08	02:15:00	43	62.985283	8.226308		3D	106	1.5	6	0	1	0	12	610	01000010	0	00000001	00000000			
	2012 06 08	02:45:00	30	62.985337	8.226285		3D	109	1.4	6	0	0	0	15	614	01000010	0	00000001	00000000			
	2012 06 08	03:15:00	30	62.985107	8.228323		3D	107	1.3	6	0	6	0	13	613	01000010	0	00000001	00000000			
	2012 06 08	03:45:00	30	62.984827	8.224027		3D	115	3.2	5	0	20	16	11	612	01000010	0	00000001	00000000			
	2012 06 08	04:15:00	30	62.984707	8.224328		3D	114	3.2	4	0	22	15	10	611	01000010	0	00000001	00000000			
	2012 06 08	04:45:00	43	62.985025	8.224097		3D	117	2.2	5	0	27	23	10	609	01000010	0	00000001	00000000			
	2012 06 08	05:15:00	30	62.984890	8.223595		3D	135	4.3	4	0	17	19	10	610	01000010	0	00000001	00000000			
	2012 06 08	05:45:00	30	62.985080	8.223382		3D	123	6.2	4	0	0	0	14	613	01000010	0	00000001	00000000			
	2012 06 08	06:15:00	30	62.985347	8.223175		3D	114	6.8	4	0	0	0	15	614	01000010	0	00000001	00000000			
	2012 06 08	06:45:00	43	62.985053	8.223478		3D	131	1.3	8	0	0	0	15	613	01000010	0	00000001	00000000			
	2012 06 08	07:15:00	30	62.984850	8.224377		3D	116	1.2	8	0	16	19	13	613	01000010	0	00000001	00000000			
	2012 06 08	07:45:00	30	62.984425	8.225030		3D	103	3.8	5	0	22	18	12	612	01000010	0	00000001	00000000			
	2012 06 08	08:15:00	30	62.984797	8.225203		3D	101	1.6	5	0	0	0	13	613	01000010	0	00000001	00000000			
	2012 06 08	08:45:00	43	62.984735	8.225285		3D	111	1.2	7	0	0	0	16	613	01000010	0	00000001	00000000			
	2012 06 08	09:15:00	30	62.984593	8.225180		3D	110	1.4	6	0	6	3	19	617	01000010	0	00000001	00000000			
	2012 06 08	09:45:00	30	62.984585	8.224310		3D	110	1.6	5	0	21	17	15	614	01000010	0	00000001	00000000			
	2012 06 08	10:15:00	39	62.984235	8.224335		3D	113	2.0	5	0	29	18	17	615	01000010	0	00000001	00000000			
	2012 06 08	10:45:00	30	62.984968	8.226603		3D	103	2.1	4	0	15	11	18	616	01000010	0	00000001	00000000			
	2012 06 08	11:15:00	43	62.984998	8.227305		3D	114	2.1	6	0	2	0	20	616	01000010	0	00000001	00000000			
	2012 06 08	11:45:00	30	62.985050	8.227318		3D	119	1.6	6	0	0	0	22	619	01000010	0	00000001	00000000			
	2012 06 08	12:15:00	30	62.984950	8.227285		3D	103	1.4	5	0	0	0	22	619	01000010	0	00000001	00000000			
	2012 06 08	12:45:00	30	62.984493	8.224710		3D	106	1.3	5	0	11	7	21	619	01000010	0	00000001	00000000			
	2012 06 08	13:15:00	72	62.984955	8.227495		2D	0	12.6	3	0	27	13	21	616	10000010	0	00000001	00000000			
	2012 06 08	13:45:00	43	62.985040	8.227433		3D	113	3.0	5	0	1	0	19	617	01000010	0	00000001	00000000			
	2012 06 08	14:15:00	30	62.984977	8.227343		3D	113	3.6	4	0	0	0	20	618	01000010	0	00000001	00000000			
	2012 06 08	14:45:00	30	62.984398	8.225135		3D	101	4.0	4	0	19	15	18	618	01000010	0	00000001	00000000			
	2012 06 08	15:15:00	43	62.985160	8.225453		3D	110	2.1	5	0	30	30	18	616	01000010	0	00000001	00000000			
	2012 06 08	15:45:00	50	62.984578	8.224173		3D	111	1.9	4	0	35	26	19	616	01000010	0	00000001	00000000			
	2012 06 08	16:15:00	43	62.984307	8.223648		3D	109	3.9	5	0	0	3	17	615	01000010	0	00000001	00000000			
	2012 06 08	16:45:00	30	62.985095	8.226627		3D	104	1.3	6	0	15	16	16	616	01000010	0	00000001	00000000			
	2012 06 08	17:15:00	30	62.984573	8.225198		3D	106	2.1	4	0	17	12	17	617	01000010	0	00000001	00000000			
	2012 06 08	17:45:00	31	62.984432	8.225022		3D	106	1.9	4	0	23	15	13	613	01000010	0	00000001	00000000			
	2012 06 08	18:15:00	43	62.984400	8.224008		3D	113	1.6	5	0	27	19	12	611	01000010	0	00000001	00000000			
	2012 06 08	18:45:00	43	62.984523	8.224075		3D	121	0.9	8	0	1	0	13	611	01000010	0	00000001	00000000			
	2012 06 08	19:15:00	30	62.984992	8.227178		3D	109	1.1	7	0	6	2	13	612	01000010	0	00000001	00000000			
	2012 06 08	19:45:00	30	62.984793	8.225858		3D	137	1.5	5	0	17	22	12	611	01000010	0	00000001	00000000			
	2012 06 08	20:15:00	30	62.985007	8.225915		3D	108	3.3	4	0	0	0	11	611	01000010	0	00000001	00000000			
	2012 06 08	20:45:00	62	62.985007	8.227873		3D	103	1.7	5	0	9	5	13	609	01000010	0	00000001	00000000			
	2012 06 08	21:15:00	30	62.984568	8.225637		3D	107	1.4	5	0	17	21	11	610	01000010	0	00000001	00000000			
	2012 06 08	21:45:00	42	62.984810	8.224618		3D	117	1.8	7	0	31	26	11	609	01000010	0	00000001	00000000			
	2012 06 08	22:15:00	30	62.985115	8.223475		3D	122	1.5	6	0	1	0	11	609	01000010	0	00000001	00000000			
	2012 06 08	22:45:00	30	62.985180	8.224273		3D	117	1.8	6	0	0	0	13	611	01000010	0	00000001	00000000			
	2012 06 08	23:15:00	30	62.985250	8.224260		3D	106	2.8	4	0	12	13	15	613	01000010	0	00000001	00000000			
	2012 06 08	23:45:00	30	62.985415	8.224993		3D	93	2.8	4	0	1	0	12	611	01000010	0	00000001	00000000			
	2012 06 09	00:15:00	43	62.985332	8.225210		3D	119	0.9	9	0	0	1	14	611	01000010	0	00000001	00000000			
	2012 06 09	00:45:00	30	62.985367	8.225183		3D	119	1.2	7	0	1	1	13	611	01000010	0	00000001	00000000			
	2012 06 09	01:15:00	30	62.985313	8.225183		3D	114	1.2	7	0	0	0	14	612	01000010	0	00000001	00000000			
	2012 06 09	01:45:00	30	62.985223	8.228033		3D	122	4.6	6	0	4	0	13	611	01000010	0	00000001	00000000			
