	Date	Time	TTF	Lat	Long		2D3D	Alt	DOP	SVs	FOM	X	Y	Temp	Bat	Status	SCap	GPS	GSM
	YYYY MM DD

	2015 07 02	13:45:00	30	62.987205	8.215048		3D	248	1.7	4	0	3	4	27	631	01000010	672	00000001	01111111			
	2015 07 02	14:15:00	30	62.987617	8.221582		3D	228	1.5	4	0	11	6	26	631	01000010	688	00000001	01111111			
	2015 07 02	14:45:00	44	62.985270	8.223142		3D	139	1.3	7	0	7	8	26	630	01000010	696	00000001	01111111			
	2015 07 02	15:15:00	30	62.985487	8.223263		3D	174	2.5	5	0	0	4	26	632	01000010	684	00000001	01111111			
	2015 07 02	15:45:00	30	62.985450	8.223087		3D	137	2.8	5	0	2	6	25	632	01000010	688	00000001	11111111			
	2015 07 02	16:15:00	30	62.985248	8.223108		3D	137	2.1	5	0	11	0	24	630	01000010	664	00000001	01111111			
	2015 07 02	16:45:00	30	62.984522	8.223375		3D	137	3.1	4	0	20	10	26	632	01000010	708	00000001	11111111			
	2015 07 02	17:15:00	30	62.984403	8.223757		3D	134	2.8	4	0	15	11	25	631	01000010	0	00000001	00000000			
	2015 07 02	17:45:00	43	62.985205	8.225470		3D	109	1.3	5	0	0	0	25	629	01000010	0	00000001	00000000			
	2015 07 02	18:15:00	30	62.985220	8.225477		3D	116	1.4	5	0	1	0	26	631	01000010	0	00000001	00000000			
	2015 07 02	18:45:00	44	62.985117	8.226277		3D	103	2.6	4	0	18	16	23	629	01000010	708	00000001	11111111			
	2015 07 02	19:15:00	30	62.984850	8.224863		3D	137	5.1	4	0	16	8	22	630	01000010	0	00000001	00000000			
	2015 07 02	19:45:00	30	62.985505	8.224838		3D	122	1.9	4	0	18	9	22	630	01000010	0	00000001	00000000			
	2015 07 02	20:15:00	44	62.985587	8.231905		3D	99	1.6	6	0	13	4	22	628	01000010	0	00000001	00000000			
	2015 07 02	20:45:00	30	62.985003	8.231158		3D	104	1.8	6	0	6	4	21	630	01000010	0	00000001	00000000			
	2015 07 02	21:15:00	30	62.984908	8.231467		3D	100	2.8	5	0	3	5	20	630	01000010	708	00000001	11111111			
	2015 07 02	21:45:00	30	62.985625	8.232362		3D	78	5.2	4	0	5	3	19	629	01000010	0	00000001	00000000			
	2015 07 02	22:15:00	45	62.985933	8.233573		3D	85	2.3	5	0	0	0	20	628	01000010	0	00000001	00000000			
	2015 07 02	22:45:00	30	62.986155	8.235455		3D	85	3.0	5	0	5	3	20	629	01000010	0	00000001	00000000			
	2015 07 02	23:15:00		Time Out								10	2	19	626	00001000	0	00000001	00000000			
	2015 07 02	23:45:00		Time Out								0	1	20	626	00001000	676	00000001	01111111			
	2015 07 03	00:15:00	50	62.985607	8.233035		3D	140	1.6	5	0	0	2	20	628	01000010	696	00000001	01111111			
	2015 07 03	00:45:00		Time Out								0	0	20	627	00001000	696	00000001	01111111			
	2015 07 03	01:15:00	61	62.986082	8.233630		2D	0	6.4	3	0	0	0	21	628	10000010	672	00000001	01111111			
	2015 07 03	01:45:00	30	62.985745	8.233153		3D	104	4.3	4	0	5	3	19	630	01000010	664	00000001	01111111			
	2015 07 03	02:15:00	30	62.985700	8.233460		3D	88	3.2	4	0	12	4	17	630	01000010	704	00000001	11111111			
	2015 07 03	02:45:00	30	62.985848	8.233775		3D	86	12.0	4	0	1	2	17	629	01000010	704	00000001	11111111			
	2015 07 03	03:15:00	42	62.985898	8.233832		3D	83	1.4	7	0	3	2	20	629	01000010	0	00000001	00000000			
	2015 07 03	03:45:00	30	62.985883	8.233712		3D	94	1.7	6	0	0	0	22	632	01000010	0	00000001	00000000			
	2015 07 03	04:15:00	30	62.985068	8.231558		3D	93	1.6	5	0	9	12	20	630	01000010	0	00000001	00000000			
	2015 07 03	04:45:00	30	62.984815	8.231053		3D	94	1.6	5	0	10	7	19	630	01000010	708	00000001	11111111			
	2015 07 03	05:15:00	30	62.985518	8.231810		3D	89	1.4	5	0	10	0	17	630	01000010	0	00000001	00000000			
	2015 07 03	05:45:00	31	62.985958	8.232987		3D	77	3.4	4	0	6	3	19	629	01000010	0	00000001	00000000			
	2015 07 03	06:15:00	42	62.985785	8.233190		3D	96	2.1	4	0	0	0	20	628	01000010	0	00000001	00000000			
	2015 07 03	06:45:00		Time Out								1	0	20	626	00001000	0	00000001	00000000			
	2015 07 03	07:15:00		Time Out								1	0	20	626	00001000	668	00000001	01111111			
	2015 07 03	07:45:00	44	62.985727	8.232577		3D	88	0.8	9	0	8	0	20	628	01000010	668	00000001	01111111			
	2015 07 03	08:15:00	30	62.985098	8.231417		3D	93	0.8	9	0	8	3	19	629	01000010	704	00000001	11111111			
	2015 07 03	08:45:00	30	62.985038	8.231297		3D	95	1.0	7	0	5	5	19	628	01000010	0	00000001	00000000			
	2015 07 03	09:15:00	41	62.984878	8.231105		3D	76	1.6	4	0	10	8	19	627	01000010	0	00000001	00000000			
	2015 07 03	09:45:00	30	62.984977	8.231057		3D	140	1.6	4	0	5	2	21	629	01000010	704	00000001	11111111			
	2015 07 03	10:15:00	30	62.985330	8.225990		3D	112	2.0	4	0	1	0	20	629	01000010	0	00000001	00000000			
	2015 07 03	10:45:00	41	62.985295	8.225972		3D	110	1.1	7	0	7	8	24	629	01000010	0	00000001	00000000			
	2015 07 03	11:15:00	30	62.985127	8.223433		3D	126	1.3	6	0	22	15	28	632	01000010	0	00000001	00000000			
	2015 07 03	11:45:00	30	62.987992	8.215392		3D	261	2.0	5	0	12	10	22	629	01000010	0	00000001	00000000			
	2015 07 03	12:15:00	30	62.990188	8.204247		3D	324	1.6	5	0	4	7	20	629	01000010	704	00000001	11111111			
	2015 07 03	12:45:00	42	62.990325	8.200775		3D	346	2.0	5	0	1	4	21	627	01000010	0	00000001	00000000			
	2015 07 03	13:15:00	34	62.990155	8.200732		3D	324	1.3	6	0	1	1	23	629	01000010	0	00000001	00000000			
	2015 07 03	13:45:00	30	62.990105	8.200745		3D	328	1.5	5	0	1	3	25	630	01000010	0	00000001	00000000			
	2015 07 03	14:15:00	30	62.990188	8.200743		3D	330	3.4	4	0	2	2	26	630	01000010	0	00000001	00000000			
	2015 07 03	14:45:00	30	62.989973	8.199423		3D	317	2.5	4	0	2	3	21	629	01000010	668	00000001	01111111			
	2015 07 03	15:15:00	45	62.989918	8.198480		3D	372	2.7	4	0	15	4	18	626	01000010	676	00000001	01111111			
	2015 07 03	15:45:00	30	62.989557	8.197482		3D	332	3.0	4	0	6	0	17	628	01000010	664	00000001	01111111			
	2015 07 03	16:15:00	30	62.989800	8.196970		3D	322	2.7	4	0	16	11	18	629	01000010	656	00000001	01111111			
	2015 07 03	16:45:00	42	62.990015	8.196618		3D	339	0.7	10	0	15	2	15	626	01000010	664	00000001	01111111			
	2015 07 03	17:15:00	30	62.991002	8.197305		3D	331	0.7	10	0	8	0	14	628	01000010	668	00000001	01111111			
	2015 07 03	17:45:00	30	62.991437	8.197220		3D	336	1.0	7	0	12	5	14	627	01000010	704	00000001	11111111			
	2015 07 03	18:15:00	30	62.991815	8.197163		3D	342	1.2	5	0	0	0	13	627	01000010	676	00000001	01111111			
	2015 07 03	18:45:00	41	62.991872	8.197225		3D	345	1.2	8	0	0	0	18	627	01000010	668	00000001	01111111			
	2015 07 03	19:15:00	30	62.991827	8.197207		3D	349	1.1	8	0	0	0	22	631	01000010	660	00000001	01111111			
	2015 07 03	19:45:00	30	62.991828	8.197303		3D	352	1.3	7	0	0	0	22	631	01000010	668	00000001	01111111			
	2015 07 03	20:15:00	30	62.992128	8.197793		3D	355	1.4	7	0	3	4	14	628	01000010	660	00000001	01111111			
	2015 07 03	20:45:00	30	62.992295	8.198513		3D	358	1.9	6	0	10	7	12	626	01000010	668	00000001	01111111			
	2015 07 03	21:15:00	30	62.991447	8.200150		3D	380	2.4	6	0	10	0	12	626	01000010	672	00000001	01111111			
	2015 07 03	21:45:00	30	62.990558	8.207588		3D	264	4.0	4	0	6	2	12	625	01000010	664	00000001	01111111			
	2015 07 03	22:15:00	30	62.990428	8.207712		3D	317	4.3	4	0	0	1	13	626	01000010	672	00000001	01111111			
	2015 07 03	22:45:00	43	62.990277	8.207887		3D	341	1.1	6	0	0	0	16	627	01000010	664	00000001	01111111			
	2015 07 03	23:15:00	30	62.990353	8.208055		3D	397	1.0	6	0	0	0	19	629	01000010	664	00000001	01111111			
	2015 07 03	23:45:00	30	62.990287	8.207872		3D	342	1.3	5	0	0	0	18	630	01000010	672	00000001	01111111			
	2015 07 04	00:15:00	30	62.990038	8.207525		3D	338	2.0	4	0	9	6	18	629	01000010	668	00000001	01111111			
	2015 07 04	00:45:00	42	62.990297	8.203655		3D	328	1.1	5	0	0	0	14	626	01000010	668	00000001	01111111			
	2015 07 04	01:15:00	30	62.990352	8.203643		3D	318	1.5	4	0	0	0	18	628	01000010	664	00000001	01111111			
	2015 07 04	01:45:00	40	62.990262	8.203533		3D	345	0.8	8	0	6	8	19	628	01000010	660	00000001	01111111			
	2015 07 04	02:15:00	30	62.991292	8.203732		3D	741	1.0	8	0	0	0	19	629	01000010	672	00000001	01111111			
	2015 07 04	02:45:00	30	62.990245	8.203492		3D	338	0.8	8	0	0	1	21	630	01000010	660	00000001	01111111			
	2015 07 04	03:15:00	30	62.990393	8.202798		3D	331	1.3	5	0	14	2	18	629	01000010	656	00000001	01111111			
	2015 07 04	03:45:00	41	62.989707	8.200468		3D	312	0.9	8	0	12	4	12	625	01000010	660	00000001	01111111			
	2015 07 04	04:15:00	30	62.989465	8.199817		3D	313	1.3	6	0	15	3	12	626	01000010	664	00000001	01111111			
	2015 07 04	04:45:00	30	62.990387	8.197203		3D	319	1.4	6	0	7	0	11	626	01000010	660	00000001	01111111			
	2015 07 04	05:15:00	30	62.990282	8.196890		3D	330	1.7	5	0	1	2	12	626	01000010	672	00000001	01111111			
	2015 07 04	05:45:00	30	62.990292	8.196912		3D	337	1.8	5	0	0	0	14	627	01000010	680	00000001	01111111			
	2015 07 04	06:15:00	30	62.990257	8.196967		3D	337	2.2	4	0	0	0	17	628	01000010	660	00000001	01111111			
	2015 07 04	06:45:00	30	62.990333	8.196910		3D	339	1.3	5	0	0	0	19	629	01000010	692	00000001	01111111			
	2015 07 04	07:15:00	30	62.989748	8.196802		3D	334	1.2	5	0	12	6	17	629	01000010	660	00000001	01111111			
	2015 07 04	07:45:00	43	62.989125	8.193968		3D	333	1.1	5	0	17	10	14	626	01000010	704	00000001	11111111			
	2015 07 04	08:15:00	30	62.990035	8.193368		3D	339	1.1	5	0	6	2	13	626	01000010	692	00000001	11111111			
	2015 07 04	08:45:00	42	62.990248	8.190808		3D	332	1.2	5	0	15	9	14	624	01000010	0	00000001	00000000			
	2015 07 04	09:15:00	41	62.990167	8.189880		3D	340	1.6	4	0	1	2	16	625	01000010	0	00000001	00000000			
	2015 07 04	09:45:00	30	62.990227	8.189930		3D	347	1.7	4	0	0	0	18	628	01000010	0	00000001	00000000			
	2015 07 04	10:15:00	30	62.990250	8.189675		3D	334	2.0	4	0	0	1	19	628	01000010	0	00000001	00000000			
	2015 07 04	10:45:00	30	62.990507	8.189103		3D	369	2.5	4	0	11	4	18	628	01000010	660	00000001	01111111			
	2015 07 04	11:15:00	41	62.989843	8.188222		3D	337	1.6	5	0	11	15	17	626	01000010	660	00000001	01111111			
	2015 07 04	11:45:00	30	62.990027	8.187393		3D	333	1.4	5	0	17	11	19	628	01000010	660	00000001	01111111			
	2015 07 04	12:15:00	30	62.989843	8.187320		3D	320	1.5	4	0	16	10	18	628	01000010	676	00000001	01111111			
	2015 07 04	12:45:00	41	62.989888	8.187725		3D	339	1.1	8	0	0	0	16	626	01000010	656	00000001	01111111			
	2015 07 04	13:15:00	30	62.989890	8.187752		3D	348	1.1	7	0	0	0	17	627	01000010	656	00000001	01111111			
	2015 07 04	13:45:00	30	62.989907	8.187722		3D	346	1.2	6	0	0	1	18	628	01000010	656	00000001	01111111			
	2015 07 04	14:15:00	30	62.989853	8.187782		3D	339	0.9	7	0	0	0	19	628	01000010	660	00000001	01111111			
	2015 07 04	14:45:00	30	62.989907	8.187643		3D	340	1.5	4	0	14	8	21	629	01000010	660	00000001	01111111			
	2015 07 04	15:15:00	30	62.990237	8.187647		3D	346	1.6	4	0	12	9	16	628	01000010	664	00000001	01111111			
	2015 07 04	15:45:00	30	62.989983	8.187182		3D	353	1.5	5	0	18	12	16	627	01000010	660	00000001	01111111			
	2015 07 04	16:15:00	30	62.989913	8.186575		3D	367	2.4	4	0	6	4	14	627	01000010	660	00000001	01111111			
	2015 07 04	16:45:00	42	62.989882	8.186523		3D	361	0.9	8	0	0	0	13	625	01000010	680	00000001	11111111			
	2015 07 04	17:15:00	30	62.989895	8.186515		3D	360	1.0	7	0	0	1	14	628	01000010	0	00000001	00000000			
	2015 07 04	17:45:00	30	62.989738	8.186548		3D	362	1.1	6	0	3	5	14	627	01000010	0	00000001	00000000			
	2015 07 04	18:15:00	30	62.989695	8.186005		3D	378	2.9	4	0	6	4	13	626	01000010	704	00000001	11111111			
	2015 07 04	18:45:00	42	62.990242	8.186070		3D	378	1.1	7	0	18	11	13	625	01000010	0	00000001	00000000			
	2015 07 04	19:15:00	30	62.990387	8.185457		3D	396	1.0	7	0	11	4	13	627	01000010	0	00000001	00000000			
	2015 07 04	19:45:00	30	62.990383	8.185478		3D	396	1.0	7	0	1	0	16	628	01000010	0	00000001	00000000			
	2015 07 04	20:15:00	30	62.990372	8.185463		3D	387	1.3	5	0	0	0	17	629	01000010	0	00000001	00000000			
	2015 07 04	20:45:00	30	62.990332	8.185610		3D	391	1.2	7	0	0	0	17	628	01000010	700	00000001	11111111			
	2015 07 04	21:15:00	30	62.990163	8.184707		3D	402	1.2	7	0	14	10	14	627	01000010	0	00000001	00000000			
	2015 07 04	21:45:00	30	62.989933	8.182007		3D	428	3.4	4	0	8	2	13	627	01000010	0	00000001	00000000			
	2015 07 04	22:15:00	30	62.989878	8.182130		3D	429	4.0	4	0	0	0	14	626	01000010	0	00000001	00000000			
	2015 07 04	22:45:00	30	62.989887	8.181872		3D	421	4.7	4	0	0	0	15	627	01000010	0	00000001	00000000			
	2015 07 04	23:15:00	42	62.989888	8.182122		3D	451	0.9	7	0	0	0	16	626	01000010	688	00000001	11111111			
	2015 07 04	23:45:00	30	62.989902	8.182148		3D	449	1.0	6	0	0	0	20	630	01000010	0	00000001	00000000			
	2015 07 05	00:15:00	43	62.989958	8.182197		3D	469	15.5	4	0	0	0	17	627	01000010	0	00000001	00000000			
	2015 07 05	00:45:00	44	62.989865	8.182195		3D	443	0.9	8	0	0	0	14	625	01000010	0	00000001	00000000			
	2015 07 05	01:15:00	30	62.989882	8.182173		3D	444	1.0	7	0	0	0	14	627	01000010	0	00000001	00000000			
	2015 07 05	01:45:00	30	62.989850	8.182185		3D	440	1.0	7	0	0	0	14	627	01000010	704	00000001	11111111			
	2015 07 05	02:15:00	30	62.989817	8.182238		3D	439	1.0	7	0	0	0	15	627	01000010	0	00000001	00000000			
	2015 07 05	02:45:00	30	62.990323	8.181923		3D	464	1.7	5	0	12	4	14	627	01000010	0	00000001	00000000			
	2015 07 05	03:15:00	42	62.990040	8.181420		3D	457	1.2	6	0	16	7	14	625	01000010	0	00000001	00000000			
	2015 07 05	03:45:00	30	62.989020	8.181605		3D	436	1.6	5	0	8	8	15	627	01000010	0	00000001	00000000			
	2015 07 05	04:15:00	30	62.988838	8.182493		3D	422	2.1	4	0	10	3	16	627	01000010	704	00000001	11111111			
	2015 07 05	04:45:00	43	62.988708	8.182843		3D	436	0.8	10	0	0	0	19	626	01000010	0	00000001	00000000			
	2015 07 05	05:15:00	30	62.988722	8.182847		3D	433	0.9	9	0	0	0	22	630	01000010	0	00000001	00000000			
	2015 07 05	05:45:00	30	62.988738	8.182848		3D	437	0.9	9	0	1	0	28	632	01000010	0	00000001	00000000			
	2015 07 05	06:15:00	30	62.988345	8.182782		3D	435	1.3	6	0	17	9	28	632	01000010	0	00000001	00000000			
	2015 07 05	06:45:00	30	62.987988	8.183323		3D	428	1.1	6	0	15	4	24	631	01000010	704	00000001	11111111			
	2015 07 05	07:15:00	30	62.987907	8.183833		3D	419	2.3	4	0	14	10	22	629	01000010	0	00000001	00000000			
	2015 07 05	07:45:00	42	62.987942	8.184518		3D	418	0.9	7	0	19	5	22	628	01000010	0	00000001	00000000			
	2015 07 05	08:15:00	30	62.987807	8.185610		3D	412	0.8	7	0	10	4	21	628	01000010	0	00000001	00000000			
	2015 07 05	08:45:00	30	62.987870	8.185403		3D	421	1.1	4	0	0	0	23	628	01000010	0	00000001	00000000			
	2015 07 05	09:15:00	43	62.988237	8.185110		3D	437	1.8	5	0	0	0	25	628	01000010	704	00000001	11111111			
	2015 07 05	09:45:00	30	62.987963	8.185553		3D	410	2.0	4	0	1	1	26	630	01000010	0	00000001	00000000			
	2015 07 05	10:15:00	30	62.987963	8.185582		3D	403	1.6	4	0	0	0	26	630	01000010	0	00000001	00000000			
	2015 07 05	10:45:00	42	62.987932	8.185555		3D	406	1.3	6	0	5	6	27	629	01000010	0	00000001	00000000			
	2015 07 05	11:15:00	30	62.987212	8.187048		3D	392	1.2	6	0	18	4	25	630	01000010	0	00000001	00000000			
	2015 07 05	11:45:00	30	62.986705	8.188047		3D	335	1.7	5	0	17	10	26	629	01000010	704	00000001	11111111			
	2015 07 05	12:15:00	30	62.986367	8.189060		3D	353	1.5	5	0	0	2	26	629	01000010	0	00000001	00000000			
	2015 07 05	12:45:00	30	62.986210	8.188935		3D	358	1.3	6	0	15	11	26	630	01000010	0	00000001	00000000			
	2015 07 05	13:15:00	30	62.986232	8.188758		3D	360	1.8	4	0	0	3	27	629	01000010	0	00000001	00000000			
	2015 07 05	13:45:00	30	62.986212	8.188817		3D	361	1.2	6	0	1	0	28	630	01000010	0	00000001	00000000			
	2015 07 05	14:15:00	30	62.986192	8.188860		3D	361	1.1	7	0	7	5	28	630	01000010	704	00000001	11111111			
	2015 07 05	14:45:00	30	62.986173	8.188903		3D	356	1.9	5	0	0	2	28	630	01000010	0	00000001	00000000			
	2015 07 05	15:15:00	30	62.986197	8.189145		3D	369	1.4	6	0	13	4	25	630	01000010	0	00000001	00000000			
	2015 07 05	15:45:00	30	62.985798	8.186688		3D	389	1.3	6	0	9	1	24	629	01000010	0	00000001	00000000			
	2015 07 05	16:15:00	30	62.985187	8.184722		3D	413	3.0	4	0	9	4	22	629	01000010	0	00000001	00000000			
	2015 07 05	16:45:00	30	62.985285	8.184800		3D	408	3.1	4	0	0	0	22	629	01000010	704	00000001	11111111			
	2015 07 05	17:15:00	30	62.985327	8.184703		3D	410	2.7	4	0	2	1	23	629	01000010	0	00000001	00000000			
	2015 07 05	17:45:00	42	62.984642	8.184657		3D	409	1.1	8	0	13	0	21	626	01000010	0	00000001	00000000			
	2015 07 05	18:15:00	30	62.984672	8.184647		3D	410	1.0	8	0	0	0	22	628	01000010	0	00000001	00000000			
	2015 07 05	18:45:00	30	62.984657	8.184642		3D	420	1.3	6	0	1	0	24	629	01000010	0	00000001	00000000			
	2015 07 05	19:15:00	30	62.983612	8.184568		3D	428	1.6	5	0	14	8	19	628	01000010	704	00000001	11111111			
	2015 07 05	19:45:00	30	62.983465	8.184005		3D	434	1.9	5	0	18	8	18	627	01000010	0	00000001	00000000			
	2015 07 05	20:15:00	43	62.983627	8.183977		3D	421	0.9	10	0	15	12	17	625	01000010	0	00000001	00000000			
	2015 07 05	20:45:00	30	62.983645	8.183808		3D	422	0.8	10	0	0	0	18	627	01000010	0	00000001	00000000			
	2015 07 05	21:15:00	30	62.983605	8.183815		3D	425	0.9	9	0	3	7	20	627	01000010	0	00000001	00000000			
	2015 07 05	21:45:00	30	62.983438	8.183685		3D	425	1.3	6	0	13	7	18	627	01000010	652	00000001	01111111			
	2015 07 05	22:15:00	30	62.983437	8.186033		3D	437	1.1	6	0	5	6	16	627	01000010	648	00000001	01111111			
	2015 07 05	22:45:00	30	62.983482	8.186403		3D	445	0.8	9	0	0	0	17	627	01000010	704	00000001	11111111			
	2015 07 05	23:15:00	30	62.983940	8.183713		3D	443	0.9	7	0	11	4	16	628	01000010	0	00000001	00000000			
	2015 07 05	23:45:00	30	62.984192	8.183502		3D	439	1.1	6	0	4	2	17	628	01000010	0	00000001	00000000			
	2015 07 06	00:15:00	30	62.984155	8.183598		3D	425	2.0	4	0	3	4	18	628	01000010	704	00000001	11111111			
	2015 07 06	00:45:00	41	62.984210	8.183475		3D	431	0.8	9	0	1	3	18	627	01000010	0	00000001	00000000			
	2015 07 06	01:15:00	30	62.984225	8.183475		3D	432	0.9	8	0	0	0	18	628	01000010	0	00000001	00000000			
	2015 07 06	01:45:00	30	62.984212	8.183455		3D	432	0.9	8	0	0	2	18	628	01000010	0	00000001	00000000			
	2015 07 06	02:15:00	30	62.984198	8.183483		3D	431	0.9	8	0	0	0	18	628	01000010	0	00000001	00000000			
	2015 07 06	02:45:00	30	62.984225	8.183440		3D	429	1.0	7	0	0	0	18	628	01000010	704	00000001	11111111			
	2015 07 06	03:15:00	30	62.984268	8.183380		3D	435	1.6	5	0	0	0	17	628	01000010	0	00000001	00000000			
	2015 07 06	03:45:00	30	62.984457	8.182625		3D	440	1.1	7	0	8	1	17	628	01000010	0	00000001	00000000			
	2015 07 06	04:15:00	30	62.985437	8.182715		3D	459	1.2	6	0	3	6	17	628	01000010	0	00000001	00000000			
	2015 07 06	04:45:00	30	62.985925	8.182338		3D	466	1.2	7	0	6	7	19	628	01000010	0	00000001	00000000			
	2015 07 06	05:15:00	30	62.985937	8.182358		3D	466	0.9	8	0	0	1	22	630	01000010	704	00000001	11111111			
	2015 07 06	05:45:00	30	62.985967	8.182313		3D	473	1.5	6	0	0	0	25	631	01000010	0	00000001	00000000			
	2015 07 06	06:15:00	30	62.985952	8.182287		3D	471	1.6	5	0	0	0	24	630	01000010	0	00000001	00000000			
	2015 07 06	06:45:00	42	62.984202	8.181093		3D	458	1.1	7	0	15	21	21	627	01000010	0	00000001	00000000			
	2015 07 06	07:15:00	30	62.983662	8.180663		3D	453	1.1	6	0	12	5	24	630	01000010	0	00000001	00000000			
	2015 07 06	07:45:00	30	62.983753	8.181363		3D	456	1.2	5	0	0	0	23	630	01000010	704	00000001	11111111			
	2015 07 06	08:15:00	30	62.983772	8.181393		3D	446	1.1	5	0	1	0	24	629	01000010	0	00000001	00000000			
	2015 07 06	08:45:00	30	62.983812	8.181463		3D	447	1.4	4	0	13	17	26	630	01000010	0	00000001	00000000			
	2015 07 06	09:15:00	42	62.983500	8.184235		3D	437	1.2	5	0	17	8	23	627	01000010	0	00000001	00000000			
	2015 07 06	09:45:00	30	62.984082	8.185140		3D	412	2.2	4	0	3	1	20	627	01000010	0	00000001	00000000			
	2015 07 06	10:15:00	30	62.984248	8.185228		3D	411	2.8	4	0	0	0	20	627	01000010	652	00000001	01111111			
	2015 07 06	10:45:00	30	62.984078	8.185330		3D	392	7.2	5	0	1	2	18	626	01000010	716	00000001	11111111			
	2015 07 06	11:15:00	30	62.984665	8.186202		3D	393	3.4	4	0	0	0	16	626	01000010	660	00000001	01111111			
	2015 07 06	11:45:00	30	62.984648	8.186327		3D	392	1.9	4	0	2	0	17	626	01000010	700	00000001	11111111			
	2015 07 06	12:15:00	41	62.985503	8.187230		3D	376	1.1	7	0	15	4	17	625	01000010	704	00000001	11111111			
	2015 07 06	12:45:00	30	62.985582	8.186778		3D	389	1.1	7	0	16	7	16	626	01000010	704	00000001	11111111			
	2015 07 06	13:15:00	30	62.985952	8.187620		3D	380	1.2	5	0	0	0	14	625	01000010	0	00000001	00000000			
	2015 07 06	13:45:00	30	62.985932	8.187733		3D	380	1.1	7	0	0	0	15	626	01000010	0	00000001	00000000			
	2015 07 06	14:15:00	30	62.986497	8.188833		3D	362	1.6	6	0	0	0	14	625	01000010	0	00000001	00000000			
	2015 07 06	14:45:00	30	62.986650	8.188915		3D	363	1.8	5	0	0	0	14	625	01000010	0	00000001	00000000			
	2015 07 06	15:15:00	30	62.986610	8.188890		3D	352	2.4	4	0	0	0	14	626	01000010	664	00000001	01111111			
