	Date	Time	TTF	Lat	Long		2D3D	Alt	DOP	SVs	FOM	X	Y	Temp	Bat	Status	SCap	GPS	GSM
	YYYY MM DD

	2014 06 03	15:45:00	30	62.911925	8.209815		3D	47	2.0	5	0	18	10	22	625	01000010	0	00000001	00000000			
	2014 06 03	16:15:00	40	62.908987	8.211827		3D	70	2.0	5	0	22	18	20	624	01000010	0	00000001	00000000			
	2014 06 03	16:45:00	30	62.908682	8.210550		3D	73	1.3	5	0	15	8	19	622	01000010	0	00000001	00000000			
	2014 06 03	17:15:00	45	62.909422	8.212338		3D	89	1.5	4	0	24	14	19	622	01000010	0	00000001	00000000			
	2014 06 03	17:45:00	45	62.908965	8.211422		3D	68	1.3	5	0	5	3	21	623	01000010	0	00000001	00000000			
	2014 06 03	18:15:00	30	62.908937	8.211368		3D	63	1.3	5	0	3	2	21	623	01000010	0	00000001	00000000			
	2014 06 03	18:45:00	41	62.908788	8.210522		3D	92	2.9	4	0	22	13	19	622	01000010	0	00000001	00000000			
	2014 06 03	19:15:00	69	62.909260	8.212188		3D	61	5.2	4	0	33	16	19	621	01000010	0	00000001	00000000			
	2014 06 03	19:45:00	30	62.908750	8.211182		3D	65	2.5	4	0	13	11	17	621	01000010	0	00000001	00000000			
	2014 06 03	20:15:00	30	62.908582	8.210573		3D	82	2.4	4	0	13	8	16	620	01000010	0	00000001	00000000			
	2014 06 03	20:45:00	30	62.909300	8.211718		3D	49	4.6	4	0	8	3	16	620	01000010	0	00000001	00000000			
	2014 06 03	21:15:00	45	62.909343	8.212597		3D	74	2.2	5	0	1	1	15	619	01000010	0	00000001	00000000			
	2014 06 03	21:45:00	30	62.909352	8.212623		3D	69	2.7	5	0	3	0	16	620	01000010	0	00000001	00000000			
	2014 06 03	22:15:00	30	62.909312	8.212595		3D	75	1.6	5	0	1	0	16	621	01000010	0	00000001	00000000			
	2014 06 03	22:45:00	30	62.909357	8.212495		3D	72	1.3	5	0	0	0	15	621	01000010	0	00000001	00000000			
	2014 06 03	23:15:00	30	62.909320	8.212503		3D	62	1.2	5	0	0	0	16	621	01000010	0	00000001	00000000			
	2014 06 03	23:45:00	45	62.909308	8.212557		3D	76	1.3	7	0	1	2	16	622	01000010	0	00000001	00000000			
	2014 06 04	00:15:00	30	62.909327	8.212568		3D	74	2.3	6	0	2	1	15	621	01000010	0	00000001	00000000			
	2014 06 04	00:45:00	30	62.909953	8.213123		3D	67	2.2	5	0	18	14	14	621	01000010	0	00000001	00000000			
	2014 06 04	01:15:00	30	62.908097	8.209877		3D	60	2.4	5	0	17	17	13	619	01000010	0	00000001	00000000			
	2014 06 04	01:45:00	45	62.909187	8.212255		3D	67	1.5	6	0	27	14	13	620	01000010	0	00000001	00000000			
	2014 06 04	02:15:00	30	62.909090	8.212237		3D	26	1.7	4	0	0	0	14	621	01000010	0	00000001	00000000			
	2014 06 04	02:45:00	30	62.909233	8.212023		3D	71	2.6	4	0	5	3	15	622	01000010	0	00000001	00000000			
	2014 06 04	03:15:00	56	62.908195	8.210618		3D	76	3.4	4	0	40	22	15	621	01000010	0	00000001	00000000			
	2014 06 04	03:45:00	45	62.908427	8.210143		3D	65	4.6	4	0	8	9	14	622	01000010	0	00000001	00000000			
	2014 06 04	04:15:00	75	62.909617	8.212887		3D	69	2.3	4	0	49	34	13	620	01000010	0	00000001	00000000			
	2014 06 04	04:45:00	52	62.909275	8.212400		3D	86	2.2	4	0	7	8	15	621	01000010	0	00000001	00000000			
	2014 06 04	05:15:00	30	62.907598	8.209753		3D	89	2.7	4	0	22	18	15	624	01000010	0	00000001	00000000			
	2014 06 04	05:45:00	45	62.908840	8.211327		3D	67	2.8	4	0	4	6	16	622	01000010	0	00000001	00000000			
	2014 06 04	06:15:00	45	62.909355	8.212748		3D	76	1.5	5	0	3	5	17	622	01000010	0	00000001	00000000			
	2014 06 04	06:45:00	45	62.909437	8.212502		3D	67	2.2	6	0	2	0	20	624	01000010	0	00000001	00000000			
	2014 06 04	07:15:00	30	62.909365	8.212553		3D	66	3.3	4	0	0	1	21	626	01000010	0	00000001	00000000			
