	Date	Time	TTF	Lat	Long		2D3D	Alt	DOP	SVs	FOM	X	Y	Temp	Bat	Status	SCap	GPS	GSM
	YYYY MM DD

	2013 06 05	13:05:00	66	62.914223	8.184703		3D	49	4.1	4	0	4	13	24	600	01000011	0	00000001	00000000	Init		
	2013 06 13	11:48:00	66	62.984655	8.228145		3D	114	3.9	4	0	0	0	25	602	01000011	0	00000001	00000000	Init		
	2013 06 13	12:15:00	77	62.985990	8.226377		3D	120	18.7	4	0	6	0	25	611	01000010	0	00000001	00000000			
	2013 06 13	12:45:00	44	62.986278	8.238703		3D	112	1.6	4	0	26	23	22	612	01000010	0	00000001	00000000			
	2013 06 13	13:15:00	30	62.987403	8.240918		3D	84	2.5	4	0	15	9	21	614	01000010	0	00000001	00000000			
	2013 06 13	13:45:00	39	62.986888	8.240115		3D	93	1.7	4	0	18	15	21	613	01000010	0	00000001	00000000			
	2013 06 13	14:15:00	62	62.986265	8.240588		2D	0	2.6	3	0	26	20	19	611	10000010	0	00000001	00000000			
	2013 06 13	14:45:00	42	62.986257	8.237457		3D	79	6.0	4	0	10	17	21	612	01000010	0	00000001	00000000			
	2013 06 13	15:15:00	42	62.985823	8.237720		3D	108	3.5	5	0	1	0	21	613	01000010	0	00000001	00000000			
	2013 06 13	15:45:00	30	62.986217	8.236247		3D	91	3.5	4	0	0	1	21	614	01000010	0	00000001	00000000			
	2013 06 13	16:15:00	30	62.984650	8.232385		3D	92	4.8	4	0	20	17	20	614	01000010	0	00000001	00000000			
	2013 06 13	16:45:00	42	62.985308	8.225752		3D	112	1.3	5	0	13	7	18	612	01000010	0	00000001	00000000			
	2013 06 13	17:15:00	62	62.985948	8.224565		3D	129	3.5	4	0	48	31	17	611	01000010	0	00000001	00000000			
	2013 06 13	17:45:00	30	62.986003	8.224005		3D	151	3.5	4	0	20	12	17	613	01000010	0	00000001	00000000			
	2013 06 13	18:15:00	42	62.985948	8.236068		3D	79	1.5	4	0	31	28	17	612	01000010	0	00000001	00000000			
	2013 06 13	18:45:00	30	62.985112	8.223190		3D	125	4.7	4	0	6	5	16	613	01000010	0	00000001	00000000			
	2013 06 13	19:15:00	44	62.987745	8.224097		3D	185	7.5	4	0	26	21	14	611	01000010	0	00000001	00000000			
	2013 06 13	19:45:00	60	62.989783	8.226920		3D	151	2.6	4	0	42	26	14	610	01000010	0	00000001	00000000			
	2013 06 13	20:15:00	42	62.989540	8.226953		3D	221	2.3	4	0	22	23	13	610	01000010	0	00000001	00000000			
	2013 06 13	20:45:00	30	62.988987	8.226163		3D	204	2.4	4	0	23	14	13	612	01000010	0	00000001	00000000			
	2013 06 13	21:15:00	30	62.988552	8.225285		3D	182	2.6	4	0	1	1	13	612	01000010	0	00000001	00000000			
	2013 06 13	21:45:00	61	62.989038	8.224783		2D	0	2.4	3	0	15	9	13	609	10000010	0	00000001	00000000			
	2013 06 13	22:15:00	60	62.985505	8.225465		3D	120	1.2	6	0	8	10	13	609	01000010	0	00000001	00000000			
	2013 06 13	22:45:00	30	62.984815	8.227970		3D	104	1.1	6	0	0	0	13	611	01000010	0	00000001	00000000			
	2013 06 13	23:15:00	72	62.984802	8.228788		3D	88	2.0	5	0	6	8	13	608	01000010	0	00000001	00000000			
	2013 06 13	23:45:00	59	62.984785	8.228953		3D	45	1.2	6	0	4	0	14	609	01000010	0	00000001	00000000			
	2013 06 14	00:15:00	74	62.985020	8.228805		3D	99	1.8	5	0	0	0	14	608	01000010	0	00000001	00000000			
	2013 06 14	00:45:00		Time Out								12	6	14	609	00001000	0	00000001	00000000			
	2013 06 14	01:15:00	42	62.985052	8.228760		3D	96	3.6	5	0	0	0	14	611	01000010	0	00000001	00000000			
	2013 06 14	01:45:00	30	62.984737	8.228498		3D	78	3.5	5	0	0	0	12	611	01000010	0	00000001	00000000			
	2013 06 14	02:15:00	30	62.984800	8.224750		3D	109	3.1	5	0	22	17	13	612	01000010	0	00000001	00000000			
	2013 06 14	02:45:00	30	62.984922	8.224887		3D	124	3.0	4	0	20	14	12	612	01000010	0	00000001	00000000			
	2013 06 14	03:15:00		Time Out								0	0	10	607	00001000	0	00000001	00000000			
	2013 06 14	03:45:00	42	62.984932	8.229075		3D	107	3.4	5	0	0	0	10	609	01000010	0	00000001	00000000			
	2013 06 14	04:15:00	30	62.985418	8.228805		3D	107	5.5	4	0	1	1	10	610	01000010	0	00000001	00000000			
	2013 06 14	04:45:00	42	62.984957	8.225088		3D	125	1.7	7	0	34	23	11	609	01000010	0	00000001	00000000			
	2013 06 14	05:15:00	30	62.984945	8.224170		3D	121	1.8	6	0	13	15	11	611	01000010	0	00000001	00000000			
	2013 06 14	05:45:00	30	62.984728	8.223378		3D	129	2.2	6	0	23	11	12	611	01000010	0	00000001	00000000			
	2013 06 14	06:15:00	30	62.985250	8.223310		3D	124	4.4	4	0	23	13	12	612	01000010	0	00000001	00000000			
	2013 06 14	06:45:00	60	62.985430	8.225768		3D	236	4.6	4	0	40	31	12	609	01000010	0	00000001	00000000			
	2013 06 14	07:15:00	45	62.984868	8.227022		3D	225	3.0	4	0	35	28	13	610	01000010	0	00000001	00000000			
	2013 06 14	07:45:00	42	62.985300	8.225623		3D	119	3.6	5	0	0	0	12	610	01000010	0	00000001	00000000			
	2013 06 14	08:15:00	30	62.985245	8.224552		3D	154	3.4	4	0	25	16	12	611	01000010	0	00000001	00000000			
	2013 06 14	08:45:00		Time Out								45	36	12	609	00001000	0	00000001	00000000			
	2013 06 14	09:15:00	81	62.986480	8.222005		3D	195	3.2	4	0	30	27	11	608	01000010	0	00000001	00000000			
	2013 06 14	09:45:00		Time Out								35	31	12	609	00001000	0	00000001	00000000			
	2013 06 14	10:15:00		Time Out								62	50	11	609	00001000	0	00000001	00000000			
	2013 06 14	10:45:00	72	62.988243	8.221743		3D	216	1.9	5	0	54	42	12	609	01000010	0	00000001	00000000			
	2013 06 14	11:15:00	30	62.987187	8.222027		3D	225	2.9	5	0	17	18	13	611	01000010	0	00000001	00000000			
	2013 06 14	11:45:00		Time Out								68	48	12	609	00001000	0	00000001	00000000			
	2013 06 14	12:15:00	87	62.989512	8.227393		3D	215	4.0	4	0	58	42	12	609	01000010	0	00000001	00000000			
	2013 06 14	12:45:00	30	62.989205	8.226350		3D	217	3.2	4	0	19	15	12	611	01000010	0	00000001	00000000			
	2013 06 14	13:15:00	42	62.989255	8.226618		3D	218	1.7	5	0	1	0	11	610	01000010	0	00000001	00000000			
	2013 06 14	13:45:00	30	62.988298	8.224575		3D	189	1.8	5	0	10	6	12	611	01000010	0	00000001	00000000			
	2013 06 14	14:15:00	30	62.988357	8.221588		3D	223	2.8	4	0	18	10	12	611	01000010	0	00000001	00000000			
	2013 06 14	14:45:00	30	62.987725	8.221878		3D	218	3.0	4	0	20	14	12	612	01000010	0	00000001	00000000			
	2013 06 14	15:15:00	59	62.987062	8.222515		3D	224	2.3	4	0	1	1	12	609	01000010	0	00000001	00000000			
	2013 06 14	15:45:00	30	62.987443	8.222450		3D	222	3.0	4	0	0	0	12	611	01000010	0	00000001	00000000			
	2013 06 14	16:15:00	42	62.987370	8.222428		3D	205	2.6	5	0	1	1	12	610	01000010	0	00000001	00000000			
	2013 06 14	16:45:00	30	62.987508	8.222427		3D	190	1.6	5	0	16	10	12	611	01000010	0	00000001	00000000			
	2013 06 14	17:15:00	70	62.988345	8.224793		2D	0	2.7	3	0	38	17	12	609	10000010	0	00000001	00000000			
	2013 06 14	17:45:00	60	62.988678	8.225942		3D	208	3.5	4	0	19	17	11	609	01000010	0	00000001	00000000			
	2013 06 14	18:15:00	42	62.988805	8.225727		3D	207	1.3	5	0	2	0	12	609	01000010	0	00000001	00000000			
	2013 06 14	18:45:00	52	62.988505	8.225642		3D	211	5.3	4	0	5	2	13	609	01000010	0	00000001	00000000			
	2013 06 14	19:15:00	30	62.988812	8.225902		3D	220	6.3	4	0	13	9	14	611	01000010	0	00000001	00000000			
	2013 06 14	19:45:00	63	62.988405	8.225767		2D	0	4.0	3	0	44	33	11	608	10000010	0	00000001	00000000			
	2013 06 14	20:15:00	64	62.988337	8.225625		3D	201	3.7	4	0	29	26	11	608	01000010	0	00000001	00000000			
	2013 06 14	20:45:00	30	62.988225	8.224942		3D	200	1.9	5	0	8	6	11	610	01000010	0	00000001	00000000			
	2013 06 14	21:15:00	30	62.987415	8.221948		3D	207	2.2	5	0	0	0	11	610	01000010	0	00000001	00000000			
	2013 06 14	21:45:00	30	62.987113	8.221550		3D	186	2.4	4	0	0	0	10	611	01000010	0	00000001	00000000			
	2013 06 14	22:15:00	42	62.987207	8.221825		3D	193	1.6	5	0	1	0	10	609	01000010	0	00000001	00000000			
	2013 06 14	22:45:00	30	62.987213	8.221717		3D	178	1.9	5	0	0	2	10	610	01000010	0	00000001	00000000			
	2013 06 14	23:15:00	30	62.987163	8.221333		3D	197	4.4	4	0	0	0	11	611	01000010	0	00000001	00000000			
	2013 06 14	23:45:00	60	62.987252	8.221602		3D	194	3.6	4	0	2	0	10	608	01000010	0	00000001	00000000			
	2013 06 15	00:15:00	30	62.987193	8.222048		3D	227	4.7	4	0	0	0	10	610	01000010	0	00000001	00000000			
