	Date	Time	TTF	Lat	Long		2D3D	Alt	DOP	SVs	FOM	X	Y	Temp	Bat	Status	SCap	GPS	GSM
	YYYY MM DD

	2014 06 04	08:15:00	30	62.907953	8.209792		3D	66	1.4	5	0	20	17	20	620	01000010	0	00000001	00000000			
	2014 06 04	08:45:00	30	62.909292	8.212243		3D	-5	1.2	4	0	14	11	23	621	01000010	0	00000001	00000000			
	2014 06 04	09:15:00	68	62.909482	8.211447		3D	63	1.2	6	0	10	11	20	617	01000010	0	00000001	00000000			
	2014 06 04	09:45:00	63	62.909187	8.211438		3D	21	1.8	4	0	0	2	21	617	01000010	0	00000001	00000000			
	2014 06 04	10:15:00	30	62.909780	8.211490		3D	121	1.5	4	0	0	0	21	620	01000010	0	00000001	00000000			
	2014 06 04	10:45:00	44	62.909525	8.211518		3D	74	1.3	4	0	3	6	21	618	01000010	0	00000001	00000000			
	2014 06 04	11:15:00	30	62.909103	8.211825		3D	72	1.6	4	0	17	15	22	621	01000010	0	00000001	00000000			
	2014 06 04	11:45:00	44	62.909978	8.213793		3D	28	6.4	4	0	13	13	21	619	01000010	0	00000001	00000000			
	2014 06 04	12:15:00	44	62.909662	8.212552		3D	83	3.5	5	0	1	2	24	619	01000010	0	00000001	00000000			
	2014 06 04	12:45:00	45	62.909508	8.212560		3D	31	2.2	4	0	0	0	25	619	01000010	0	00000001	00000000			
	2014 06 04	13:15:00	30	62.909563	8.212750		3D	62	2.1	4	0	0	0	26	621	01000010	0	00000001	00000000			
	2014 06 04	13:45:00	30	62.907862	8.209938		3D	64	2.5	4	0	22	18	22	621	01000010	0	00000001	00000000			
	2014 06 04	14:15:00	45	62.908447	8.210732		3D	81	2.4	5	0	15	19	21	618	01000010	0	00000001	00000000			
	2014 06 04	14:45:00	30	62.908662	8.210907		3D	88	2.4	4	0	1	0	22	621	01000010	0	00000001	00000000			
	2014 06 04	15:15:00	30	62.908650	8.210492		3D	47	4.2	4	0	0	1	22	621	01000010	0	00000001	00000000			
	2014 06 04	15:45:00	30	62.908680	8.211300		3D	96	3.8	4	0	0	0	22	620	01000010	0	00000001	00000000			
	2014 06 04	16:15:00	45	62.908655	8.210595		3D	64	1.6	5	0	3	2	21	619	01000010	0	00000001	00000000			
	2014 06 04	16:45:00	30	62.908185	8.210288		3D	68	1.6	5	0	18	13	19	619	01000010	0	00000001	00000000			
	2014 06 04	17:15:00	45	62.909598	8.212388		3D	16	1.5	4	0	28	19	17	618	01000010	0	00000001	00000000			
	2014 06 04	17:45:00	30	62.909412	8.212352		3D	66	1.8	4	0	0	0	18	619	01000010	0	00000001	00000000			
	2014 06 04	18:15:00	61	62.908580	8.210642		3D	47	1.6	4	0	14	16	19	617	01000010	0	00000001	00000000			
	2014 06 04	18:45:00	45	62.909357	8.212412		3D	54	1.7	4	0	5	5	18	618	01000010	0	00000001	00000000			
	2014 06 04	19:15:00	62	62.908632	8.210697		2D	0	2.0	3	0	1	0	17	616	10000010	0	00000001	00000000			
	2014 06 04	19:45:00	45	62.909927	8.213040		3D	61	1.8	6	0	35	24	16	617	01000010	0	00000001	00000000			
	2014 06 04	20:15:00	30	62.909620	8.212813		3D	69	1.4	6	0	2	3	16	619	01000010	0	00000001	00000000			
	2014 06 04	20:45:00	30	62.909438	8.212382		3D	67	1.3	6	0	2	3	17	619	01000010	0	00000001	00000000			
	2014 06 04	21:15:00	46	62.909418	8.212443		3D	61	2.3	6	0	0	0	15	617	01000010	0	00000001	00000000			
	2014 06 04	21:45:00	30	62.909480	8.212470		3D	57	1.6	6	0	0	1	15	619	01000010	0	00000001	00000000			
	2014 06 04	22:15:00	30	62.908420	8.210982		3D	66	1.6	6	0	18	18	10	616	01000010	0	00000001	00000000			
	2014 06 04	22:45:00	30	62.909753	8.213875		3D	113	3.7	4	0	13	15	10	615	01000010	0	00000001	00000000			
	2014 06 04	23:15:00	30	62.909637	8.212732		3D	65	6.0	4	0	1	2	12	616	01000010	0	00000001	00000000			
	2014 06 04	23:45:00	45	62.909627	8.212498		3D	84	1.0	8	0	1	5	13	616	01000010	0	00000001	00000000			
	2014 06 05	00:15:00	30	62.909630	8.212802		3D	64	2.7	6	0	2	1	15	619	01000010	0	00000001	00000000			
	2014 06 05	00:45:00	30	62.908498	8.211085		3D	70	2.5	5	0	22	18	12	619	01000010	0	00000001	00000000			
	2014 06 05	01:15:00	30	62.908112	8.210250		3D	68	2.6	4	0	23	19	9	616	01000010	0	00000001	00000000			
	2014 06 05	01:45:00	30	62.908490	8.210218		3D	49	2.2	5	0	17	5	9	616	01000010	0	00000001	00000000			
	2014 06 05	02:15:00	46	62.909363	8.212290		3D	62	1.3	7	0	8	7	9	615	01000010	0	00000001	00000000			
	2014 06 05	02:45:00	30	62.909473	8.212747		3D	70	1.3	6	0	16	11	10	617	01000010	0	00000001	00000000			
	2014 06 05	03:15:00	30	62.909623	8.212715		3D	68	1.1	5	0	2	9	12	619	01000010	0	00000001	00000000			
	2014 06 05	03:45:00	46	62.908113	8.210093		3D	98	1.3	4	0	20	20	12	616	01000010	0	00000001	00000000			
	2014 06 05	04:15:00	70	62.908053	8.209678		3D	46	2.4	4	0	35	35	12	615	01000010	0	00000001	00000000			
	2014 06 05	04:45:00	30	62.908693	8.210837		3D	65	2.0	4	0	0	0	11	619	01000010	0	00000001	00000000			
	2014 06 05	05:15:00	30	62.909360	8.211978		3D	68	1.6	4	0	2	0	13	619	01000010	0	00000001	00000000			
	2014 06 05	05:45:00	31	62.909540	8.212510		3D	67	1.4	4	0	0	0	15	619	01000010	0	00000001	00000000			
	2014 06 05	06:15:00	46	62.909537	8.212387		3D	72	1.2	9	0	0	0	16	618	01000010	0	00000001	00000000			
	2014 06 05	06:45:00	30	62.909505	8.212542		3D	65	2.2	6	0	0	2	18	621	01000010	0	00000001	00000000			
	2014 06 05	07:15:00	30	62.909990	8.213142		3D	72	1.9	6	0	13	14	18	621	01000010	0	00000001	00000000			
	2014 06 05	07:45:00	30	62.909963	8.213447		3D	82	2.7	5	0	2	7	17	621	01000010	0	00000001	00000000			
	2014 06 05	08:15:00	30	62.909657	8.213227		3D	99	4.3	5	0	0	0	19	621	01000010	0	00000001	00000000			
	2014 06 05	08:45:00	30	62.910538	8.211572		3D	9	4.9	4	0	1	2	20	621	01000010	0	00000001	00000000			
	2014 06 05	09:15:00	53	62.906667	8.220485		3D	257	14.5	4	0	27	25	20	619	01000010	0	00000001	00000000			
	2014 06 05	09:45:00	70	62.909487	8.213572		2D	0	2.6	3	0	47	36	23	619	10000010	0	00000001	00000000			
	2014 06 05	10:15:00	45	62.909883	8.212740		3D	72	1.4	5	0	17	4	25	621	01000010	0	00000001	00000000			
	2014 06 05	10:45:00	30	62.909622	8.212737		3D	64	1.3	5	0	14	6	24	622	01000010	0	00000001	00000000			
	2014 06 05	11:15:00	30	62.909582	8.212643		3D	73	1.6	4	0	0	0	25	622	01000010	0	00000001	00000000			
	2014 06 05	11:45:00	45	62.909583	8.212727		3D	77	1.7	6	0	1	0	27	621	01000010	0	00000001	00000000			
	2014 06 05	12:15:00	30	62.909727	8.212555		3D	82	1.7	5	0	5	4	27	623	01000010	0	00000001	00000000			
	2014 06 05	12:45:00	30	62.909677	8.212712		3D	81	2.3	4	0	7	3	26	622	01000010	0	00000001	00000000			
	2014 06 05	13:15:00	45	62.907897	8.210107		3D	69	1.5	6	0	34	30	25	620	01000010	0	00000001	00000000			
	2014 06 05	13:45:00	30	62.909055	8.211908		3D	33	1.7	5	0	19	21	24	621	01000010	0	00000001	00000000			
	2014 06 05	14:15:00	45	62.909360	8.212052		3D	64	1.1	8	0	5	4	24	619	01000010	0	00000001	00000000			
	2014 06 05	14:45:00	30	62.909620	8.212760		3D	60	2.0	6	0	1	2	24	621	01000010	0	00000001	00000000			
	2014 06 05	15:15:00	30	62.909532	8.212708		3D	75	2.2	5	0	0	0	24	622	01000010	0	00000001	00000000			
	2014 06 05	15:45:00	45	62.909533	8.212658		3D	67	4.3	5	0	1	0	24	619	01000010	0	00000001	00000000			
	2014 06 05	16:15:00	30	62.909667	8.212865		3D	81	1.7	5	0	0	0	25	621	01000010	0	00000001	00000000			
	2014 06 05	16:45:00	30	62.908808	8.211353		3D	78	1.2	5	0	18	19	25	621	01000010	0	00000001	00000000			
	2014 06 05	17:15:00	45	62.908033	8.210132		3D	64	1.2	6	0	30	30	24	619	01000010	0	00000001	00000000			
	2014 06 05	17:45:00	30	62.909157	8.210440		3D	55	1.1	5	0	1	5	23	621	01000010	0	00000001	00000000			
	2014 06 05	18:15:00	30	62.909733	8.212728		3D	73	2.0	4	0	4	0	25	621	01000010	0	00000001	00000000			
	2014 06 05	18:45:00	60	62.909710	8.212590		3D	92	2.1	4	0	0	2	24	619	01000010	0	00000001	00000000			
	2014 06 05	19:15:00	30	62.909608	8.212687		3D	134	3.9	4	0	18	12	21	620	01000010	0	00000001	00000000			
	2014 06 05	19:45:00	30	62.908878	8.212015		3D	56	1.5	4	0	18	17	16	617	01000010	0	00000001	00000000			
	2014 06 05	20:15:00	44	62.908822	8.211218		3D	55	2.7	5	0	15	21	15	617	01000010	0	00000001	00000000			
	2014 06 05	20:45:00	30	62.909458	8.212812		3D	73	4.6	5	0	20	13	15	618	01000010	0	00000001	00000000			
	2014 06 05	21:15:00	44	62.908608	8.210990		3D	61	3.8	5	0	17	12	16	617	01000010	0	00000001	00000000			
	2014 06 05	21:45:00	30	62.909470	8.212248		3D	66	2.1	5	0	2	5	17	620	01000010	0	00000001	00000000			
	2014 06 05	22:15:00	30	62.909293	8.212028		3D	65	2.3	5	0	1	7	17	619	01000010	0	00000001	00000000			
	2014 06 05	22:45:00	30	62.909342	8.212033		3D	58	4.0	4	0	0	0	18	620	01000010	0	00000001	00000000			
	2014 06 05	23:15:00	33	62.908242	8.215482		3D	292	6.4	4	0	0	0	20	620	01000010	0	00000001	00000000			
	2014 06 05	23:45:00	44	62.909248	8.211677		3D	62	1.0	8	0	26	20	15	617	01000010	0	00000001	00000000			
	2014 06 06	00:15:00	30	62.909267	8.212485		3D	68	2.7	6	0	9	8	14	619	01000010	0	00000001	00000000			
	2014 06 06	00:45:00	30	62.909385	8.212342		3D	71	2.5	5	0	8	6	16	620	01000010	0	00000001	00000000			
	2014 06 06	01:15:00	30	62.908495	8.210793		3D	61	2.3	5	0	21	14	15	620	01000010	0	00000001	00000000			
	2014 06 06	01:45:00	30	62.908432	8.209075		3D	43	2.3	4	0	12	6	14	619	01000010	0	00000001	00000000			
	2014 06 06	02:15:00	45	62.909237	8.211737		3D	68	2.0	4	0	23	22	14	617	01000010	0	00000001	00000000			
	2014 06 06	02:45:00	30	62.909540	8.212775		3D	51	3.6	4	0	0	0	15	619	01000010	0	00000001	00000000			
	2014 06 06	03:15:00	45	62.909348	8.212452		3D	60	2.2	5	0	0	4	16	617	01000010	0	00000001	00000000			
	2014 06 06	03:45:00	30	62.909183	8.211977		3D	61	5.0	4	0	2	3	16	620	01000010	0	00000001	00000000			
	2014 06 06	04:15:00	45	62.909077	8.212113		3D	57	1.9	5	0	0	0	18	618	01000010	0	00000001	00000000			
	2014 06 06	04:45:00	30	62.907722	8.209727		3D	61	2.3	4	0	19	16	14	620	01000010	0	00000001	00000000			
	2014 06 06	05:15:00	30	62.908390	8.210398		3D	63	1.1	5	0	6	5	16	620	01000010	0	00000001	00000000			
	2014 06 06	05:45:00	42	62.909313	8.212203		3D	67	1.3	5	0	20	18	17	618	01000010	0	00000001	00000000			
	2014 06 06	06:15:00	45	62.909352	8.212163		3D	67	1.3	6	0	2	5	20	619	01000010	0	00000001	00000000			
	2014 06 06	06:45:00	30	62.909368	8.212265		3D	84	5.3	4	0	0	0	24	622	01000010	0	00000001	00000000			
	2014 06 06	07:15:00	45	62.909192	8.212367		3D	53	4.3	6	0	3	6	25	621	01000010	0	00000001	00000000			
	2014 06 06	07:45:00	30	62.908563	8.211707		3D	55	2.8	6	0	17	12	22	622	01000010	0	00000001	00000000			
	2014 06 06	08:15:00	30	62.908713	8.211315		3D	93	1.8	6	0	15	8	19	621	01000010	0	00000001	00000000			
	2014 06 06	08:45:00	42	62.909265	8.212635		3D	81	1.5	7	0	6	7	21	619	01000010	0	00000001	00000000			
	2014 06 06	09:15:00	30	62.909930	8.212705		3D	81	3.0	5	0	0	2	24	622	01000010	0	00000001	00000000			
	2014 06 06	09:45:00	46	62.909887	8.212828		3D	79	1.8	4	0	0	0	26	621	01000010	0	00000001	00000000			
	2014 06 06	10:15:00	30	62.909892	8.212790		3D	67	1.4	4	0	1	3	27	622	01000010	0	00000001	00000000			
	2014 06 06	10:45:00	41	62.908150	8.209808		3D	82	1.2	5	0	27	22	26	621	01000010	0	00000001	00000000			
	2014 06 06	11:15:00	30	62.908268	8.210740		3D	65	2.2	4	0	9	14	24	621	01000010	0	00000001	00000000			
	2014 06 06	11:45:00	45	62.909307	8.211423		3D	55	1.4	5	0	37	23	24	620	01000010	0	00000001	00000000			
	2014 06 06	12:15:00	46	62.909593	8.212718		3D	58	3.8	5	0	0	0	24	619	01000010	0	00000001	00000000			
	2014 06 06	12:45:00	30	62.909602	8.212637		3D	54	2.2	4	0	0	0	25	621	01000010	0	00000001	00000000			
	2014 06 06	13:15:00	30	62.909647	8.212672		3D	69	1.9	4	0	0	0	25	621	01000010	0	00000001	00000000			
	2014 06 06	13:45:00	46	62.909632	8.212718		3D	74	1.4	6	0	1	0	25	619	01000010	0	00000001	00000000			
	2014 06 06	14:15:00	30	62.909765	8.212925		3D	83	3.0	5	0	0	0	26	622	01000010	0	00000001	00000000			
	2014 06 06	14:45:00	30	62.909752	8.212910		3D	91	2.5	4	0	5	0	26	622	01000010	0	00000001	00000000			
	2014 06 06	15:15:00	30	62.907973	8.209828		3D	63	3.9	4	0	19	19	23	621	01000010	0	00000001	00000000			
	2014 06 06	15:45:00	45	62.908308	8.210818		3D	74	1.7	4	0	30	22	21	619	01000010	0	00000001	00000000			
	2014 06 06	16:15:00	30	62.908480	8.211243		3D	30	1.5	4	0	22	13	20	620	01000010	0	00000001	00000000			
	2014 06 06	16:45:00	30	62.909590	8.212587		3D	117	1.3	4	0	2	3	20	620	01000010	0	00000001	00000000			
	2014 06 06	17:15:00	46	62.909632	8.212833		3D	70	1.5	6	0	0	0	19	618	01000010	0	00000001	00000000			
	2014 06 06	17:45:00	30	62.909333	8.212455		3D	81	1.5	4	0	15	12	19	619	01000010	0	00000001	00000000			
	2014 06 06	18:15:00	30	62.907940	8.209372		3D	73	4.4	4	0	20	17	17	620	01000010	0	00000001	00000000			
	2014 06 06	18:45:00	62	62.908748	8.211235		2D	0	2.4	3	0	34	26	17	617	10000010	0	00000001	00000000			
	2014 06 06	19:15:00	46	62.908902	8.211608		3D	71	2.3	7	0	0	0	19	617	01000010	0	00000001	00000000			
	2014 06 06	19:45:00	30	62.908867	8.211622		3D	61	1.6	7	0	7	4	22	620	01000010	0	00000001	00000000			
	2014 06 06	20:15:00	30	62.908945	8.211423		3D	62	1.1	7	0	16	12	21	620	01000010	0	00000001	00000000			
	2014 06 06	20:45:00	30	62.909168	8.211495		3D	61	1.1	6	0	24	15	17	620	01000010	0	00000001	00000000			
	2014 06 06	21:15:00	45	62.909315	8.212038		3D	61	3.9	5	0	13	20	14	617	01000010	0	00000001	00000000			
	2014 06 06	21:45:00	30	62.909118	8.212035		3D	62	2.6	4	0	0	1	15	619	01000010	0	00000001	00000000			
	2014 06 06	22:15:00	51	62.909738	8.212855		3D	114	4.7	4	0	27	25	15	617	01000010	0	00000001	00000000			
	2014 06 06	22:45:00	45	62.909505	8.212490		3D	79	1.2	6	0	0	1	15	617	01000010	0	00000001	00000000			
	2014 06 06	23:15:00	30	62.909133	8.212403		3D	57	2.4	4	0	0	0	16	619	01000010	0	00000001	00000000			
	2014 06 06	23:45:00	30	62.909033	8.211548		3D	113	1.4	4	0	2	5	18	620	01000010	0	00000001	00000000			
	2014 06 07	00:15:00	45	62.908753	8.210795		3D	64	1.4	5	0	12	10	16	617	01000010	0	00000001	00000000			
	2014 06 07	00:45:00	30	62.908965	8.212428		3D	82	1.4	4	0	20	15	15	619	01000010	0	00000001	00000000			
	2014 06 07	01:15:00	30	62.909150	8.212432		3D	71	1.3	4	0	5	4	15	619	01000010	0	00000001	00000000			
	2014 06 07	01:45:00	45	62.909228	8.212435		3D	73	1.2	7	0	0	0	16	617	01000010	0	00000001	00000000			
	2014 06 07	02:15:00	30	62.908987	8.211712		3D	63	0.9	7	0	5	4	17	620	01000010	0	00000001	00000000			
	2014 06 07	02:45:00	30	62.909585	8.211372		3D	68	1.3	5	0	11	7	15	620	01000010	0	00000001	00000000			
	2014 06 07	03:15:00	72	62.909373	8.211555		3D	71	2.0	4	0	27	20	15	616	01000010	0	00000001	00000000			
	2014 06 07	03:45:00	44	62.909275	8.211372		3D	77	2.3	4	0	31	19	16	617	01000010	0	00000001	00000000			
	2014 06 07	04:15:00	45	62.909218	8.211475		3D	65	2.7	5	0	30	18	15	617	01000010	0	00000001	00000000			
	2014 06 07	04:45:00	30	62.909268	8.211327		3D	56	3.0	5	0	0	0	17	620	01000010	0	00000001	00000000			
	2014 06 07	05:15:00	30	62.908792	8.210797		3D	65	2.7	5	0	19	16	17	620	01000010	0	00000001	00000000			
	2014 06 07	05:45:00	63	62.909030	8.211137		2D	0	3.4	3	0	47	36	16	616	10000010	0	00000001	00000000			
	2014 06 07	06:15:00	61	62.909260	8.211465		2D	0	3.2	3	0	22	14	16	616	10000010	0	00000001	00000000			
	2014 06 07	06:45:00	45	62.909218	8.211303		3D	58	4.2	4	0	0	0	19	618	01000010	0	00000001	00000000			
	2014 06 07	07:15:00	30	62.909058	8.211542		3D	42	11.0	4	0	0	0	24	622	01000010	0	00000001	00000000			
	2014 06 07	07:45:00	44	62.909242	8.211403		3D	61	1.9	7	0	11	8	24	621	01000010	0	00000001	00000000			
	2014 06 07	08:15:00	30	62.909270	8.211428		3D	65	1.5	7	0	0	3	25	623	01000010	0	00000001	00000000			
	2014 06 07	08:45:00	30	62.909992	8.213212		3D	68	1.5	6	0	5	5	18	621	01000010	0	00000001	00000000			
	2014 06 07	09:15:00	44	62.909675	8.213105		3D	69	2.5	5	0	18	16	16	618	01000010	0	00000001	00000000			
	2014 06 07	09:45:00	61	62.907790	8.208720		2D	0	2.5	3	0	39	24	17	616	10000010	0	00000001	00000000			
	2014 06 07	10:15:00	44	62.908252	8.209927		3D	76	2.1	4	0	32	18	18	618	01000010	0	00000001	00000000			
	2014 06 07	10:45:00	45	62.908220	8.209970		3D	78	0.8	8	0	0	1	22	619	01000010	0	00000001	00000000			
	2014 06 07	11:15:00	30	62.908140	8.210128		3D	32	1.1	7	0	0	2	25	622	01000010	0	00000001	00000000			
	2014 06 07	11:45:00	30	62.908220	8.209677		3D	58	1.1	5	0	0	0	25	622	01000010	0	00000001	00000000			
	2014 06 07	12:15:00	61	62.908125	8.210800		3D	42	3.8	4	0	22	15	24	620	01000010	0	00000001	00000000			
	2014 06 07	12:45:00	45	62.908348	8.210758		3D	69	3.0	4	0	22	25	19	618	01000010	0	00000001	00000000			
	2014 06 07	13:15:00	30	62.908070	8.210212		3D	93	3.0	4	0	20	10	19	621	01000010	0	00000001	00000000			
	2014 06 07	13:45:00	54	62.908833	8.210425		3D	56	6.5	4	0	2	4	21	618	01000010	0	00000001	00000000			
	2014 06 07	14:15:00	30	62.908993	8.210340		3D	46	7.2	4	0	0	0	22	621	01000010	0	00000001	00000000			
	2014 06 07	14:45:00	30	62.908745	8.210450		3D	55	4.9	4	0	0	4	23	621	01000010	0	00000001	00000000			
	2014 06 07	15:15:00	45	62.907705	8.209155		3D	62	2.3	4	0	20	14	22	619	01000010	0	00000001	00000000			
	2014 06 07	15:45:00	45	62.908358	8.209227		3D	46	3.1	5	0	30	19	20	619	01000010	0	00000001	00000000			
	2014 06 07	16:15:00	30	62.907938	8.209915		3D	71	1.7	5	0	0	0	23	621	01000010	0	00000001	00000000			
	2014 06 07	16:45:00	30	62.908035	8.209767		3D	63	1.4	5	0	1	2	24	622	01000010	0	00000001	00000000			
	2014 06 07	17:15:00	76	62.908040	8.210080		3D	95	5.2	5	0	51	40	22	618	01000010	0	00000001	00000000			
	2014 06 07	17:45:00	38	62.908308	8.210773		3D	72	1.0	6	0	24	22	21	619	01000010	0	00000001	00000000			
	2014 06 07	18:15:00	30	62.908535	8.210478		3D	49	1.9	5	0	0	0	20	621	01000010	0	00000001	00000000			
	2014 06 07	18:45:00	46	62.908738	8.210558		3D	85	2.9	5	0	0	1	20	618	01000010	0	00000001	00000000			
	2014 06 07	19:15:00	30	62.908555	8.210703		3D	45	1.7	4	0	0	0	20	621	01000010	0	00000001	00000000			
	2014 06 07	19:45:00	30	62.907820	8.210093		3D	59	1.7	4	0	17	19	18	620	01000010	0	00000001	00000000			
	2014 06 07	20:15:00	30	62.908263	8.210993		3D	67	1.4	4	0	18	18	16	619	01000010	0	00000001	00000000			
	2014 06 07	20:45:00	41	62.909877	8.213208		3D	72	1.3	5	0	19	18	15	617	01000010	0	00000001	00000000			
	2014 06 07	21:15:00	47	62.909217	8.212643		3D	89	3.6	4	0	24	22	16	617	01000010	0	00000001	00000000			
	2014 06 07	21:45:00	30	62.908518	8.211707		3D	82	2.3	4	0	19	11	15	619	01000010	0	00000001	00000000			
	2014 06 07	22:15:00	30	62.908630	8.210922		3D	56	2.0	4	0	0	0	15	619	01000010	0	00000001	00000000			
	2014 06 07	22:45:00	46	62.908665	8.210897		3D	66	1.1	8	0	0	1	17	617	01000010	0	00000001	00000000			
	2014 06 07	23:15:00	30	62.908437	8.208958		3D	62	1.8	6	0	17	12	16	620	01000010	0	00000001	00000000			
	2014 06 07	23:45:00	30	62.908372	8.209642		3D	71	1.3	6	0	0	0	16	619	01000010	0	00000001	00000000			
	2014 06 08	00:15:00	30	62.908560	8.210562		3D	65	1.9	5	0	13	12	17	620	01000010	0	00000001	00000000			
	2014 06 08	00:45:00	30	62.908518	8.210523		3D	64	3.3	4	0	0	0	18	620	01000010	0	00000001	00000000			
	2014 06 08	01:15:00	30	62.908563	8.211130		3D	79	5.4	4	0	1	2	18	620	01000010	0	00000001	00000000			
	2014 06 08	01:45:00	46	62.908518	8.210627		3D	61	1.1	6	0	0	0	20	619	01000010	0	00000001	00000000			
	2014 06 08	02:15:00	30	62.907605	8.209037		3D	63	1.0	6	0	21	18	15	620	01000010	0	00000001	00000000			
	2014 06 08	02:45:00	30	62.908223	8.208900		3D	70	1.2	5	0	18	16	14	620	01000010	0	00000001	00000000			
	2014 06 08	03:15:00	45	62.908768	8.210662		3D	98	1.5	4	0	13	14	14	617	01000010	0	00000001	00000000			
	2014 06 08	03:45:00	30	62.908402	8.210762		3D	64	2.1	4	0	0	0	16	619	01000010	0	00000001	00000000			
	2014 06 08	04:15:00	46	62.908492	8.210455		3D	65	1.7	6	0	0	5	17	617	01000010	0	00000001	00000000			
	2014 06 08	04:45:00	30	62.908447	8.210470		3D	71	1.7	6	0	2	5	19	621	01000010	0	00000001	00000000			
	2014 06 08	05:15:00	30	62.908410	8.210515		3D	69	2.1	6	0	0	0	22	621	01000010	0	00000001	00000000			
