	Date	Time	TTF	Lat	Long		2D3D	Alt	DOP	SVs	FOM	X	Y	Temp	Bat	Status	SCap	GPS	GSM
	YYYY MM DD

	2012 06 09	22:00:00	97	62.898490	8.226683		2D	0	2.6	3	0	8	3	10	603	10001010	0	00001111	00000000			
	2012 06 10	00:00:00	63	62.897182	8.238768		3D	406	6.3	5	9	25	11	6	601	01000010	0	00001111	00000000			
	2012 06 10	02:00:00	58	62.899060	8.243088		3D	412	3.0	4	15	9	15	9	603	01000010	712	00001111	00011111			
	2012 06 10	04:00:00	70	62.897367	8.243000		3D	496	2.5	4	0	1	1	5	600	01000010	708	00001111	11111111			
	2012 06 10	06:00:00	20	62.894987	8.246132		3D	524	3.4	4	1	0	0	8	610	01000010	0	00001111	00000000			
	2012 06 10	08:00:00	82	62.897930	8.241432		3D	530	2.1	4	0	19	11	7	601	01000010	0	00001111	00000000			
	2012 06 10	10:00:00	75	62.891975	8.244937		3D	527	1.5	4	0	9	6	9	603	01000010	0	00001111	00000000			
	2012 06 10	12:00:00	61	62.892060	8.246733		2D	0	6.2	3	0	16	14	11	604	10001010	712	00001111	11111111			
	2012 06 10	14:00:00	73	62.891808	8.244923		3D	507	2.6	4	3	0	0	14	606	01000010	0	00001111	00000000			
	2012 06 10	16:00:00	100	62.888040	8.233658		2D	0	3.5	3	0	0	0	12	605	10001010	0	00001111	00000000			
	2012 06 10	18:00:00	58	62.892370	8.247205		3D	523	2.2	4	0	0	0	9	603	01000010	0	00001111	00000000			
	2012 06 10	20:00:00	63	62.892112	8.246240		3D	507	2.6	4	0	12	6	7	601	01000010	0	00001111	00000000			
	2012 06 10	22:00:00	67	62.894205	8.255930		3D	563	1.6	6	0	0	0	4	597	01000010	708	00001111	11111111			
	2012 06 11	00:00:00	60	62.897658	8.253602		2D	0	2.6	3	0	0	0	8	600	10001010	0	00001111	00000000			
	2012 06 11	02:00:00	75	62.900703	8.255123		3D	567	3.2	5	2	33	17	4	597	01000010	0	00001111	00000000			
	2012 06 11	04:00:00	64	62.898852	8.250837		3D	566	3.0	4	3	0	0	7	600	01001010	0	00001111	00000000			
	2012 06 11	06:00:00	43	62.901770	8.245245		3D	550	4.6	4	0	23	6	7	602	01000010	0	00001111	00000000			
	2012 06 11	08:00:00	42	62.901818	8.245592		3D	550	2.1	5	7	1	2	13	608	01000010	708	00001111	11111111			
	2012 06 11	10:00:00		Time Out								46	22	11	604	00001000	0	00001111	00000000			
	2012 06 11	12:00:00	73	62.911098	8.237398		3D	551	3.3	5	3	17	4	13	605	01000010	0	00001111	00000000			
	2012 06 11	14:00:00	76	62.910465	8.241085		3D	547	3.1	4	46	23	2	12	605	01000010	0	00001111	00000000			
	2012 06 11	16:00:00	43	62.909200	8.238168		3D	412	1.8	4	0	0	0	10	603	01000010	0	00001111	00000000			
	2012 06 11	18:00:00	99	62.907513	8.231960		2D	0	2.4	3	0	33	18	9	602	10001010	712	00001111	11111111			
	2012 06 11	20:00:00	94	62.907645	8.233100		2D	0	3.3	3	0	13	4	8	600	10001010	0	00001111	00000000			
	2012 06 11	22:00:00	73	62.907613	8.231778		3D	369	1.9	5	0	10	3	9	601	01000010	0	00001111	00000000			
	2012 06 12	00:00:00	72	62.907883	8.232178		3D	393	1.7	4	0	9	9	8	601	01000010	0	00001111	00000000			
	2012 06 12	02:00:00	36	62.907615	8.231498		3D	376	3.0	4	0	9	3	8	604	01000010	0	00001111	00000000			
	2012 06 12	04:00:00	65	62.907572	8.232178		3D	378	3.2	5	0	0	1	9	602	01000010	708	00001111	11111111			
	2012 06 12	06:00:00	22	62.907925	8.232590		3D	368	2.2	4	0	0	0	8	609	01000010	0	00001111	00000000			
	2012 06 12	08:00:00		Time Out								23	4	9	602	00001000	0	00001111	00000000			
	2012 06 12	10:00:00	68	62.907887	8.231975		3D	367	2.7	4	1	4	4	15	608	01000010	0	00001111	00000000			
	2012 06 12	12:00:00	80	62.907887	8.232445		2D	0	5.9	3	0	1	2	14	606	10001010	0	00001111	00000000			
	2012 06 12	14:00:00	67	62.906508	8.228897		3D	271	5.5	4	1	17	6	12	604	01000010	712	00001111	11111111			
	2012 06 12	16:00:00	59	62.907527	8.232493		3D	366	2.4	4	0	0	0	12	605	01000010	0	00001111	00000000			
	2012 06 12	18:00:00	81	62.907147	8.232263		2D	0	3.1	3	0	24	16	10	602	10001010	0	00001111	00000000			
	2012 06 12	20:00:00	59	62.909910	8.251298		3D	407	2.0	6	4	21	8	8	601	01000010	0	00001111	00000000			
	2012 06 12	22:00:00	65	62.910522	8.243855		3D	404	5.3	4	1	14	5	7	600	01000010	0	00001111	00000000			
	2012 06 13	00:00:00	88	62.910192	8.242903		3D	403	2.2	4	6	15	4	7	599	01000010	712	00001111	11111111			
	2012 06 13	02:00:00	65	62.910980	8.245183		3D	339	3.5	4	0	19	12	6	600	01000010	0	00001111	00000000			
	2012 06 13	04:00:00	70	62.908747	8.269023		3D	427	2.4	7	2	7	4	6	599	01000010	0	00001111	00000000			
	2012 06 13	06:00:00	35	62.909585	8.268453		3D	427	1.7	4	5	11	4	8	603	01000010	0	00001111	00000000			
	2012 06 13	08:00:00	65	62.908917	8.269465		3D	405	2.0	5	2	0	0	9	602	01000010	0	00001111	00000000			
	2012 06 13	10:00:00	60	62.908875	8.269428		3D	402	1.3	8	2	2	3	10	603	01000010	708	00001111	11111111			
	2012 06 13	12:00:00	55	62.913192	8.271890		3D	403	2.3	4	11	11	7	10	603	01000010	0	00001111	00000000			
	2012 06 13	14:00:00	94	62.913243	8.273915		2D	0	2.9	3	0	31	7	11	603	10001010	0	00001111	00000000			
	2012 06 13	16:00:00	86	62.914147	8.273598		3D	403	3.5	4	7	16	10	8	600	01000010	0	00001111	00000000			
	2012 06 13	18:00:00	73	62.913388	8.270218		3D	371	1.6	4	14	9	10	10	603	01000010	0	00001111	00000000			
	2012 06 13	20:00:00		Time Out								36	20	6	598	00001000	712	00001111	11111111			
	2012 06 13	22:00:00	71	62.911655	8.246437		3D	0	11.5	5	2	0	0	10	602	01000010	0	00001111	00000000			
	2012 06 14	00:00:00	71	62.911935	8.246592		3D	363	1.9	6	2	0	0	8	600	01000010	0	00001111	00000000			
	2012 06 14	02:00:00	71	62.911535	8.246107		3D	362	3.4	5	0	0	0	6	599	01000010	0	00001111	00000000			
	2012 06 14	04:00:00	68	62.911377	8.246960		3D	361	2.9	4	0	27	5	5	598	01000010	0	00001111	00000000			
	2012 06 14	06:00:00	70	62.911688	8.244913		3D	361	2.5	4	3	27	15	7	600	01000010	708	00001111	11111111			
	2012 06 14	08:00:00	90	62.911603	8.243448		3D	367	3.3	5	11	0	0	8	600	01000010	0	00001111	00000000			
	2012 06 14	10:00:00	86	62.911418	8.242358		2D	0	3.5	3	0	23	15	9	601	10001010	0	00001111	00000000			
	2012 06 14	12:00:00	64	62.910908	8.239750		3D	345	1.8	6	2	1	0	15	606	01000010	0	00001111	00000000			
	2012 06 14	14:00:00	86	62.911790	8.243670		2D	0	10.4	3	0	5	8	10	601	10001010	0	00001111	00000000			
	2012 06 14	16:00:00	90	62.911483	8.243333		3D	339	1.7	5	1	16	6	14	605	01000010	712	00001111	11111111			
	2012 06 14	18:00:00	73	62.910915	8.237700		2D	0	3.9	3	0	25	2	9	602	10001010	0	00001111	00000000			
	2012 06 14	20:00:00	64	62.911020	8.239795		3D	307	4.3	4	0	0	0	9	601	01000010	0	00001111	00000000			
	2012 06 14	22:00:00	67	62.909935	8.241023		3D	379	2.3	6	3	0	0	7	600	01000010	0	00001111	00000000			
	2012 06 15	00:00:00	71	62.909955	8.240815		3D	388	1.7	5	4	0	0	9	600	01000010	0	00001111	00000000			
	2012 06 15	02:00:00	58	62.910142	8.244197		3D	392	4.7	4	5	0	0	6	599	01000010	708	00001111	11111111			
	2012 06 15	04:00:00	58	62.910150	8.255430		3D	408	7.4	5	1	1	0	8	600	01000010	0	00001111	00000000			
	2012 06 15	06:00:00	58	62.911012	8.256517		3D	384	1.6	5	0	26	6	8	602	01000010	0	00001111	00000000			
	2012 06 15	08:00:00	33	62.910952	8.255690		3D	380	1.9	4	3	0	0	15	610	01000010	0	00001111	00000000			
	2012 06 15	10:00:00	94	62.914828	8.261125		3D	368	2.1	4	0	11	6	13	605	01000010	0	00001111	00000000			
	2012 06 15	12:00:00	62	62.914657	8.263538		2D	0	3.5	3	0	9	13	15	608	10001010	712	00001111	11111111			
	2012 06 15	14:00:00		Time Out								0	0	14	606	00001000	0	00001111	00000000			
	2012 06 15	16:00:00		Time Out								41	26	16	608	00001000	0	00001111	00000000			
	2012 06 15	18:00:00	70	62.913712	8.261010		3D	387	3.6	5	3	1	1	16	608	01000010	0	00001111	00000000			
	2012 06 15	20:00:00	90	62.911057	8.247552		2D	0	3.4	3	0	27	21	14	606	10001010	0	00001111	00000000			
	2012 06 15	22:00:00	60	62.909432	8.240155		3D	416	1.3	8	1	1	4	12	604	01000010	712	00001111	11111111			
	2012 06 16	00:00:00	66	62.909918	8.242042		2D	0	3.7	3	0	16	8	9	602	10001010	0	00001111	00000000			
	2012 06 16	02:00:00	76	62.910172	8.242902		3D	414	1.7	4	0	8	4	11	604	01000010	0	00001111	00000000			
	2012 06 16	04:00:00	59	62.909450	8.239482		3D	414	1.1	8	2	1	0	13	606	01000010	0	00001111	00000000			
	2012 06 16	06:00:00	28	62.907467	8.228385		3D	356	2.4	5	2	4	5	13	611	01000010	0	00001111	00000000			
	2012 06 16	08:00:00	64	62.906178	8.226193		3D	359	3.9	4	2	2	0	16	608	01000010	712	00001111	11111111			
	2012 06 16	10:00:00	71	62.902887	8.224013		3D	401	2.3	5	1	0	0	13	606	01000010	712	00001111	11111111			
	2012 06 16	12:00:00		Time Out								30	8	15	608	00001000	0	00001111	00000000			
	2012 06 16	14:00:00	54	62.900647	8.224548		3D	405	1.3	4	2	7	0	17	609	01000010	0	00001111	00000000			
	2012 06 16	16:00:00	96	62.897753	8.225435		2D	0	3.4	3	0	29	17	17	608	10001010	0	00011111	00000000			
	2012 06 16	18:00:00	71	62.897355	8.226503		3D	403	1.8	4	4	16	2	20	610	01000010	712	00001111	11111111			
	2012 06 16	20:00:00	41	62.897772	8.227013		3D	404	1.7	4	9	0	0	17	610	01000010	0	00001111	00000000			
	2012 06 16	22:00:00	76	62.896553	8.228717		3D	466	4.4	5	2	26	5	12	605	01000010	0	00001111	00000000			
	2012 06 17	00:00:00	59	62.897942	8.234735		3D	463	1.5	6	2	0	0	12	605	01000010	0	00001111	00000000			
	2012 06 17	02:00:00	21	62.897177	8.240098		3D	501	1.4	4	0	3	2	10	612	01000010	0	00001111	00000000			
	2012 06 17	04:00:00	41	62.898495	8.240395		3D	522	1.9	5	2	0	0	12	608	01000010	708	00001111	11111111			
	2012 06 17	06:00:00	69	62.889105	8.222860		3D	404	1.8	5	0	26	14	13	606	01100010	0	00001011	00000000		StartE	
	2012 06 17	08:00:00	85	62.889655	8.221055		2D	0	14.4	3	0	0	0	16	608	10001010	0	00001111	00000000			
	2012 06 17	10:00:00	65	62.888895	8.223087		3D	400	2.1	4	7	0	0	18	610	01001010	0	00001111	00000000			
	2012 06 17	12:00:00	65	62.889463	8.223663		3D	399	3.4	4	4	25	13	18	609	01000010	0	00001111	00000000			
	2012 06 17	14:00:00		Time Out								28	12	16	608	00001000	712	00001111	11111111			
	2012 06 17	16:00:00	80	62.889717	8.223445		3D	420	2.1	4	0	9	12	20	610	01000010	0	00001111	00000000			
	2012 06 17	18:00:00	85	62.889758	8.227947		2D	0	8.3	3	0	36	13	15	608	10001010	0	00001111	00000000			
	2012 06 17	20:00:00	66	62.889492	8.222933		3D	420	3.0	4	0	21	6	11	604	01000010	0	00001111	00000000			
	2012 06 17	22:00:00	60	62.892902	8.227445		3D	448	4.3	5	3	0	0	12	605	01000010	0	00001111	00000000			
	2012 06 18	00:00:00	61	62.892950	8.227327		3D	446	1.3	7	0	1	0	12	604	01001010	720	00001111	00111111			
	2012 06 18	02:00:00	41	62.892445	8.226110		3D	481	2.1	5	1	0	0	11	607	01000010	708	00001111	11111111			
	2012 06 18	04:00:00	58	62.886382	8.220898		3D	476	7.0	4	23	0	2	10	603	01000010	0	00001111	00000000			
	2012 06 18	06:00:00	64	62.888667	8.221480		3D	398	2.8	4	3	6	2	9	603	01000010	0	00001111	00000000			
	2012 06 18	08:00:00	82	62.888517	8.221577		3D	379	2.8	4	3	1	1	12	605	01000010	0	00001111	00000000			
	2012 06 18	10:00:00	70	62.888617	8.220662		2D	0	4.1	3	0	17	9	11	604	10001010	708	00001111	01111111			
	2012 06 18	12:00:00	59	62.891455	8.222795		3D	380	4.3	5	1	13	6	10	604	01000010	708	00001111	11111111			
	2012 06 18	14:00:00	63	62.891335	8.222620		3D	418	3.7	5	3	1	2	14	606	01000010	0	00001111	00000000			
	2012 06 18	16:00:00	85	62.892403	8.222765		2D	0	3.5	3	0	19	18	9	601	10001010	0	00001111	00000000			
	2012 06 18	18:00:00	87	62.891008	8.222475		2D	0	4.4	3	0	27	11	8	600	10001010	0	00001111	00000000			
	2012 06 18	20:00:00	100	62.890017	8.221797		3D	382	4.7	5	0	32	8	9	600	01001010	708	00001111	11111111			
	2012 06 18	22:00:00	66	62.889430	8.221268		3D	400	4.7	4	2	0	0	8	601	01000010	0	00001111	00000000			
	2012 06 19	00:00:00	64	62.889465	8.221067		3D	398	3.6	4	3	1	0	10	602	01000010	0	00001111	00000000			
	2012 06 19	02:00:00	58	62.890317	8.222987		3D	287	4.0	5	3	0	0	8	601	01000010	0	00001111	00000000			
	2012 06 19	04:00:00	70	62.889472	8.223490		3D	294	1.5	7	8	0	0	8	600	01000010	0	00001111	00000000			
	2012 06 19	06:00:00	23	62.888250	8.223680		3D	372	2.5	4	0	8	1	7	608	01000010	708	00001111	11111111			
	2012 06 19	08:00:00		Time Out								2	0	7	599	00001000	0	00001111	00000000			
	2012 06 19	10:00:00	64	62.887427	8.223463		3D	373	3.1	4	3	0	0	10	603	01000010	0	00001111	00000000			
	2012 06 19	12:00:00	82	62.885600	8.225983		2D	0	5.1	3	0	20	17	10	602	10001010	0	00001111	00000000			
	2012 06 19	14:00:00	61	62.885820	8.227677		3D	371	4.3	4	0	23	12	14	607	01000010	0	00001111	00000000			
	2012 06 19	16:00:00	71	62.889528	8.220820		3D	372	5.7	4	4	0	0	16	608	01001010	712	00011111	11111111			
	2012 06 19	18:00:00	90	62.889765	8.225640		2D	0	3.1	3	0	11	17	13	605	10001010	0	00001111	00000000			
	2012 06 19	20:00:00	97	62.892762	8.229717		3D	374	7.4	4	6	9	4	10	602	01001010	0	00001111	00000000			
	2012 06 19	22:00:00	42	62.891968	8.227345		3D	462	2.2	6	1	1	0	10	603	01000010	0	00001111	00000000			
	2012 06 20	00:00:00	96	62.888833	8.234265		3D	0	12.8	4	0	23	14	7	599	01000010	0	00001111	00000000			
	2012 06 20	02:00:00	102	62.889000	8.240227		2D	0	4.0	3	0	27	19	9	601	10001010	708	00001111	00111111			
	2012 06 20	04:00:00	83	62.892527	8.244497		3D	463	6.9	4	6	0	0	8	600	01000010	708	00001111	11111111			
	2012 06 20	06:00:00	61	62.894718	8.247473		2D	0	9.2	3	0	30	12	8	602	10001010	0	00001111	00000000			
	2012 06 20	08:00:00	70	62.889582	8.258173		3D	461	2.7	4	0	9	2	13	605	01000010	0	00001111	00000000			
	2012 06 20	10:00:00	62	62.890415	8.250267		2D	0	12.2	3	0	27	10	15	608	10001010	0	00001111	00000000			
	2012 06 20	12:00:00	59	62.889757	8.257913		3D	518	6.4	5	0	0	0	16	608	01000010	712	00001111	11111111			
	2012 06 20	14:00:00		Time Out								50	26	15	606	00001000	0	00001111	00000000			
	2012 06 20	16:00:00	64	62.883427	8.239772		3D	514	3.1	4	18	0	0	13	606	01000010	0	00001111	00000000			
	2012 06 20	18:00:00	59	62.883283	8.236675		3D	423	1.2	5	2	0	1	9	602	01000010	0	00001111	00000000			
	2012 06 20	20:00:00	87	62.881710	8.230052		3D	366	2.5	4	7	3	1	8	600	01000010	0	00001111	00000000			
	2012 06 20	22:00:00	59	62.884798	8.237955		3D	364	2.0	5	2	14	0	7	599	01000010	708	00001111	11111111			
	2012 06 21	00:00:00	72	62.887155	8.235042		3D	457	1.4	6	6	5	10	10	602	01000010	0	00001111	00000000			
	2012 06 21	02:00:00	70	62.887155	8.235072		3D	445	1.7	5	1	0	0	9	601	01000010	0	00001111	00000000			
	2012 06 21	04:00:00	59	62.889217	8.240435		3D	451	2.6	4	3	7	0	7	600	01000010	0	00001111	00000000			
	2012 06 21	06:00:00	36	62.889613	8.239782		3D	486	7.0	4	0	11	5	8	604	01000010	0	00001111	00000000			
	2012 06 21	08:00:00	65	62.889320	8.240840		3D	485	3.2	4	6	13	3	13	605	01000010	708	00001111	11111111			
	2012 06 21	10:00:00	61	62.887085	8.249885		3D	0	14.8	4	8	0	0	17	609	01001010	0	00001111	00000000			
	2012 06 21	12:00:00	70	62.888722	8.247247		3D	502	4.1	4	1	0	0	15	607	01000010	0	00001111	00000000			
	2012 06 21	14:00:00	59	62.888347	8.246342		3D	501	3.3	5	3	4	2	20	610	01000010	0	00001111	00000000			
	2012 06 21	16:00:00	57	62.889242	8.253550		3D	533	1.9	4	0	0	0	20	610	01000010	0	00001111	00000000			
	2012 06 21	18:00:00		Time Out								9	5	14	606	00001000	712	00001111	11111111			
	2012 06 21	20:00:00	74	62.891795	8.244352		3D	534	2.3	4	0	2	3	12	604	01000010	0	00001111	00000000			
	2012 06 21	22:00:00	64	62.894632	8.245287		3D	535	3.9	4	0	14	11	9	602	01000010	0	00001111	00000000			
	2012 06 22	00:00:00	63	62.900015	8.247827		3D	589	8.5	5	0	0	0	10	602	01000010	0	00001111	00000000			
	2012 06 22	02:00:00	60	62.899742	8.248358		2D	0	9.0	3	0	20	11	10	604	10001010	0	00001111	00000000			
	2012 06 22	04:00:00	49	62.899342	8.249633		3D	587	2.7	4	4	0	0	12	606	01000010	708	00001111	11111111			
	2012 06 22	06:00:00	42	62.899753	8.249008		3D	586	3.8	4	1	11	9	15	609	01000010	0	00001111	00000000			
	2012 06 22	08:00:00	42	62.897777	8.253513		3D	569	1.6	4	0	0	0	19	612	01000010	0	00001111	00000000			
	2012 06 22	10:00:00	45	62.907213	8.273117		3D	568	1.6	4	11	20	6	22	613	01000010	0	00001111	00000000			
	2012 06 22	12:00:00	72	62.906013	8.272485		3D	560	3.0	5	1	8	1	24	613	01000010	0	00001111	00000000			
	2012 06 22	14:00:00	49	62.905050	8.264433		3D	431	1.5	5	18	20	4	21	612	01000010	712	00001111	11111111			
	2012 06 22	16:00:00	70	62.895293	8.243910		2D	0	13.8	3	0	33	20	20	611	10001010	0	00001111	00000000			
	2012 06 22	18:00:00	96	62.899267	8.239975		3D	547	3.4	4	0	20	10	18	609	01000010	0	00001111	00000000			
	2012 06 22	20:00:00	73	62.898483	8.241115		3D	494	3.2	5	3	12	8	16	608	01000010	0	00001111	00000000			
	2012 06 22	22:00:00	65	62.898040	8.240288		3D	607	6.1	5	3	1	3	15	608	01000010	0	00001111	00000000			
	2012 06 23	00:00:00	65	62.898427	8.240455		3D	554	3.1	5	3	0	0	15	608	01000010	712	00001111	11111111			
	2012 06 23	02:00:00	67	62.898472	8.239397		3D	524	2.3	6	1	15	5	13	607	01000010	0	00001111	00000000			
	2012 06 23	04:00:00	42	62.897490	8.242840		3D	525	3.4	5	0	0	0	14	609	01000010	0	00001111	00000000			
	2012 06 23	06:00:00	61	62.897433	8.241840		3D	512	4.4	4	1	12	6	15	608	01100010	0	00001011	00000000		StartE	
	2012 06 23	08:00:00	67	62.896863	8.242525		3D	504	2.3	4	3	16	8	18	610	01000010	0	00001111	00000000			
	2012 06 23	10:00:00	70	62.896932	8.242390		3D	517	2.7	5	0	18	10	22	612	01000010	704	00001111	11111111			
	2012 06 23	12:00:00	94	62.897725	8.227090		2D	0	7.8	3	0	19	10	21	611	10001010	0	00001111	00000000			
	2012 06 23	14:00:00	71	62.897723	8.226800		3D	448	1.8	5	3	0	0	21	612	01000010	0	00001111	00000000			
	2012 06 23	16:00:00	31	62.896675	8.229760		3D	447	1.5	4	3	7	4	21	614	01000010	0	00001111	00000000			
	2012 06 23	18:00:00	71	62.897357	8.233753		3D	447	1.2	6	5	1	1	17	609	01000010	0	00001111	00000000			
	2012 06 23	20:00:00	71	62.898145	8.241413		3D	447	2.6	4	0	21	13	13	606	01000010	688	00001111	01111111			
	2012 06 23	22:00:00	71	62.898058	8.241697		3D	487	2.9	5	1	12	9	13	606	01000010	708	00001111	11111111			
	2012 06 24	00:00:00	85	62.898202	8.240940		3D	502	1.9	4	1	0	0	13	605	01001010	0	00001111	00000000			
	2012 06 24	02:00:00	65	62.898395	8.240982		3D	507	4.2	5	1	2	2	13	606	01000010	0	00001111	00000000			
	2012 06 24	04:00:00	56	62.896058	8.245757		3D	511	2.9	5	3	29	7	13	608	01000010	0	00001111	00000000			
	2012 06 24	06:00:00	74	62.896307	8.247903		3D	536	3.6	5	3	3	3	15	608	01100010	708	00001011	11111111		StartE	
	2012 06 24	08:00:00	71	62.897278	8.238702		3D	533	2.0	6	2	31	14	18	610	01000010	0	00001111	00000000			
	2012 06 24	10:00:00	60	62.896985	8.236212		3D	532	2.6	4	12	10	4	22	613	01000010	0	00001111	00000000			
	2012 06 24	12:00:00	84	62.893917	8.226442		2D	0	12.3	3	0	18	10	21	611	10001010	0	00001111	00000000			
	2012 06 24	14:00:00		Time Out								45	19	24	613	00001000	0	00001111	00000000			
	2012 06 24	16:00:00	71	62.895243	8.229440		3D	421	5.5	5	2	25	10	20	612	01000010	712	00001111	11111111			
	2012 06 24	18:00:00	73	62.895245	8.228907		3D	418	2.7	5	1	0	0	21	612	01000010	0	00001111	00000000			
	2012 06 24	20:00:00	77	62.896423	8.238802		3D	566	2.5	5	0	22	7	14	608	01000010	0	00001111	00000000			
	2012 06 24	22:00:00	60	62.896468	8.242515		3D	551	2.3	4	5	12	6	10	605	01000010	0	00001111	00000000			
	2012 06 25	00:00:00	60	62.899742	8.247505		3D	570	1.5	4	0	0	0	10	604	01000010	0	00001111	00000000			
	2012 06 25	02:00:00	70	62.901288	8.246390		3D	552	1.6	5	0	17	3	10	604	01000010	708	00001111	11111111			
	2012 06 25	04:00:00	41	62.905805	8.255000		3D	431	2.3	4	0	18	6	11	606	01000010	708	00001111	11111111			
	2012 06 25	06:00:00	36	62.907835	8.269127		3D	431	5.5	4	1	12	4	13	609	01000010	0	00001111	00000000			
	2012 06 25	08:00:00	72	62.908032	8.268783		3D	438	2.1	7	2	0	0	20	611	01000010	0	00001111	00000000			
	2012 06 25	10:00:00	94	62.908800	8.273635		3D	419	1.8	7	0	34	11	18	609	01000010	0	00001111	00000000			
	2012 06 25	12:00:00	22	62.909380	8.274297		3D	389	1.7	5	4	1	1	19	616	01000010	708	00001111	11111111			
	2012 06 25	14:00:00	71	62.909428	8.264497		3D	388	6.7	4	7	22	5	14	608	01001010	0	00001111	00000000			
	2012 06 25	16:00:00	61	62.909515	8.257142		3D	398	1.9	5	1	0	0	12	606	01001010	0	00001111	00000000			
	2012 06 25	18:00:00	72	62.909393	8.248462		3D	432	2.3	4	1	26	9	11	604	01000010	0	00001111	00000000			
	2012 06 25	20:00:00	41	62.909503	8.240563		3D	414	3.1	4	0	6	0	10	604	01000010	0	00001111	00000000			
	2012 06 25	22:00:00	71	62.902987	8.223555		3D	403	2.0	5	0	0	0	10	603	01000010	704	00001111	11111111			
	2012 06 26	00:00:00	43	62.902708	8.223055		3D	406	5.6	4	0	0	0	14	608	01000010	0	00001111	00000000			
	2012 06 26	02:00:00	66	62.903702	8.223532		3D	392	1.6	5	5	0	0	11	605	01000010	0	00001111	00000000			
	2012 06 26	04:00:00	42	62.900140	8.222853		3D	390	3.7	4	3	0	0	9	605	01000010	0	00001111	00000000			
	2012 06 26	06:00:00	67	62.900067	8.224170		3D	389	1.2	6	2	1	0	9	603	01000010	0	00001111	00000000			
	2012 06 26	08:00:00	79	62.898337	8.223890		2D	0	3.1	3	0	0	0	10	603	10001010	708	00001111	11111111			
	2012 06 26	10:00:00	66	62.899228	8.225537		3D	409	1.8	4	0	3	2	10	603	01000010	0	00001111	00000000			
	2012 06 26	12:00:00	53	62.896395	8.230132		3D	416	1.7	4	9	19	3	9	603	01000010	0	00001111	00000000			
	2012 06 26	14:00:00		Time Out								36	20	9	601	00001000	0	00001111	00000000			
	2012 06 26	16:00:00	94	62.883672	8.240097		2D	0	2.6	3	0	29	2	10	602	10001010	0	00001111	00000000			
	2012 06 26	18:00:00	66	62.885120	8.237785		3D	457	1.2	8	2	1	0	9	602	01000010	708	00001111	11111111			
	2012 06 26	20:00:00	21	62.885542	8.237280		3D	512	3.3	5	2	3	1	8	608	01000010	0	00001111	00000000			
	2012 06 26	22:00:00	64	62.889332	8.236538		3D	0	12.5	4	1	7	0	8	601	01000010	0	00001111	00000000			
	2012 06 27	00:00:00	58	62.889345	8.237703		3D	479	1.4	5	0	0	0	10	602	01000010	0	00001111	00000000			
	2012 06 27	02:00:00	65	62.889437	8.237378		3D	475	2.7	4	4	0	0	10	603	01000010	0	00001111	00000000			
	2012 06 27	04:00:00	64	62.889427	8.241403		3D	465	2.0	4	0	19	4	8	601	01000010	708	00001111	11111111			
