	Date	Time	TTF	Lat	Long		2D3D	Alt	DOP	SVs	FOM	X	Y	Temp	Bat	Status	SCap	GPS	GSM
	YYYY MM DD

	2013 06 05	13:05:00	73	62.914173	8.184753		3D	50	1.6	5	0	5	11	24	616	01000011	0	00000001	00000000	Init		
	2006 01 01	10:43:00		Time Out								68	65	22	605	00001001	0	00000001	00000000	Init		
	2013 06 13	11:15:00		Time Out								43	36	22	616	00001000	0	00000001	00000000			
	2013 06 13	11:45:00	77	62.987852	8.244883		3D	55	2.3	5	0	47	43	22	616	01000010	0	00000001	00000000			
	2013 06 13	12:15:00	30	62.988267	8.244518		3D	48	4.2	4	0	19	18	24	619	01000010	0	00000001	00000000			
	2013 06 13	12:45:00	61	62.987797	8.244778		2D	0	3.8	3	0	41	32	25	617	10000010	0	00000001	00000000			
	2013 06 13	13:15:00	61	62.987533	8.245078		2D	0	2.9	3	0	7	0	24	617	10000010	0	00000001	00000000			
	2013 06 13	13:45:00	44	62.987473	8.245117		3D	34	1.4	7	0	26	13	23	617	01000010	0	00000001	00000000			
	2013 06 13	14:15:00	30	62.987488	8.245338		3D	38	1.6	6	0	19	12	22	618	01000010	0	00000001	00000000			
	2013 06 13	14:45:00	30	62.987523	8.245058		3D	40	2.4	5	0	0	2	23	619	01000010	0	00000001	00000000			
	2013 06 13	15:15:00	30	62.987492	8.245080		3D	46	2.1	5	0	11	11	22	619	01000010	0	00000001	00000000			
	2013 06 13	15:45:00	30	62.987740	8.244810		3D	36	4.3	4	0	15	9	22	619	01000010	0	00000001	00000000			
	2013 06 13	16:15:00		Time Out								6	5	21	616	00001000	0	00000001	00000000			
	2013 06 13	16:45:00	44	62.988197	8.244888		3D	42	1.8	5	0	7	5	20	617	01000010	0	00000001	00000000			
	2013 06 13	17:15:00	30	62.988175	8.244490		3D	42	1.6	5	0	7	6	18	618	01000010	0	00000001	00000000			
	2013 06 13	17:45:00	39	62.988313	8.241383		3D	74	1.9	4	0	25	28	19	617	01000010	0	00000001	00000000			
	2013 06 13	18:15:00	62	62.985933	8.235937		2D	0	2.4	3	0	41	27	18	615	10000010	0	00000001	00000000			
	2013 06 13	18:45:00	55	62.985312	8.223763		3D	133	2.4	4	0	37	31	17	615	01000010	0	00000001	00000000			
	2013 06 13	19:15:00	44	62.986712	8.224600		3D	243	4.9	4	0	2	0	17	616	01000010	0	00000001	00000000			
	2013 06 13	19:45:00	44	62.985458	8.223905		3D	131	1.4	6	0	0	0	20	616	01000010	0	00000001	00000000			
	2013 06 13	20:15:00	30	62.985455	8.223912		3D	133	1.5	6	0	0	1	20	618	01000010	0	00000001	00000000			
	2013 06 13	20:45:00	30	62.985342	8.225643		3D	115	2.8	5	0	0	0	17	617	01000010	0	00000001	00000000			
	2013 06 13	21:15:00	30	62.986010	8.233295		3D	103	3.9	5	0	6	7	15	617	01000010	0	00000001	00000000			
	2013 06 13	21:45:00	51	62.985965	8.233315		3D	103	5.4	5	0	0	0	16	615	01000010	0	00000001	00000000			
	2013 06 13	22:15:00		Time Out								0	0	18	613	00001000	0	00000001	00000000			
	2013 06 13	22:45:00	44	62.986502	8.233597		3D	136	5.1	4	0	0	0	17	615	01000010	0	00000001	00000000			
	2013 06 13	23:15:00		Time Out								1	0	17	613	00001000	0	00000001	00000000			
	2013 06 13	23:45:00	72	62.985618	8.233987		3D	94	1.8	5	0	3	2	17	615	01000010	0	00000001	00000000			
	2013 06 14	00:15:00	30	62.986093	8.233332		3D	102	2.5	5	0	13	7	18	617	01000010	0	00000001	00000000			
	2013 06 14	00:45:00		Time Out								0	0	16	613	00001000	0	00000001	00000000			
	2013 06 14	01:15:00		Time Out								5	2	16	613	00001000	0	00000001	00000000			
	2013 06 14	01:45:00		Time Out								1	0	16	613	00001000	0	00000001	00000000			
	2013 06 14	02:15:00		Time Out								0	0	16	613	00001000	0	00000001	00000000			
	2013 06 14	02:45:00		Time Out								1	1	18	613	00001000	0	00000001	00000000			
	2013 06 14	03:15:00		Time Out								1	2	16	613	00001000	0	00000001	00000000			
	2013 06 14	03:45:00		Time Out								39	31	17	614	00001000	0	00000001	00000000			
	2013 06 14	04:15:00	52	62.985868	8.233365		3D	99	5.5	4	0	16	13	14	614	01000010	0	00000001	00000000			
	2013 06 14	04:45:00		Time Out								0	0	14	612	00001000	0	00000001	00000000			
	2013 06 14	05:15:00		Time Out								60	50	14	613	00001000	0	00000001	00000000			
	2013 06 14	05:45:00	66	62.984762	8.234022		3D	99	5.8	4	0	36	31	14	613	01000010	0	00000001	00000000			
	2013 06 14	06:15:00	67	62.984695	8.234078		3D	102	8.9	4	0	48	38	14	613	01000010	0	00000001	00000000			
	2013 06 14	06:45:00		Time Out								0	0	12	613	00001000	0	00000001	00000000			
	2013 06 14	07:15:00		Time Out								0	0	13	612	00001000	0	00000001	00000000			
	2013 06 14	07:45:00	76	62.984770	8.229633		2D	0	4.6	3	0	0	0	14	612	10000010	0	00000001	00000000			
