	Date	Time	TTF	Lat	Long		2D3D	Alt	DOP	SVs	FOM	X	Y	Temp	Bat	Status	SCap	GPS	GSM
	YYYY MM DD

	2012 06 07	12:28:00	132	62.984640	8.228143		3D	90	2.6	5	0	58	67	25	605	01000011	0	00000001	00000000	Init		
	2012 06 07	12:45:00	30	62.984610	8.228153		3D	60	2.7	5	0	7	2	25	619	01000010	0	00000001	00000000			
	2012 06 07	13:15:00	30	62.984567	8.228462		3D	100	3.9	5	0	0	0	26	620	01000010	0	00000001	00000000			
	2012 06 07	13:45:00	30	62.984607	8.223702		3D	153	7.0	4	0	16	11	19	617	01000010	0	00000001	00000000			
	2012 06 07	14:15:00	44	62.984375	8.223362		3D	122	1.1	6	0	2	5	17	612	01000010	0	00000001	00000000			
	2012 06 07	14:45:00	30	62.984397	8.223208		3D	105	3.0	5	0	0	0	18	614	01000010	0	00000001	00000000			
	2012 06 07	15:15:00	30	62.984350	8.223440		3D	133	1.4	5	0	0	0	18	614	01000010	0	00000001	00000000			
	2012 06 07	15:45:00	41	62.984690	8.223593		3D	117	2.0	4	0	29	24	18	614	01000010	0	00000001	00000000			
	2012 06 07	16:15:00	44	62.985442	8.223960		3D	132	2.4	4	0	2	1	21	613	01000010	0	00000001	00000000			
	2012 06 07	16:45:00	63	62.986358	8.224592		3D	298	3.6	4	0	1	0	20	615	01000010	0	00000001	00000000			
	2012 06 07	17:15:00	63	62.986627	8.223525		2D	0	6.1	3	0	41	39	14	610	10000010	0	00000001	00000000			
	2012 06 07	17:45:00	63	62.985855	8.223912		3D	143	5.2	5	0	44	37	13	608	01000010	0	00000001	00000000			
	2012 06 07	18:15:00	30	62.985850	8.224775		3D	134	3.3	5	0	21	13	12	609	01000010	0	00000001	00000000			
	2012 06 07	18:45:00	43	62.985572	8.224808		3D	108	1.2	5	0	28	23	11	608	01000010	0	00000001	00000000			
	2012 06 07	19:15:00	30	62.985552	8.225072		3D	113	1.3	5	0	0	0	11	608	01000010	0	00000001	00000000			
	2012 06 07	19:45:00	30	62.985637	8.225132		3D	137	1.6	4	0	0	0	13	610	01000010	0	00000001	00000000			
	2012 06 07	20:15:00	44	62.985350	8.226597		3D	115	4.0	4	0	32	30	10	607	01000010	0	00000001	00000000			
	2012 06 07	20:45:00	39	62.985703	8.224962		3D	127	1.6	6	0	30	17	9	605	01000010	0	00000001	00000000			
	2012 06 07	21:15:00	30	62.985593	8.223472		3D	146	3.0	6	0	16	13	8	605	01000010	0	00000001	00000000			
	2012 06 07	21:45:00	30	62.985705	8.223662		3D	137	3.5	6	0	14	10	8	605	01000010	0	00000001	00000000			
	2012 06 07	22:15:00	30	62.985213	8.224558		3D	119	6.4	5	0	1	0	8	604	01000010	0	00000001	00000000			
	2012 06 07	22:45:00	30	62.985228	8.224493		3D	120	5.0	5	0	11	6	8	604	01000010	0	00000001	00000000			
	2012 06 07	23:15:00	44	62.985277	8.224533		3D	118	1.4	6	0	0	0	9	605	01000010	0	00000001	00000000			
	2012 06 07	23:45:00	30	62.985300	8.224560		3D	119	1.4	6	0	1	0	8	604	01000010	0	00000001	00000000			
	2012 06 08	00:15:00	30	62.984930	8.227412		3D	117	1.8	6	0	2	2	8	604	01000010	0	00000001	00000000			
	2012 06 08	00:45:00	45	62.984908	8.226933		3D	107	1.4	6	0	0	0	9	605	01000010	0	00000001	00000000			
	2012 06 08	01:15:00	30	62.984955	8.226990		3D	110	1.2	6	0	0	0	10	605	01000010	0	00000001	00000000			
	2012 06 08	01:45:00	30	62.985062	8.226565		3D	94	5.0	5	0	2	0	11	607	01000010	0	00000001	00000000			
	2012 06 08	02:15:00	44	62.984980	8.226563		3D	104	2.2	5	0	9	6	7	603	01000010	0	00000001	00000000			
	2012 06 08	02:45:00	30	62.984987	8.226813		3D	114	2.5	5	0	1	1	8	603	01000010	0	00000001	00000000			
	2012 06 08	03:15:00	30	62.984980	8.227310		3D	115	3.0	5	0	16	11	13	610	01000010	0	00000001	00000000			
	2012 06 08	03:45:00	46	62.984662	8.224132		3D	109	1.1	6	0	30	29	10	606	01000010	0	00000001	00000000			
	2012 06 08	04:15:00	37	62.985700	8.224780		3D	130	1.2	6	0	27	22	9	606	01000010	0	00000001	00000000			
	2012 06 08	04:45:00	30	62.985763	8.224718		3D	133	1.3	5	0	24	14	9	605	01000010	0	00000001	00000000			
	2012 06 08	05:15:00	46	62.985887	8.224452		3D	143	1.3	4	0	28	31	9	603	01000010	0	00000001	00000000			
	2012 06 08	05:45:00	44	62.985687	8.224372		3D	128	1.1	8	0	1	0	11	606	01000010	0	00000001	00000000			
	2012 06 08	06:15:00	30	62.985650	8.224235		3D	131	1.1	8	0	0	0	14	610	01000010	0	00000001	00000000			
	2012 06 08	06:45:00	30	62.985680	8.224395		3D	119	1.3	7	0	1	0	15	611	01000010	0	00000001	00000000			
	2012 06 08	07:15:00	30	62.985858	8.224452		3D	144	1.6	6	0	20	13	13	611	01000010	0	00000001	00000000			
	2012 06 08	07:45:00	30	62.985755	8.224617		3D	120	1.5	5	0	17	16	11	608	01000010	0	00000001	00000000			
	2012 06 08	08:15:00	43	62.985788	8.224425		3D	110	1.6	6	0	0	0	13	609	01000010	0	00000001	00000000			
	2012 06 08	08:45:00	30	62.985817	8.224567		3D	132	1.6	6	0	0	0	16	612	01000010	0	00000001	00000000			
	2012 06 08	09:15:00	30	62.985723	8.224388		3D	123	2.2	5	0	0	0	18	614	01000010	0	00000001	00000000			
	2012 06 08	09:45:00	30	62.985358	8.223812		3D	127	3.6	4	0	14	12	14	612	01000010	0	00000001	00000000			
	2012 06 08	10:15:00	30	62.984230	8.224775		3D	127	7.5	4	0	17	16	18	614	01000010	0	00000001	00000000			
	2012 06 08	10:45:00	46	62.985770	8.224950		3D	123	2.4	4	0	33	28	16	612	01000010	0	00000001	00000000			
	2012 06 08	11:15:00	44	62.985130	8.225287		3D	109	2.4	5	0	17	12	23	616	01000010	0	00000001	00000000			
	2012 06 08	11:45:00	30	62.985023	8.227288		3D	109	2.8	5	0	0	0	21	616	01000010	0	00000001	00000000			
	2012 06 08	12:15:00	45	62.984945	8.227280		3D	101	1.6	7	0	0	0	23	616	01000010	0	00000001	00000000			
	2012 06 08	12:45:00	30	62.984887	8.225360		3D	105	1.2	8	0	13	2	23	617	01000010	0	00000001	00000000			
	2012 06 08	13:15:00	30	62.984083	8.224470		3D	131	1.7	6	0	17	12	19	616	01000010	0	00000001	00000000			
