	Date	Time	TTF	Lat	Long		2D3D	Alt	DOP	SVs	FOM	X	Y	Temp	Bat	Status	SCap	GPS	GSM
	YYYY MM DD

	2014 06 23	14:15:00		Time Out								36	39	20	614	00001000	0	00000001	00000000			
	2014 06 23	14:45:00	86	62.986093	8.248073		2D	0	3.0	3	0	34	31	19	615	10000010	0	00000001	00000000			
	2014 06 23	15:15:00		Time Out								28	26	23	614	00001000	0	00000001	00000000			
	2014 06 23	15:45:00	70	62.990053	8.205438		3D	332	1.3	6	0	46	28	16	615	01000010	0	00000001	00000000			
	2014 06 23	16:15:00	63	62.989462	8.199787		3D	316	3.5	4	0	35	26	11	608	01000010	0	00000001	00000000			
	2014 06 23	16:45:00	70	62.992213	8.204215		2D	0	4.2	3	0	45	30	9	608	10000010	0	00000001	00000000			
	2014 06 23	17:15:00	69	62.989673	8.197930		3D	330	2.3	5	0	39	26	9	609	01000010	0	00000001	00000000			
	2014 06 23	17:45:00	86	62.987725	8.193908		2D	0	2.3	3	0	58	43	8	609	10000010	0	00000001	00000000			
	2014 06 23	18:15:00	45	62.988062	8.193905		3D	320	8.5	4	0	20	11	8	609	01000010	0	00000001	00000000			
	2014 06 23	18:45:00	63	62.988253	8.193962		3D	329	2.0	5	0	4	15	8	608	01000010	0	00000001	00000000			
	2014 06 23	19:15:00	45	62.988473	8.193653		3D	301	2.7	4	0	24	17	8	609	01000010	0	00000001	00000000			
	2014 06 23	19:45:00	69	62.987627	8.192533		3D	151	2.5	4	0	27	21	7	608	01000010	0	00000001	00000000			
	2014 06 23	20:15:00	45	62.988140	8.194578		3D	318	2.1	5	0	12	3	7	610	01000010	0	00000001	00000000			
	2014 06 23	20:45:00	45	62.988087	8.194528		3D	327	4.7	5	0	29	24	9	611	01000010	0	00000001	00000000			
	2014 06 23	21:15:00	75	62.988295	8.194632		3D	317	4.6	4	0	1	1	10	611	01000010	0	00000001	00000000			
	2014 06 23	21:45:00		Time Out								0	0	11	610	00001000	0	00000001	00000000			
