	Date	Time	TTF	Lat	Long		2D3D	Alt	DOP	SVs	FOM	X	Y	Temp	Bat	Status	SCap	GPS	GSM
	YYYY MM DD

	2014 06 03	15:15:00	30	62.911142	8.210660		3D	38	1.9	4	0	14	11	22	624	01000010	0	00000001	00000000			
	2014 06 03	15:45:00	30	62.911815	8.209750		3D	60	4.1	4	0	21	18	21	623	01000010	0	00000001	00000000			
	2014 06 03	16:15:00	45	62.909133	8.211777		3D	62	1.9	6	0	11	10	20	622	01000010	0	00000001	00000000			
	2014 06 03	16:45:00	30	62.908937	8.212027		3D	81	1.2	6	0	12	7	20	623	01000010	0	00000001	00000000			
	2014 06 03	17:15:00	30	62.909325	8.210368		3D	216	2.5	4	0	4	6	21	623	01000010	0	00000001	00000000			
	2014 06 03	17:45:00	71	62.908898	8.211478		3D	59	1.1	5	0	43	35	21	621	01000010	0	00000001	00000000			
	2014 06 03	18:15:00	30	62.909267	8.212072		3D	56	1.1	5	0	1	1	23	623	01000010	0	00000001	00000000			
	2014 06 03	18:45:00	67	62.908350	8.210312		3D	61	2.9	5	0	29	27	20	621	01000010	0	00000001	00000000			
	2014 06 03	19:15:00	30	62.909265	8.212015		3D	75	5.2	4	0	12	4	18	621	01000010	0	00000001	00000000			
	2014 06 03	19:45:00	30	62.908715	8.211250		3D	55	2.5	4	0	12	11	16	620	01000010	0	00000001	00000000			
	2014 06 03	20:15:00	35	62.908597	8.210580		3D	72	1.6	6	0	14	10	16	619	01000010	0	00000001	00000000			
	2014 06 03	20:45:00	30	62.909252	8.212235		3D	68	1.8	6	0	16	7	15	619	01000010	0	00000001	00000000			
	2014 06 03	21:15:00	30	62.909292	8.212535		3D	78	5.1	5	0	1	2	15	619	01000010	0	00000001	00000000			
	2014 06 03	21:45:00	30	62.909278	8.212583		3D	75	3.2	4	0	0	0	15	619	01000010	0	00000001	00000000			
	2014 06 03	22:15:00	42	62.909338	8.212412		3D	68	0.9	9	0	0	0	15	619	01000010	0	00000001	00000000			
	2014 06 03	22:45:00	30	62.909367	8.212542		3D	65	1.1	8	0	0	1	14	619	01000010	0	00000001	00000000			
	2014 06 03	23:15:00	30	62.909390	8.212623		3D	71	1.2	7	0	7	8	12	618	01000010	0	00000001	00000000			
	2014 06 03	23:45:00	30	62.909327	8.212187		3D	87	4.2	5	0	1	0	12	618	01000010	0	00000001	00000000			
	2014 06 04	00:15:00	30	62.909152	8.212105		3D	86	4.2	4	0	0	0	13	619	01000010	0	00000001	00000000			
	2014 06 04	00:45:00	43	62.909950	8.213105		3D	63	2.2	5	0	10	13	13	619	01000010	0	00000001	00000000			
	2014 06 04	01:15:00	30	62.908007	8.209915		3D	75	2.5	4	0	11	16	13	619	01000010	0	00000001	00000000			
	2014 06 04	01:45:00	43	62.909022	8.211828		3D	63	1.7	5	0	25	20	13	619	01000010	0	00000001	00000000			
	2014 06 04	02:15:00	30	62.909120	8.211958		3D	55	1.5	5	0	18	13	14	620	01000010	0	00000001	00000000			
	2014 06 04	02:45:00	32	62.909757	8.212237		3D	170	1.0	8	0	1	0	14	621	01000010	0	00000001	00000000			
	2014 06 04	03:15:00	30	62.908598	8.210443		3D	64	1.2	6	0	11	9	16	622	01000010	0	00000001	00000000			
	2014 06 04	03:45:00	30	62.908312	8.210157		3D	48	1.7	4	0	15	12	14	621	01000010	0	00000001	00000000			
