Navn;Stasjon;Tid(norsk normaltid);Lufttemperatur
Sunndalsøra Iii;SN63420;19.06.2012 05:00;9,6
Sunndalsøra Iii;SN63420;19.06.2012 06:00;9,7
Sunndalsøra Iii;SN63420;19.06.2012 07:00;9
Sunndalsøra Iii;SN63420;19.06.2012 08:00;10,1
Sunndalsøra Iii;SN63420;19.06.2012 09:00;10,9
Sunndalsøra Iii;SN63420;19.06.2012 10:00;10,5
Sunndalsøra Iii;SN63420;19.06.2012 11:00;12
Sunndalsøra Iii;SN63420;19.06.2012 12:00;11,3
Sunndalsøra Iii;SN63420;19.06.2012 13:00;13,1
Sunndalsøra Iii;SN63420;19.06.2012 14:00;12,9
Sunndalsøra Iii;SN63420;19.06.2012 15:00;13,4
Sunndalsøra Iii;SN63420;19.06.2012 16:00;12,9
Sunndalsøra Iii;SN63420;19.06.2012 17:00;13,2
Sunndalsøra Iii;SN63420;19.06.2012 18:00;14
Sunndalsøra Iii;SN63420;19.06.2012 19:00;13,5
Sunndalsøra Iii;SN63420;19.06.2012 20:00;12,5
Sunndalsøra Iii;SN63420;19.06.2012 21:00;12,4
Sunndalsøra Iii;SN63420;19.06.2012 22:00;11,3
Sunndalsøra Iii;SN63420;19.06.2012 23:00;10,2
Sunndalsøra Iii;SN63420;20.06.2012 00:00;9,2
Sunndalsøra Iii;SN63420;20.06.2012 01:00;7,2
Sunndalsøra Iii;SN63420;20.06.2012 02:00;7
Sunndalsøra Iii;SN63420;20.06.2012 03:00;7,2
Sunndalsøra Iii;SN63420;20.06.2012 04:00;7,3
Sunndalsøra Iii;SN63420;20.06.2012 05:00;7,7
Sunndalsøra Iii;SN63420;20.06.2012 06:00;8,2
Sunndalsøra Iii;SN63420;20.06.2012 07:00;9,4
Sunndalsøra Iii;SN63420;20.06.2012 08:00;10
Sunndalsøra Iii;SN63420;20.06.2012 09:00;10,8
Sunndalsøra Iii;SN63420;20.06.2012 10:00;12,3
Sunndalsøra Iii;SN63420;20.06.2012 11:00;14,5
Sunndalsøra Iii;SN63420;20.06.2012 12:00;12,3
Sunndalsøra Iii;SN63420;20.06.2012 13:00;14,2
Sunndalsøra Iii;SN63420;20.06.2012 14:00;13,9
Sunndalsøra Iii;SN63420;20.06.2012 15:00;15,4
Sunndalsøra Iii;SN63420;20.06.2012 16:00;13,5
Sunndalsøra Iii;SN63420;20.06.2012 17:00;12,8
Sunndalsøra Iii;SN63420;20.06.2012 18:00;12,6
Sunndalsøra Iii;SN63420;20.06.2012 19:00;11,7
Sunndalsøra Iii;SN63420;20.06.2012 20:00;11,9
Sunndalsøra Iii;SN63420;20.06.2012 21:00;10,9
Sunndalsøra Iii;SN63420;20.06.2012 22:00;10
Sunndalsøra Iii;SN63420;20.06.2012 23:00;9,7
Sunndalsøra Iii;SN63420;21.06.2012 00:00;9,7
Sunndalsøra Iii;SN63420;21.06.2012 01:00;9,4
Sunndalsøra Iii;SN63420;21.06.2012 02:00;9,2
Sunndalsøra Iii;SN63420;21.06.2012 03:00;8,3
Sunndalsøra Iii;SN63420;21.06.2012 04:00;8,4
Sunndalsøra Iii;SN63420;21.06.2012 05:00;8,2
Sunndalsøra Iii;SN63420;21.06.2012 06:00;8,6
Sunndalsøra Iii;SN63420;21.06.2012 07:00;8,8
Sunndalsøra Iii;SN63420;21.06.2012 08:00;11,4
Sunndalsøra Iii;SN63420;21.06.2012 09:00;12
Sunndalsøra Iii;SN63420;21.06.2012 10:00;12,8
Sunndalsøra Iii;SN63420;21.06.2012 11:00;13,3
Sunndalsøra Iii;SN63420;21.06.2012 12:00;14,6
Sunndalsøra Iii;SN63420;21.06.2012 13:00;15,7
Sunndalsøra Iii;SN63420;21.06.2012 14:00;16,7
Sunndalsøra Iii;SN63420;21.06.2012 15:00;17,1
Sunndalsøra Iii;SN63420;21.06.2012 16:00;18,2
Sunndalsøra Iii;SN63420;21.06.2012 17:00;18,5
Sunndalsøra Iii;SN63420;21.06.2012 18:00;18,4
Sunndalsøra Iii;SN63420;21.06.2012 19:00;18,2
Sunndalsøra Iii;SN63420;21.06.2012 20:00;16,6
Sunndalsøra Iii;SN63420;21.06.2012 21:00;14,5
Sunndalsøra Iii;SN63420;21.06.2012 22:00;13,5
Sunndalsøra Iii;SN63420;21.06.2012 23:00;12,2
Sunndalsøra Iii;SN63420;22.06.2012 00:00;12,3
Sunndalsøra Iii;SN63420;22.06.2012 01:00;13,9
Sunndalsøra Iii;SN63420;22.06.2012 02:00;14,1
Sunndalsøra Iii;SN63420;22.06.2012 03:00;13,7
Sunndalsøra Iii;SN63420;22.06.2012 04:00;13,4
Sunndalsøra Iii;SN63420;22.06.2012 05:00;13,1
Sunndalsøra Iii;SN63420;22.06.2012 06:00;13,3
Sunndalsøra Iii;SN63420;22.06.2012 07:00;13,6
Sunndalsøra Iii;SN63420;22.06.2012 08:00;17,6
Sunndalsøra Iii;SN63420;22.06.2012 09:00;20,5
Sunndalsøra Iii;SN63420;22.06.2012 10:00;22,8
Sunndalsøra Iii;SN63420;22.06.2012 11:00;23,4
Sunndalsøra Iii;SN63420;22.06.2012 12:00;23,3
Sunndalsøra Iii;SN63420;22.06.2012 13:00;22,6
Sunndalsøra Iii;SN63420;22.06.2012 14:00;23,2
Sunndalsøra Iii;SN63420;22.06.2012 15:00;22,8
Sunndalsøra Iii;SN63420;22.06.2012 16:00;23
Sunndalsøra Iii;SN63420;22.06.2012 17:00;22,7
Sunndalsøra Iii;SN63420;22.06.2012 18:00;22,3
Sunndalsøra Iii;SN63420;22.06.2012 19:00;21,6
Sunndalsøra Iii;SN63420;22.06.2012 20:00;21,3
Sunndalsøra Iii;SN63420;22.06.2012 21:00;19,9
Sunndalsøra Iii;SN63420;22.06.2012 22:00;19,1
Sunndalsøra Iii;SN63420;22.06.2012 23:00;19,3
Sunndalsøra Iii;SN63420;23.06.2012 00:00;18,8
Sunndalsøra Iii;SN63420;23.06.2012 01:00;18,3
Sunndalsøra Iii;SN63420;23.06.2012 02:00;16,5
Sunndalsøra Iii;SN63420;23.06.2012 03:00;14,6
Sunndalsøra Iii;SN63420;23.06.2012 04:00;14,9
Sunndalsøra Iii;SN63420;23.06.2012 05:00;14,9
Sunndalsøra Iii;SN63420;23.06.2012 06:00;16,1
Sunndalsøra Iii;SN63420;23.06.2012 07:00;18
Sunndalsøra Iii;SN63420;23.06.2012 08:00;19
Sunndalsøra Iii;SN63420;23.06.2012 09:00;18,6
Sunndalsøra Iii;SN63420;23.06.2012 10:00;18,6
Sunndalsøra Iii;SN63420;23.06.2012 11:00;19,8
Sunndalsøra Iii;SN63420;23.06.2012 12:00;20,4
Sunndalsøra Iii;SN63420;23.06.2012 13:00;20,7
Sunndalsøra Iii;SN63420;23.06.2012 14:00;19,9
Sunndalsøra Iii;SN63420;23.06.2012 15:00;20,3
Sunndalsøra Iii;SN63420;23.06.2012 16:00;21,3
Sunndalsøra Iii;SN63420;23.06.2012 17:00;20
Sunndalsøra Iii;SN63420;23.06.2012 18:00;19,3
Sunndalsøra Iii;SN63420;23.06.2012 19:00;19,5
Sunndalsøra Iii;SN63420;23.06.2012 20:00;19,1
Sunndalsøra Iii;SN63420;23.06.2012 21:00;17,7
Sunndalsøra Iii;SN63420;23.06.2012 22:00;17,2
Sunndalsøra Iii;SN63420;23.06.2012 23:00;17
Sunndalsøra Iii;SN63420;24.06.2012 00:00;17,1
Sunndalsøra Iii;SN63420;24.06.2012 01:00;16,5
Sunndalsøra Iii;SN63420;24.06.2012 02:00;16
Sunndalsøra Iii;SN63420;24.06.2012 03:00;15,8
Sunndalsøra Iii;SN63420;24.06.2012 04:00;15,4
Sunndalsøra Iii;SN63420;24.06.2012 05:00;14,2
Sunndalsøra Iii;SN63420;24.06.2012 06:00;14,3
Sunndalsøra Iii;SN63420;24.06.2012 07:00;15,6
Sunndalsøra Iii;SN63420;24.06.2012 08:00;17,4
Sunndalsøra Iii;SN63420;24.06.2012 09:00;18,4
Sunndalsøra Iii;SN63420;24.06.2012 10:00;20,6
Sunndalsøra Iii;SN63420;24.06.2012 11:00;21,2
Sunndalsøra Iii;SN63420;24.06.2012 12:00;21,1
Sunndalsøra Iii;SN63420;24.06.2012 13:00;21,2
Sunndalsøra Iii;SN63420;24.06.2012 14:00;20,5
Sunndalsøra Iii;SN63420;24.06.2012 15:00;21,7
Sunndalsøra Iii;SN63420;24.06.2012 16:00;21,7
Sunndalsøra Iii;SN63420;24.06.2012 17:00;20
Sunndalsøra Iii;SN63420;24.06.2012 18:00;19,5
Sunndalsøra Iii;SN63420;24.06.2012 19:00;18,8
Sunndalsøra Iii;SN63420;24.06.2012 20:00;18,4
Sunndalsøra Iii;SN63420;24.06.2012 21:00;17,2
Sunndalsøra Iii;SN63420;24.06.2012 22:00;14,5
Sunndalsøra Iii;SN63420;24.06.2012 23:00;13
Sunndalsøra Iii;SN63420;25.06.2012 00:00;12,8
Sunndalsøra Iii;SN63420;25.06.2012 01:00;12,3
Sunndalsøra Iii;SN63420;25.06.2012 02:00;11,5
Sunndalsøra Iii;SN63420;25.06.2012 03:00;11,2
Sunndalsøra Iii;SN63420;25.06.2012 04:00;11,2
Sunndalsøra Iii;SN63420;25.06.2012 05:00;11,5
Sunndalsøra Iii;SN63420;25.06.2012 06:00;12
Sunndalsøra Iii;SN63420;25.06.2012 07:00;12,6
Sunndalsøra Iii;SN63420;25.06.2012 08:00;13,5
Sunndalsøra Iii;SN63420;25.06.2012 09:00;14,1
Sunndalsøra Iii;SN63420;25.06.2012 10:00;15,4
Sunndalsøra Iii;SN63420;25.06.2012 11:00;15,1
Sunndalsøra Iii;SN63420;25.06.2012 12:00;15,5
Sunndalsøra Iii;SN63420;25.06.2012 13:00;16,8
Sunndalsøra Iii;SN63420;25.06.2012 14:00;16,5
Sunndalsøra Iii;SN63420;25.06.2012 15:00;16,2
Sunndalsøra Iii;SN63420;25.06.2012 16:00;16,4
Sunndalsøra Iii;SN63420;25.06.2012 17:00;15,5
Sunndalsøra Iii;SN63420;25.06.2012 18:00;14,7
Sunndalsøra Iii;SN63420;25.06.2012 19:00;14,4
Sunndalsøra Iii;SN63420;25.06.2012 20:00;14,3
Sunndalsøra Iii;SN63420;25.06.2012 21:00;13,1
Sunndalsøra Iii;SN63420;25.06.2012 22:00;12,8
Sunndalsøra Iii;SN63420;25.06.2012 23:00;12,2
Sunndalsøra Iii;SN63420;26.06.2012 00:00;11,9
Sunndalsøra Iii;SN63420;26.06.2012 01:00;11,2
Sunndalsøra Iii;SN63420;26.06.2012 02:00;10,8
Sunndalsøra Iii;SN63420;26.06.2012 03:00;10,4
Sunndalsøra Iii;SN63420;26.06.2012 04:00;10,2
Sunndalsøra Iii;SN63420;26.06.2012 05:00;10,3
Sunndalsøra Iii;SN63420;26.06.2012 06:00;10,6
Sunndalsøra Iii;SN63420;26.06.2012 07:00;10,4
Sunndalsøra Iii;SN63420;26.06.2012 08:00;10,8
Sunndalsøra Iii;SN63420;26.06.2012 09:00;10,9
Sunndalsøra Iii;SN63420;26.06.2012 10:00;10,8
Sunndalsøra Iii;SN63420;26.06.2012 11:00;11
Sunndalsøra Iii;SN63420;26.06.2012 12:00;10,9
Sunndalsøra Iii;SN63420;26.06.2012 13:00;10,8
Sunndalsøra Iii;SN63420;26.06.2012 14:00;11,2
Sunndalsøra Iii;SN63420;26.06.2012 15:00;10,9
Sunndalsøra Iii;SN63420;26.06.2012 16:00;10,4
Sunndalsøra Iii;SN63420;26.06.2012 17:00;10,4
Sunndalsøra Iii;SN63420;26.06.2012 18:00;10,8
Sunndalsøra Iii;SN63420;26.06.2012 19:00;11,6
Sunndalsøra Iii;SN63420;26.06.2012 20:00;11,5
Sunndalsøra Iii;SN63420;26.06.2012 21:00;11,2
Sunndalsøra Iii;SN63420;26.06.2012 22:00;10,7
Sunndalsøra Iii;SN63420;26.06.2012 23:00;9,4
Sunndalsøra Iii;SN63420;27.06.2012 00:00;9,9
Sunndalsøra Iii;SN63420;27.06.2012 01:00;9,7
Sunndalsøra Iii;SN63420;27.06.2012 02:00;9,1
Sunndalsøra Iii;SN63420;27.06.2012 03:00;9,1
Sunndalsøra Iii;SN63420;27.06.2012 04:00;8,9
Sunndalsøra Iii;SN63420;27.06.2012 05:00;9,3
Sunndalsøra Iii;SN63420;27.06.2012 06:00;9,3
Sunndalsøra Iii;SN63420;27.06.2012 07:00;9,7
Sunndalsøra Iii;SN63420;27.06.2012 08:00;10,6
Sunndalsøra Iii;SN63420;27.06.2012 09:00;12,5
Sunndalsøra Iii;SN63420;27.06.2012 10:00;13,8
Sunndalsøra Iii;SN63420;27.06.2012 11:00;14,7
Sunndalsøra Iii;SN63420;27.06.2012 12:00;15,1
Sunndalsøra Iii;SN63420;27.06.2012 13:00;14,5
Sunndalsøra Iii;SN63420;27.06.2012 14:00;13,9
Sunndalsøra Iii;SN63420;27.06.2012 15:00;13,3
Sunndalsøra Iii;SN63420;27.06.2012 16:00;14,1
Sunndalsøra Iii;SN63420;27.06.2012 17:00;14,4
Sunndalsøra Iii;SN63420;27.06.2012 18:00;13,5
Sunndalsøra Iii;SN63420;27.06.2012 19:00;12,6
Sunndalsøra Iii;SN63420;27.06.2012 20:00;12
Sunndalsøra Iii;SN63420;27.06.2012 21:00;11,7
Sunndalsøra Iii;SN63420;27.06.2012 22:00;11,2
Sunndalsøra Iii;SN63420;27.06.2012 23:00;11,1
Sunndalsøra Iii;SN63420;28.06.2012 00:00;10,1
Sunndalsøra Iii;SN63420;28.06.2012 01:00;10,4
Sunndalsøra Iii;SN63420;28.06.2012 02:00;10,2
Sunndalsøra Iii;SN63420;28.06.2012 03:00;10,1
Sunndalsøra Iii;SN63420;28.06.2012 04:00;9,7
Sunndalsøra Iii;SN63420;28.06.2012 05:00;9,5
Sunndalsøra Iii;SN63420;28.06.2012 06:00;10,2
Sunndalsøra Iii;SN63420;28.06.2012 07:00;10,4
Sunndalsøra Iii;SN63420;28.06.2012 08:00;11,1
Sunndalsøra Iii;SN63420;28.06.2012 09:00;11,7
Sunndalsøra Iii;SN63420;28.06.2012 10:00;13,1
Sunndalsøra Iii;SN63420;28.06.2012 11:00;13,5
Sunndalsøra Iii;SN63420;28.06.2012 12:00;14,3
Sunndalsøra Iii;SN63420;28.06.2012 13:00;14,7
Sunndalsøra Iii;SN63420;28.06.2012 14:00;15,5
Sunndalsøra Iii;SN63420;28.06.2012 15:00;16,2
Sunndalsøra Iii;SN63420;28.06.2012 16:00;16,5
Sunndalsøra Iii;SN63420;28.06.2012 17:00;16,7
Sunndalsøra Iii;SN63420;28.06.2012 18:00;16,5
Sunndalsøra Iii;SN63420;28.06.2012 19:00;16,3
Sunndalsøra Iii;SN63420;28.06.2012 20:00;15,9
Sunndalsøra Iii;SN63420;28.06.2012 21:00;13
Sunndalsøra Iii;SN63420;28.06.2012 22:00;12,2
Sunndalsøra Iii;SN63420;28.06.2012 23:00;10,7
Sunndalsøra Iii;SN63420;29.06.2012 00:00;9,9
Sunndalsøra Iii;SN63420;29.06.2012 01:00;9,7
Sunndalsøra Iii;SN63420;29.06.2012 02:00;9,5
Sunndalsøra Iii;SN63420;29.06.2012 03:00;9,3
Sunndalsøra Iii;SN63420;29.06.2012 04:00;12,2
Sunndalsøra Iii;SN63420;29.06.2012 05:00;11,4
Sunndalsøra Iii;SN63420;29.06.2012 06:00;10,8
Sunndalsøra Iii;SN63420;29.06.2012 07:00;10,5
Sunndalsøra Iii;SN63420;29.06.2012 08:00;11,3
Sunndalsøra Iii;SN63420;29.06.2012 09:00;12,6
Sunndalsøra Iii;SN63420;29.06.2012 10:00;14,7
Sunndalsøra Iii;SN63420;29.06.2012 11:00;15,1
Sunndalsøra Iii;SN63420;29.06.2012 12:00;15,3
Sunndalsøra Iii;SN63420;29.06.2012 13:00;17,6
Sunndalsøra Iii;SN63420;29.06.2012 14:00;20,8
Sunndalsøra Iii;SN63420;29.06.2012 15:00;20,3
Sunndalsøra Iii;SN63420;29.06.2012 16:00;19,2
Sunndalsøra Iii;SN63420;29.06.2012 17:00;20,6
Sunndalsøra Iii;SN63420;29.06.2012 18:00;20
Sunndalsøra Iii;SN63420;29.06.2012 19:00;18,6
Sunndalsøra Iii;SN63420;29.06.2012 20:00;18,7
Sunndalsøra Iii;SN63420;29.06.2012 21:00;18,1
Sunndalsøra Iii;SN63420;29.06.2012 22:00;18,6
Sunndalsøra Iii;SN63420;29.06.2012 23:00;18,4
Sunndalsøra Iii;SN63420;30.06.2012 00:00;18,1
Sunndalsøra Iii;SN63420;30.06.2012 01:00;17,6
Sunndalsøra Iii;SN63420;30.06.2012 02:00;17,1
Sunndalsøra Iii;SN63420;30.06.2012 03:00;17,5
Sunndalsøra Iii;SN63420;30.06.2012 04:00;16,9
Sunndalsøra Iii;SN63420;30.06.2012 05:00;16
Sunndalsøra Iii;SN63420;30.06.2012 06:00;15,7
Sunndalsøra Iii;SN63420;30.06.2012 07:00;15,4
Sunndalsøra Iii;SN63420;30.06.2012 08:00;15,3
Sunndalsøra Iii;SN63420;30.06.2012 09:00;15,9
Sunndalsøra Iii;SN63420;30.06.2012 10:00;17,7
Sunndalsøra Iii;SN63420;30.06.2012 11:00;19,1
Sunndalsøra Iii;SN63420;30.06.2012 12:00;20,4
Sunndalsøra Iii;SN63420;30.06.2012 13:00;20,1
Sunndalsøra Iii;SN63420;30.06.2012 14:00;20,4
Sunndalsøra Iii;SN63420;30.06.2012 15:00;22,1
Sunndalsøra Iii;SN63420;30.06.2012 16:00;21,5
Sunndalsøra Iii;SN63420;30.06.2012 17:00;21,3
Sunndalsøra Iii;SN63420;30.06.2012 18:00;21,3
Sunndalsøra Iii;SN63420;30.06.2012 19:00;20,8
Sunndalsøra Iii;SN63420;30.06.2012 20:00;20,8
Sunndalsøra Iii;SN63420;30.06.2012 21:00;20,7
Sunndalsøra Iii;SN63420;30.06.2012 22:00;18,1
Sunndalsøra Iii;SN63420;30.06.2012 23:00;16,8
Sunndalsøra Iii;SN63420;01.07.2012 00:00;14,7
Sunndalsøra Iii;SN63420;01.07.2012 01:00;14,1
Sunndalsøra Iii;SN63420;01.07.2012 02:00;13,3
Sunndalsøra Iii;SN63420;01.07.2012 03:00;13,7
Sunndalsøra Iii;SN63420;01.07.2012 04:00;14,2
Sunndalsøra Iii;SN63420;01.07.2012 05:00;14,8
Sunndalsøra Iii;SN63420;01.07.2012 06:00;12,2
Sunndalsøra Iii;SN63420;01.07.2012 07:00;12,4
Sunndalsøra Iii;SN63420;01.07.2012 08:00;13,5
Sunndalsøra Iii;SN63420;01.07.2012 09:00;15,9
Sunndalsøra Iii;SN63420;01.07.2012 10:00;16,2
Sunndalsøra Iii;SN63420;01.07.2012 11:00;15,6
Sunndalsøra Iii;SN63420;01.07.2012 12:00;15
Sunndalsøra Iii;SN63420;01.07.2012 13:00;14,6
Sunndalsøra Iii;SN63420;01.07.2012 14:00;15,7
Sunndalsøra Iii;SN63420;01.07.2012 15:00;16,1
Sunndalsøra Iii;SN63420;01.07.2012 16:00;18,2
Sunndalsøra Iii;SN63420;01.07.2012 17:00;19,7
Sunndalsøra Iii;SN63420;01.07.2012 18:00;17,4
Sunndalsøra Iii;SN63420;01.07.2012 19:00;19,3
Sunndalsøra Iii;SN63420;01.07.2012 20:00;15,8
Sunndalsøra Iii;SN63420;01.07.2012 21:00;15,4
Sunndalsøra Iii;SN63420;01.07.2012 22:00;15
Sunndalsøra Iii;SN63420;01.07.2012 23:00;14,7
Sunndalsøra Iii;SN63420;02.07.2012 00:00;13,2
Sunndalsøra Iii;SN63420;02.07.2012 01:00;12,5
Sunndalsøra Iii;SN63420;02.07.2012 02:00;11,5
Sunndalsøra Iii;SN63420;02.07.2012 03:00;11,1
Sunndalsøra Iii;SN63420;02.07.2012 04:00;10,3
Sunndalsøra Iii;SN63420;02.07.2012 05:00;10
Sunndalsøra Iii;SN63420;02.07.2012 06:00;10
Sunndalsøra Iii;SN63420;02.07.2012 07:00;10,5
Sunndalsøra Iii;SN63420;02.07.2012 08:00;11,6
Sunndalsøra Iii;SN63420;02.07.2012 09:00;11,2
Sunndalsøra Iii;SN63420;02.07.2012 10:00;11,9
Sunndalsøra Iii;SN63420;02.07.2012 11:00;13,4
Sunndalsøra Iii;SN63420;02.07.2012 12:00;15
Sunndalsøra Iii;SN63420;02.07.2012 13:00;14,9
Sunndalsøra Iii;SN63420;02.07.2012 14:00;14,2
Sunndalsøra Iii;SN63420;02.07.2012 15:00;14,2
Sunndalsøra Iii;SN63420;02.07.2012 16:00;15,8
Sunndalsøra Iii;SN63420;02.07.2012 17:00;14,7
Sunndalsøra Iii;SN63420;02.07.2012 18:00;14,7
Sunndalsøra Iii;SN63420;02.07.2012 19:00;13,7
Sunndalsøra Iii;SN63420;02.07.2012 20:00;13,8
Sunndalsøra Iii;SN63420;02.07.2012 21:00;12,7
Sunndalsøra Iii;SN63420;02.07.2012 22:00;13,4
Sunndalsøra Iii;SN63420;02.07.2012 23:00;13
Sunndalsøra Iii;SN63420;03.07.2012 00:00;12,2
Sunndalsøra Iii;SN63420;03.07.2012 01:00;10,2
Sunndalsøra Iii;SN63420;03.07.2012 02:00;9,8
Sunndalsøra Iii;SN63420;03.07.2012 03:00;9,6
Sunndalsøra Iii;SN63420;03.07.2012 04:00;9,2
Sunndalsøra Iii;SN63420;03.07.2012 05:00;8,9
Sunndalsøra Iii;SN63420;03.07.2012 06:00;9,9
Sunndalsøra Iii;SN63420;03.07.2012 07:00;10
Sunndalsøra Iii;SN63420;03.07.2012 08:00;10,2
Sunndalsøra Iii;SN63420;03.07.2012 09:00;11,4
Sunndalsøra Iii;SN63420;03.07.2012 10:00;12,9
Sunndalsøra Iii;SN63420;03.07.2012 11:00;15
Sunndalsøra Iii;SN63420;03.07.2012 12:00;14,8
Sunndalsøra Iii;SN63420;03.07.2012 13:00;16,2
Sunndalsøra Iii;SN63420;03.07.2012 14:00;16,7
Sunndalsøra Iii;SN63420;03.07.2012 15:00;17,7
Sunndalsøra Iii;SN63420;03.07.2012 16:00;18,3
Sunndalsøra Iii;SN63420;03.07.2012 17:00;19
Sunndalsøra Iii;SN63420;03.07.2012 18:00;19,3
Sunndalsøra Iii;SN63420;03.07.2012 19:00;19,1
Sunndalsøra Iii;SN63420;03.07.2012 20:00;19,2
Sunndalsøra Iii;SN63420;03.07.2012 21:00;18,7
Sunndalsøra Iii;SN63420;03.07.2012 22:00;18,3
Sunndalsøra Iii;SN63420;03.07.2012 23:00;17
Sunndalsøra Iii;SN63420;04.07.2012 00:00;15,5
Sunndalsøra Iii;SN63420;04.07.2012 01:00;14,8
Sunndalsøra Iii;SN63420;04.07.2012 02:00;13,8
Sunndalsøra Iii;SN63420;04.07.2012 03:00;12,8
Sunndalsøra Iii;SN63420;04.07.2012 04:00;12,6
Sunndalsøra Iii;SN63420;04.07.2012 05:00;11,5
Sunndalsøra Iii;SN63420;04.07.2012 06:00;11,2
Sunndalsøra Iii;SN63420;04.07.2012 07:00;12,1
Sunndalsøra Iii;SN63420;04.07.2012 08:00;14,1
Sunndalsøra Iii;SN63420;04.07.2012 09:00;14,3
Sunndalsøra Iii;SN63420;04.07.2012 10:00;14
Sunndalsøra Iii;SN63420;04.07.2012 11:00;14,5
Sunndalsøra Iii;SN63420;04.07.2012 12:00;15,3
Sunndalsøra Iii;SN63420;04.07.2012 13:00;16,4
Sunndalsøra Iii;SN63420;04.07.2012 14:00;17,4
Sunndalsøra Iii;SN63420;04.07.2012 15:00;21
Sunndalsøra Iii;SN63420;04.07.2012 16:00;22,3
Sunndalsøra Iii;SN63420;04.07.2012 17:00;22,4
Sunndalsøra Iii;SN63420;04.07.2012 18:00;22,2
Sunndalsøra Iii;SN63420;04.07.2012 19:00;20,4
Sunndalsøra Iii;SN63420;04.07.2012 20:00;18,6
Sunndalsøra Iii;SN63420;04.07.2012 21:00;17,5
Sunndalsøra Iii;SN63420;04.07.2012 22:00;16,3
Sunndalsøra Iii;SN63420;04.07.2012 23:00;14,6
Sunndalsøra Iii;SN63420;05.07.2012 00:00;14,5
Sunndalsøra Iii;SN63420;05.07.2012 01:00;14,7
Sunndalsøra Iii;SN63420;05.07.2012 02:00;15,6
Sunndalsøra Iii;SN63420;05.07.2012 03:00;15,3
Sunndalsøra Iii;SN63420;05.07.2012 04:00;15,3
Sunndalsøra Iii;SN63420;05.07.2012 05:00;15,2
Sunndalsøra Iii;SN63420;05.07.2012 06:00;15,6
Sunndalsøra Iii;SN63420;05.07.2012 07:00;16
Sunndalsøra Iii;SN63420;05.07.2012 08:00;15,5
Sunndalsøra Iii;SN63420;05.07.2012 09:00;15,7
Sunndalsøra Iii;SN63420;05.07.2012 10:00;18,5
Sunndalsøra Iii;SN63420;05.07.2012 11:00;16,8
Sunndalsøra Iii;SN63420;05.07.2012 12:00;20,5
Sunndalsøra Iii;SN63420;05.07.2012 13:00;22,8
Sunndalsøra Iii;SN63420;05.07.2012 14:00;23,4
Sunndalsøra Iii;SN63420;05.07.2012 15:00;21,7
Sunndalsøra Iii;SN63420;05.07.2012 16:00;20
Sunndalsøra Iii;SN63420;05.07.2012 17:00;22
Sunndalsøra Iii;SN63420;05.07.2012 18:00;19,3
Sunndalsøra Iii;SN63420;05.07.2012 19:00;20,8
Sunndalsøra Iii;SN63420;05.07.2012 20:00;20,4
Sunndalsøra Iii;SN63420;05.07.2012 21:00;19,2
Sunndalsøra Iii;SN63420;05.07.2012 22:00;18
Sunndalsøra Iii;SN63420;05.07.2012 23:00;16,6
Sunndalsøra Iii;SN63420;06.07.2012 00:00;16,3
Sunndalsøra Iii;SN63420;06.07.2012 01:00;15,2
Sunndalsøra Iii;SN63420;06.07.2012 02:00;15,3
Sunndalsøra Iii;SN63420;06.07.2012 03:00;14,8
Sunndalsøra Iii;SN63420;06.07.2012 04:00;15
Sunndalsøra Iii;SN63420;06.07.2012 05:00;14,9
Sunndalsøra Iii;SN63420;06.07.2012 06:00;14,6
Sunndalsøra Iii;SN63420;06.07.2012 07:00;14,9
Sunndalsøra Iii;SN63420;06.07.2012 08:00;19,4
Sunndalsøra Iii;SN63420;06.07.2012 09:00;17,4
Sunndalsøra Iii;SN63420;06.07.2012 10:00;16,9
Sunndalsøra Iii;SN63420;06.07.2012 11:00;17,3
Sunndalsøra Iii;SN63420;06.07.2012 12:00;19,2
Sunndalsøra Iii;SN63420;06.07.2012 13:00;20,7
Sunndalsøra Iii;SN63420;06.07.2012 14:00;20,5
Sunndalsøra Iii;SN63420;06.07.2012 15:00;21,8
Sunndalsøra Iii;SN63420;06.07.2012 16:00;21,5
Sunndalsøra Iii;SN63420;06.07.2012 17:00;22,1
Sunndalsøra Iii;SN63420;06.07.2012 18:00;20,8
Sunndalsøra Iii;SN63420;06.07.2012 19:00;20,7
Sunndalsøra Iii;SN63420;06.07.2012 20:00;20
Sunndalsøra Iii;SN63420;06.07.2012 21:00;18,8
Sunndalsøra Iii;SN63420;06.07.2012 22:00;17,9
Sunndalsøra Iii;SN63420;06.07.2012 23:00;16,7
Sunndalsøra Iii;SN63420;07.07.2012 00:00;15,9
Sunndalsøra Iii;SN63420;07.07.2012 01:00;15,4
Sunndalsøra Iii;SN63420;07.07.2012 02:00;14,6
Sunndalsøra Iii;SN63420;07.07.2012 03:00;14,2
Sunndalsøra Iii;SN63420;07.07.2012 04:00;14,4
Sunndalsøra Iii;SN63420;07.07.2012 05:00;13,9
Sunndalsøra Iii;SN63420;07.07.2012 06:00;14,1
Sunndalsøra Iii;SN63420;07.07.2012 07:00;14,2
Sunndalsøra Iii;SN63420;07.07.2012 08:00;14,9
Sunndalsøra Iii;SN63420;07.07.2012 09:00;14,5
Sunndalsøra Iii;SN63420;07.07.2012 10:00;15,8
