,Navn,Stasjon,Tid(norsk normaltid),Lufttemperatur
381,Sunndalsøra Iii,SN63420,2012-06-08 23:45:00,11.7
382,Sunndalsøra Iii,SN63420,2012-06-09 00:15:00,11.5
383,Sunndalsøra Iii,SN63420,2012-06-09 00:45:00,11.2
384,Sunndalsøra Iii,SN63420,2012-06-09 01:15:00,10.9
385,Sunndalsøra Iii,SN63420,2012-06-09 01:45:00,10.8
386,Sunndalsøra Iii,SN63420,2012-06-09 02:15:00,10.7
387,Sunndalsøra Iii,SN63420,2012-06-09 02:45:00,10.4
388,Sunndalsøra Iii,SN63420,2012-06-09 03:15:00,10.1
389,Sunndalsøra Iii,SN63420,2012-06-09 03:45:00,10.1
390,Sunndalsøra Iii,SN63420,2012-06-09 04:15:00,10
391,Sunndalsøra Iii,SN63420,2012-06-09 04:45:00,9.9
392,Sunndalsøra Iii,SN63420,2012-06-09 05:15:00,9.9
393,Sunndalsøra Iii,SN63420,2012-06-09 05:45:00,10.1
394,Sunndalsøra Iii,SN63420,2012-06-09 06:15:00,10.3
395,Sunndalsøra Iii,SN63420,2012-06-09 06:45:00,10.6
396,Sunndalsøra Iii,SN63420,2012-06-09 07:15:00,10.9
397,Sunndalsøra Iii,SN63420,2012-06-09 07:45:00,11.2
398,Sunndalsøra Iii,SN63420,2012-06-09 08:15:00,11.6
399,Sunndalsøra Iii,SN63420,2012-06-09 08:45:00,12.6
400,Sunndalsøra Iii,SN63420,2012-06-09 09:15:00,13.6
401,Sunndalsøra Iii,SN63420,2012-06-09 09:45:00,13.8
402,Sunndalsøra Iii,SN63420,2012-06-09 10:15:00,14.1
403,Sunndalsøra Iii,SN63420,2012-06-09 10:45:00,14.4
404,Sunndalsøra Iii,SN63420,2012-06-09 11:15:00,14.7
405,Sunndalsøra Iii,SN63420,2012-06-09 11:45:00,15.8
406,Sunndalsøra Iii,SN63420,2012-06-09 12:15:00,16.8
407,Sunndalsøra Iii,SN63420,2012-06-09 12:45:00,17.0
408,Sunndalsøra Iii,SN63420,2012-06-09 13:15:00,17.2
409,Sunndalsøra Iii,SN63420,2012-06-09 13:45:00,17.2
410,Sunndalsøra Iii,SN63420,2012-06-09 14:15:00,17.3
411,Sunndalsøra Iii,SN63420,2012-06-09 14:45:00,18.2
412,Sunndalsøra Iii,SN63420,2012-06-09 15:15:00,19.1
413,Sunndalsøra Iii,SN63420,2012-06-09 15:45:00,19.0
414,Sunndalsøra Iii,SN63420,2012-06-09 16:15:00,18.9
415,Sunndalsøra Iii,SN63420,2012-06-09 16:45:00,18.7
416,Sunndalsøra Iii,SN63420,2012-06-09 17:15:00,18.5
417,Sunndalsøra Iii,SN63420,2012-06-09 17:45:00,17.9
418,Sunndalsøra Iii,SN63420,2012-06-09 18:15:00,17.2
419,Sunndalsøra Iii,SN63420,2012-06-09 18:45:00,16.4
420,Sunndalsøra Iii,SN63420,2012-06-09 19:15:00,15.5
421,Sunndalsøra Iii,SN63420,2012-06-09 19:45:00,15.3
422,Sunndalsøra Iii,SN63420,2012-06-09 20:15:00,15.2
423,Sunndalsøra Iii,SN63420,2012-06-09 20:45:00,14.6
424,Sunndalsøra Iii,SN63420,2012-06-09 21:15:00,14
425,Sunndalsøra Iii,SN63420,2012-06-09 21:45:00,13.4
426,Sunndalsøra Iii,SN63420,2012-06-09 22:15:00,12.8
427,Sunndalsøra Iii,SN63420,2012-06-09 22:45:00,12.4
428,Sunndalsøra Iii,SN63420,2012-06-09 23:15:00,12
429,Sunndalsøra Iii,SN63420,2012-06-09 23:45:00,11.7
430,Sunndalsøra Iii,SN63420,2012-06-10 00:15:00,11.4
431,Sunndalsøra Iii,SN63420,2012-06-10 00:45:00,11.2
432,Sunndalsøra Iii,SN63420,2012-06-10 01:15:00,11.1
433,Sunndalsøra Iii,SN63420,2012-06-10 01:45:00,10.9
434,Sunndalsøra Iii,SN63420,2012-06-10 02:15:00,10.8
435,Sunndalsøra Iii,SN63420,2012-06-10 02:45:00,10.6
436,Sunndalsøra Iii,SN63420,2012-06-10 03:15:00,10.3
437,Sunndalsøra Iii,SN63420,2012-06-10 03:45:00,10.2
438,Sunndalsøra Iii,SN63420,2012-06-10 04:15:00,10.2
439,Sunndalsøra Iii,SN63420,2012-06-10 04:45:00,10.1
440,Sunndalsøra Iii,SN63420,2012-06-10 05:15:00,9.9
441,Sunndalsøra Iii,SN63420,2012-06-10 05:45:00,9.8
442,Sunndalsøra Iii,SN63420,2012-06-10 06:15:00,9.6
443,Sunndalsøra Iii,SN63420,2012-06-10 06:45:00,9.5
444,Sunndalsøra Iii,SN63420,2012-06-10 07:15:00,9.4
445,Sunndalsøra Iii,SN63420,2012-06-10 07:45:00,9.4
446,Sunndalsøra Iii,SN63420,2012-06-10 08:15:00,9.5
447,Sunndalsøra Iii,SN63420,2012-06-10 08:45:00,9.5
448,Sunndalsøra Iii,SN63420,2012-06-10 09:15:00,9.5
449,Sunndalsøra Iii,SN63420,2012-06-10 09:45:00,9.7
450,Sunndalsøra Iii,SN63420,2012-06-10 10:15:00,9.9
451,Sunndalsøra Iii,SN63420,2012-06-10 10:45:00,10.2
452,Sunndalsøra Iii,SN63420,2012-06-10 11:15:00,10.5
453,Sunndalsøra Iii,SN63420,2012-06-10 11:45:00,10.8
454,Sunndalsøra Iii,SN63420,2012-06-10 12:15:00,11.2
455,Sunndalsøra Iii,SN63420,2012-06-10 12:45:00,11.6
456,Sunndalsøra Iii,SN63420,2012-06-10 13:15:00,11.9
457,Sunndalsøra Iii,SN63420,2012-06-10 13:45:00,11.8
458,Sunndalsøra Iii,SN63420,2012-06-10 14:15:00,11.7
459,Sunndalsøra Iii,SN63420,2012-06-10 14:45:00,11.8
460,Sunndalsøra Iii,SN63420,2012-06-10 15:15:00,11.8
461,Sunndalsøra Iii,SN63420,2012-06-10 15:45:00,11.8
462,Sunndalsøra Iii,SN63420,2012-06-10 16:15:00,11.7
463,Sunndalsøra Iii,SN63420,2012-06-10 16:45:00,11.8
464,Sunndalsøra Iii,SN63420,2012-06-10 17:15:00,11.8
465,Sunndalsøra Iii,SN63420,2012-06-10 17:45:00,11.6
466,Sunndalsøra Iii,SN63420,2012-06-10 18:15:00,11.4
467,Sunndalsøra Iii,SN63420,2012-06-10 18:45:00,11.3
468,Sunndalsøra Iii,SN63420,2012-06-10 19:15:00,11.2
469,Sunndalsøra Iii,SN63420,2012-06-10 19:45:00,11.1
470,Sunndalsøra Iii,SN63420,2012-06-10 20:15:00,10.9
471,Sunndalsøra Iii,SN63420,2012-06-10 20:45:00,10.9
472,Sunndalsøra Iii,SN63420,2012-06-10 21:15:00,10.8
473,Sunndalsøra Iii,SN63420,2012-06-10 21:45:00,10.6
474,Sunndalsøra Iii,SN63420,2012-06-10 22:15:00,10.4
475,Sunndalsøra Iii,SN63420,2012-06-10 22:45:00,10.2
476,Sunndalsøra Iii,SN63420,2012-06-10 23:15:00,10
477,Sunndalsøra Iii,SN63420,2012-06-10 23:45:00,9.9
478,Sunndalsøra Iii,SN63420,2012-06-11 00:15:00,9.9
479,Sunndalsøra Iii,SN63420,2012-06-11 00:45:00,9.8
480,Sunndalsøra Iii,SN63420,2012-06-11 01:15:00,9.6
481,Sunndalsøra Iii,SN63420,2012-06-11 01:45:00,9.6
482,Sunndalsøra Iii,SN63420,2012-06-11 02:15:00,9.5
483,Sunndalsøra Iii,SN63420,2012-06-11 02:45:00,9.4
484,Sunndalsøra Iii,SN63420,2012-06-11 03:15:00,9.4
485,Sunndalsøra Iii,SN63420,2012-06-11 03:45:00,9.4
486,Sunndalsøra Iii,SN63420,2012-06-11 04:15:00,9.4
487,Sunndalsøra Iii,SN63420,2012-06-11 04:45:00,9.3
488,Sunndalsøra Iii,SN63420,2012-06-11 05:15:00,9.2
489,Sunndalsøra Iii,SN63420,2012-06-11 05:45:00,9.2
490,Sunndalsøra Iii,SN63420,2012-06-11 06:15:00,9.3
491,Sunndalsøra Iii,SN63420,2012-06-11 06:45:00,9.4
492,Sunndalsøra Iii,SN63420,2012-06-11 07:15:00,9.4
493,Sunndalsøra Iii,SN63420,2012-06-11 07:45:00,9.4
494,Sunndalsøra Iii,SN63420,2012-06-11 08:15:00,9.5
495,Sunndalsøra Iii,SN63420,2012-06-11 08:45:00,9.6
496,Sunndalsøra Iii,SN63420,2012-06-11 09:15:00,9.7
497,Sunndalsøra Iii,SN63420,2012-06-11 09:45:00,9.9
498,Sunndalsøra Iii,SN63420,2012-06-11 10:15:00,10.1
499,Sunndalsøra Iii,SN63420,2012-06-11 10:45:00,10.3
500,Sunndalsøra Iii,SN63420,2012-06-11 11:15:00,10.5
501,Sunndalsøra Iii,SN63420,2012-06-11 11:45:00,10.5
502,Sunndalsøra Iii,SN63420,2012-06-11 12:15:00,10.5
503,Sunndalsøra Iii,SN63420,2012-06-11 12:45:00,10.8
504,Sunndalsøra Iii,SN63420,2012-06-11 13:15:00,11
505,Sunndalsøra Iii,SN63420,2012-06-11 13:45:00,11.2
506,Sunndalsøra Iii,SN63420,2012-06-11 14:15:00,11.4
507,Sunndalsøra Iii,SN63420,2012-06-11 14:45:00,11.4
508,Sunndalsøra Iii,SN63420,2012-06-11 15:15:00,11.3
509,Sunndalsøra Iii,SN63420,2012-06-11 15:45:00,11.4
510,Sunndalsøra Iii,SN63420,2012-06-11 16:15:00,11.6
511,Sunndalsøra Iii,SN63420,2012-06-11 16:45:00,11.6
512,Sunndalsøra Iii,SN63420,2012-06-11 17:15:00,11.6
513,Sunndalsøra Iii,SN63420,2012-06-11 17:45:00,11.6
514,Sunndalsøra Iii,SN63420,2012-06-11 18:15:00,11.5
515,Sunndalsøra Iii,SN63420,2012-06-11 18:45:00,11.4
516,Sunndalsøra Iii,SN63420,2012-06-11 19:15:00,11.4
517,Sunndalsøra Iii,SN63420,2012-06-11 19:45:00,11.2
518,Sunndalsøra Iii,SN63420,2012-06-11 20:15:00,11
519,Sunndalsøra Iii,SN63420,2012-06-11 20:45:00,10.8
520,Sunndalsøra Iii,SN63420,2012-06-11 21:15:00,10.7
521,Sunndalsøra Iii,SN63420,2012-06-11 21:45:00,10.6
522,Sunndalsøra Iii,SN63420,2012-06-11 22:15:00,10.5
523,Sunndalsøra Iii,SN63420,2012-06-11 22:45:00,10.3
524,Sunndalsøra Iii,SN63420,2012-06-11 23:15:00,10.1
525,Sunndalsøra Iii,SN63420,2012-06-11 23:45:00,10.0
526,Sunndalsøra Iii,SN63420,2012-06-12 00:15:00,9.9
527,Sunndalsøra Iii,SN63420,2012-06-12 00:45:00,9.8
528,Sunndalsøra Iii,SN63420,2012-06-12 01:15:00,9.7
529,Sunndalsøra Iii,SN63420,2012-06-12 01:45:00,9.5
530,Sunndalsøra Iii,SN63420,2012-06-12 02:15:00,9.3
531,Sunndalsøra Iii,SN63420,2012-06-12 02:45:00,9.2
532,Sunndalsøra Iii,SN63420,2012-06-12 03:15:00,9.1
533,Sunndalsøra Iii,SN63420,2012-06-12 03:45:00,9.1
534,Sunndalsøra Iii,SN63420,2012-06-12 04:15:00,9.1
535,Sunndalsøra Iii,SN63420,2012-06-12 04:45:00,9.1
536,Sunndalsøra Iii,SN63420,2012-06-12 05:15:00,9.1
537,Sunndalsøra Iii,SN63420,2012-06-12 05:45:00,8.8
538,Sunndalsøra Iii,SN63420,2012-06-12 06:15:00,8.5
539,Sunndalsøra Iii,SN63420,2012-06-12 06:45:00,8.6
540,Sunndalsøra Iii,SN63420,2012-06-12 07:15:00,8.6
541,Sunndalsøra Iii,SN63420,2012-06-12 07:45:00,8.4
542,Sunndalsøra Iii,SN63420,2012-06-12 08:15:00,8.2
543,Sunndalsøra Iii,SN63420,2012-06-12 08:45:00,8.2
544,Sunndalsøra Iii,SN63420,2012-06-12 09:15:00,8.2
545,Sunndalsøra Iii,SN63420,2012-06-12 09:45:00,8.4
546,Sunndalsøra Iii,SN63420,2012-06-12 10:15:00,8.7
547,Sunndalsøra Iii,SN63420,2012-06-12 10:45:00,8.9
548,Sunndalsøra Iii,SN63420,2012-06-12 11:15:00,9.2
549,Sunndalsøra Iii,SN63420,2012-06-12 11:45:00,9.6
550,Sunndalsøra Iii,SN63420,2012-06-12 12:15:00,9.9
551,Sunndalsøra Iii,SN63420,2012-06-12 12:45:00,10.1
552,Sunndalsøra Iii,SN63420,2012-06-12 13:15:00,10.3
553,Sunndalsøra Iii,SN63420,2012-06-12 13:45:00,10.4
554,Sunndalsøra Iii,SN63420,2012-06-12 14:15:00,10.6
555,Sunndalsøra Iii,SN63420,2012-06-12 14:45:00,10.8
556,Sunndalsøra Iii,SN63420,2012-06-12 15:15:00,10.9
557,Sunndalsøra Iii,SN63420,2012-06-12 15:45:00,10.9
558,Sunndalsøra Iii,SN63420,2012-06-12 16:15:00,11
559,Sunndalsøra Iii,SN63420,2012-06-12 16:45:00,11.0
560,Sunndalsøra Iii,SN63420,2012-06-12 17:15:00,11
561,Sunndalsøra Iii,SN63420,2012-06-12 17:45:00,10.9
562,Sunndalsøra Iii,SN63420,2012-06-12 18:15:00,10.9
563,Sunndalsøra Iii,SN63420,2012-06-12 18:45:00,10.8
564,Sunndalsøra Iii,SN63420,2012-06-12 19:15:00,10.7
565,Sunndalsøra Iii,SN63420,2012-06-12 19:45:00,10.3
566,Sunndalsøra Iii,SN63420,2012-06-12 20:15:00,10
567,Sunndalsøra Iii,SN63420,2012-06-12 20:45:00,10.1
568,Sunndalsøra Iii,SN63420,2012-06-12 21:15:00,10.2
569,Sunndalsøra Iii,SN63420,2012-06-12 21:45:00,10.4
570,Sunndalsøra Iii,SN63420,2012-06-12 22:15:00,10.6
571,Sunndalsøra Iii,SN63420,2012-06-12 22:45:00,10.5
572,Sunndalsøra Iii,SN63420,2012-06-12 23:15:00,10.4
573,Sunndalsøra Iii,SN63420,2012-06-12 23:45:00,10.2
574,Sunndalsøra Iii,SN63420,2012-06-13 00:15:00,9.9
575,Sunndalsøra Iii,SN63420,2012-06-13 00:45:00,9.8
576,Sunndalsøra Iii,SN63420,2012-06-13 01:15:00,9.6
577,Sunndalsøra Iii,SN63420,2012-06-13 01:45:00,9.4
578,Sunndalsøra Iii,SN63420,2012-06-13 02:15:00,9.3
579,Sunndalsøra Iii,SN63420,2012-06-13 02:45:00,9.2
580,Sunndalsøra Iii,SN63420,2012-06-13 03:15:00,9
581,Sunndalsøra Iii,SN63420,2012-06-13 03:45:00,8.9
582,Sunndalsøra Iii,SN63420,2012-06-13 04:15:00,8.8
583,Sunndalsøra Iii,SN63420,2012-06-13 04:45:00,8.7
584,Sunndalsøra Iii,SN63420,2012-06-13 05:15:00,8.6
585,Sunndalsøra Iii,SN63420,2012-06-13 05:45:00,8.5
586,Sunndalsøra Iii,SN63420,2012-06-13 06:15:00,8.4
587,Sunndalsøra Iii,SN63420,2012-06-13 06:45:00,8.5
588,Sunndalsøra Iii,SN63420,2012-06-13 07:15:00,8.6
589,Sunndalsøra Iii,SN63420,2012-06-13 07:45:00,8.6
590,Sunndalsøra Iii,SN63420,2012-06-13 08:15:00,8.6
591,Sunndalsøra Iii,SN63420,2012-06-13 08:45:00,8.7
592,Sunndalsøra Iii,SN63420,2012-06-13 09:15:00,8.8
593,Sunndalsøra Iii,SN63420,2012-06-13 09:45:00,8.9
594,Sunndalsøra Iii,SN63420,2012-06-13 10:15:00,9.1
595,Sunndalsøra Iii,SN63420,2012-06-13 10:45:00,9.3
596,Sunndalsøra Iii,SN63420,2012-06-13 11:15:00,9.5
597,Sunndalsøra Iii,SN63420,2012-06-13 11:45:00,9.6
598,Sunndalsøra Iii,SN63420,2012-06-13 12:15:00,9.7
599,Sunndalsøra Iii,SN63420,2012-06-13 12:45:00,9.6
600,Sunndalsøra Iii,SN63420,2012-06-13 13:15:00,9.6
601,Sunndalsøra Iii,SN63420,2012-06-13 13:45:00,9.3
602,Sunndalsøra Iii,SN63420,2012-06-13 14:15:00,9.1
603,Sunndalsøra Iii,SN63420,2012-06-13 14:45:00,9.1
604,Sunndalsøra Iii,SN63420,2012-06-13 15:15:00,9.1
605,Sunndalsøra Iii,SN63420,2012-06-13 15:45:00,9.3
606,Sunndalsøra Iii,SN63420,2012-06-13 16:15:00,9.5
607,Sunndalsøra Iii,SN63420,2012-06-13 16:45:00,9.4
608,Sunndalsøra Iii,SN63420,2012-06-13 17:15:00,9.3
609,Sunndalsøra Iii,SN63420,2012-06-13 17:45:00,9.2
610,Sunndalsøra Iii,SN63420,2012-06-13 18:15:00,9.2
611,Sunndalsøra Iii,SN63420,2012-06-13 18:45:00,8.9
612,Sunndalsøra Iii,SN63420,2012-06-13 19:15:00,8.7
613,Sunndalsøra Iii,SN63420,2012-06-13 19:45:00,8.5
614,Sunndalsøra Iii,SN63420,2012-06-13 20:15:00,8.3
615,Sunndalsøra Iii,SN63420,2012-06-13 20:45:00,8.0
616,Sunndalsøra Iii,SN63420,2012-06-13 21:15:00,7.7
617,Sunndalsøra Iii,SN63420,2012-06-13 21:45:00,7.6
618,Sunndalsøra Iii,SN63420,2012-06-13 22:15:00,7.5
619,Sunndalsøra Iii,SN63420,2012-06-13 22:45:00,7.5
620,Sunndalsøra Iii,SN63420,2012-06-13 23:15:00,7.4
621,Sunndalsøra Iii,SN63420,2012-06-13 23:45:00,7.4
622,Sunndalsøra Iii,SN63420,2012-06-14 00:15:00,7.4
623,Sunndalsøra Iii,SN63420,2012-06-14 00:45:00,7.3
624,Sunndalsøra Iii,SN63420,2012-06-14 01:15:00,7.2
625,Sunndalsøra Iii,SN63420,2012-06-14 01:45:00,7.2
626,Sunndalsøra Iii,SN63420,2012-06-14 02:15:00,7.2
627,Sunndalsøra Iii,SN63420,2012-06-14 02:45:00,7.1
628,Sunndalsøra Iii,SN63420,2012-06-14 03:15:00,7
629,Sunndalsøra Iii,SN63420,2012-06-14 03:45:00,7.1
630,Sunndalsøra Iii,SN63420,2012-06-14 04:15:00,7.2
631,Sunndalsøra Iii,SN63420,2012-06-14 04:45:00,7.2
632,Sunndalsøra Iii,SN63420,2012-06-14 05:15:00,7.3
633,Sunndalsøra Iii,SN63420,2012-06-14 05:45:00,7.3
634,Sunndalsøra Iii,SN63420,2012-06-14 06:15:00,7.3
635,Sunndalsøra Iii,SN63420,2012-06-14 06:45:00,7.4
636,Sunndalsøra Iii,SN63420,2012-06-14 07:15:00,7.5
637,Sunndalsøra Iii,SN63420,2012-06-14 07:45:00,7.7
638,Sunndalsøra Iii,SN63420,2012-06-14 08:15:00,7.8
639,Sunndalsøra Iii,SN63420,2012-06-14 08:45:00,8.1
640,Sunndalsøra Iii,SN63420,2012-06-14 09:15:00,8.4
641,Sunndalsøra Iii,SN63420,2012-06-14 09:45:00,8.4
642,Sunndalsøra Iii,SN63420,2012-06-14 10:15:00,8.5
643,Sunndalsøra Iii,SN63420,2012-06-14 10:45:00,8.9
644,Sunndalsøra Iii,SN63420,2012-06-14 11:15:00,9.3
645,Sunndalsøra Iii,SN63420,2012-06-14 11:45:00,9.7
646,Sunndalsøra Iii,SN63420,2012-06-14 12:15:00,10
647,Sunndalsøra Iii,SN63420,2012-06-14 12:45:00,10.1
648,Sunndalsøra Iii,SN63420,2012-06-14 13:15:00,10.2
649,Sunndalsøra Iii,SN63420,2012-06-14 13:45:00,10.4
650,Sunndalsøra Iii,SN63420,2012-06-14 14:15:00,10.6
651,Sunndalsøra Iii,SN63420,2012-06-14 14:45:00,10.4
652,Sunndalsøra Iii,SN63420,2012-06-14 15:15:00,10.2
653,Sunndalsøra Iii,SN63420,2012-06-14 15:45:00,10.2
654,Sunndalsøra Iii,SN63420,2012-06-14 16:15:00,10.3
655,Sunndalsøra Iii,SN63420,2012-06-14 16:45:00,10.1
656,Sunndalsøra Iii,SN63420,2012-06-14 17:15:00,9.8
657,Sunndalsøra Iii,SN63420,2012-06-14 17:45:00,9.7
658,Sunndalsøra Iii,SN63420,2012-06-14 18:15:00,9.5
659,Sunndalsøra Iii,SN63420,2012-06-14 18:45:00,9.5
660,Sunndalsøra Iii,SN63420,2012-06-14 19:15:00,9.5
661,Sunndalsøra Iii,SN63420,2012-06-14 19:45:00,9.3
662,Sunndalsøra Iii,SN63420,2012-06-14 20:15:00,9.1
663,Sunndalsøra Iii,SN63420,2012-06-14 20:45:00,9.0
664,Sunndalsøra Iii,SN63420,2012-06-14 21:15:00,8.9
665,Sunndalsøra Iii,SN63420,2012-06-14 21:45:00,8.5
666,Sunndalsøra Iii,SN63420,2012-06-14 22:15:00,8.1
667,Sunndalsøra Iii,SN63420,2012-06-14 22:45:00,8.1
668,Sunndalsøra Iii,SN63420,2012-06-14 23:15:00,8
669,Sunndalsøra Iii,SN63420,2012-06-14 23:45:00,8.0
670,Sunndalsøra Iii,SN63420,2012-06-15 00:15:00,8
671,Sunndalsøra Iii,SN63420,2012-06-15 00:45:00,7.7
672,Sunndalsøra Iii,SN63420,2012-06-15 01:15:00,7.4
673,Sunndalsøra Iii,SN63420,2012-06-15 01:45:00,6.8
674,Sunndalsøra Iii,SN63420,2012-06-15 02:15:00,6.1
675,Sunndalsøra Iii,SN63420,2012-06-15 02:45:00,5.4
676,Sunndalsøra Iii,SN63420,2012-06-15 03:15:00,4.8
677,Sunndalsøra Iii,SN63420,2012-06-15 03:45:00,5.1
678,Sunndalsøra Iii,SN63420,2012-06-15 04:15:00,5.4
679,Sunndalsøra Iii,SN63420,2012-06-15 04:45:00,5.0
680,Sunndalsøra Iii,SN63420,2012-06-15 05:15:00,4.6
681,Sunndalsøra Iii,SN63420,2012-06-15 05:45:00,4.8
682,Sunndalsøra Iii,SN63420,2012-06-15 06:15:00,5.1
683,Sunndalsøra Iii,SN63420,2012-06-15 06:45:00,5.8
684,Sunndalsøra Iii,SN63420,2012-06-15 07:15:00,6.6
685,Sunndalsøra Iii,SN63420,2012-06-15 07:45:00,7.6
686,Sunndalsøra Iii,SN63420,2012-06-15 08:15:00,8.7
687,Sunndalsøra Iii,SN63420,2012-06-15 08:45:00,9.8
688,Sunndalsøra Iii,SN63420,2012-06-15 09:15:00,11
689,Sunndalsøra Iii,SN63420,2012-06-15 09:45:00,10.8
690,Sunndalsøra Iii,SN63420,2012-06-15 10:15:00,10.5
691,Sunndalsøra Iii,SN63420,2012-06-15 10:45:00,11.1
692,Sunndalsøra Iii,SN63420,2012-06-15 11:15:00,11.6
693,Sunndalsøra Iii,SN63420,2012-06-15 11:45:00,12.3
694,Sunndalsøra Iii,SN63420,2012-06-15 12:15:00,13.1
695,Sunndalsøra Iii,SN63420,2012-06-15 12:45:00,13.4
696,Sunndalsøra Iii,SN63420,2012-06-15 13:15:00,13.7
697,Sunndalsøra Iii,SN63420,2012-06-15 13:45:00,14.1
698,Sunndalsøra Iii,SN63420,2012-06-15 14:15:00,14.5
699,Sunndalsøra Iii,SN63420,2012-06-15 14:45:00,14.9
700,Sunndalsøra Iii,SN63420,2012-06-15 15:15:00,15.3
701,Sunndalsøra Iii,SN63420,2012-06-15 15:45:00,15.7
702,Sunndalsøra Iii,SN63420,2012-06-15 16:15:00,16.1
703,Sunndalsøra Iii,SN63420,2012-06-15 16:45:00,16.1
704,Sunndalsøra Iii,SN63420,2012-06-15 17:15:00,16.1
705,Sunndalsøra Iii,SN63420,2012-06-15 17:45:00,15.8
706,Sunndalsøra Iii,SN63420,2012-06-15 18:15:00,15.4
707,Sunndalsøra Iii,SN63420,2012-06-15 18:45:00,15.4
708,Sunndalsøra Iii,SN63420,2012-06-15 19:15:00,15.4
709,Sunndalsøra Iii,SN63420,2012-06-15 19:45:00,15.1
710,Sunndalsøra Iii,SN63420,2012-06-15 20:15:00,14.7
711,Sunndalsøra Iii,SN63420,2012-06-15 20:45:00,13.8
712,Sunndalsøra Iii,SN63420,2012-06-15 21:15:00,12.9
713,Sunndalsøra Iii,SN63420,2012-06-15 21:45:00,12.0
714,Sunndalsøra Iii,SN63420,2012-06-15 22:15:00,11.1
715,Sunndalsøra Iii,SN63420,2012-06-15 22:45:00,10.4
716,Sunndalsøra Iii,SN63420,2012-06-15 23:15:00,9.8
717,Sunndalsøra Iii,SN63420,2012-06-15 23:45:00,9.8
718,Sunndalsøra Iii,SN63420,2012-06-16 00:15:00,9.7
719,Sunndalsøra Iii,SN63420,2012-06-16 00:45:00,9.8
720,Sunndalsøra Iii,SN63420,2012-06-16 01:15:00,9.9
721,Sunndalsøra Iii,SN63420,2012-06-16 01:45:00,10.4
722,Sunndalsøra Iii,SN63420,2012-06-16 02:15:00,10.8
723,Sunndalsøra Iii,SN63420,2012-06-16 02:45:00,11.7
724,Sunndalsøra Iii,SN63420,2012-06-16 03:15:00,12.5
725,Sunndalsøra Iii,SN63420,2012-06-16 03:45:00,12.9
726,Sunndalsøra Iii,SN63420,2012-06-16 04:15:00,13.3
727,Sunndalsøra Iii,SN63420,2012-06-16 04:45:00,13.8
728,Sunndalsøra Iii,SN63420,2012-06-16 05:15:00,14.2
729,Sunndalsøra Iii,SN63420,2012-06-16 05:45:00,14.6
730,Sunndalsøra Iii,SN63420,2012-06-16 06:15:00,14.9
731,Sunndalsøra Iii,SN63420,2012-06-16 06:45:00,15.1
732,Sunndalsøra Iii,SN63420,2012-06-16 07:15:00,15.2
733,Sunndalsøra Iii,SN63420,2012-06-16 07:45:00,15.3
734,Sunndalsøra Iii,SN63420,2012-06-16 08:15:00,15.5
735,Sunndalsøra Iii,SN63420,2012-06-16 08:45:00,15.4
736,Sunndalsøra Iii,SN63420,2012-06-16 09:15:00,15.4
737,Sunndalsøra Iii,SN63420,2012-06-16 09:45:00,15.3
738,Sunndalsøra Iii,SN63420,2012-06-16 10:15:00,15.2
739,Sunndalsøra Iii,SN63420,2012-06-16 10:45:00,15.4
740,Sunndalsøra Iii,SN63420,2012-06-16 11:15:00,15.6
741,Sunndalsøra Iii,SN63420,2012-06-16 11:45:00,14.9
742,Sunndalsøra Iii,SN63420,2012-06-16 12:15:00,14.2
743,Sunndalsøra Iii,SN63420,2012-06-16 12:45:00,15.4
744,Sunndalsøra Iii,SN63420,2012-06-16 13:15:00,16.7
745,Sunndalsøra Iii,SN63420,2012-06-16 13:45:00,17.3
746,Sunndalsøra Iii,SN63420,2012-06-16 14:15:00,17.9
747,Sunndalsøra Iii,SN63420,2012-06-16 14:45:00,18.5
748,Sunndalsøra Iii,SN63420,2012-06-16 15:15:00,19.1
749,Sunndalsøra Iii,SN63420,2012-06-16 15:45:00,18.9
750,Sunndalsøra Iii,SN63420,2012-06-16 16:15:00,18.7
751,Sunndalsøra Iii,SN63420,2012-06-16 16:45:00,17.9
752,Sunndalsøra Iii,SN63420,2012-06-16 17:15:00,17.1
753,Sunndalsøra Iii,SN63420,2012-06-16 17:45:00,17.8
754,Sunndalsøra Iii,SN63420,2012-06-16 18:15:00,18.5
755,Sunndalsøra Iii,SN63420,2012-06-16 18:45:00,17.8
756,Sunndalsøra Iii,SN63420,2012-06-16 19:15:00,17.1
757,Sunndalsøra Iii,SN63420,2012-06-16 19:45:00,17.1
758,Sunndalsøra Iii,SN63420,2012-06-16 20:15:00,17
759,Sunndalsøra Iii,SN63420,2012-06-16 20:45:00,16.8
760,Sunndalsøra Iii,SN63420,2012-06-16 21:15:00,16.6
761,Sunndalsøra Iii,SN63420,2012-06-16 21:45:00,16.1
762,Sunndalsøra Iii,SN63420,2012-06-16 22:15:00,15.7
763,Sunndalsøra Iii,SN63420,2012-06-16 22:45:00,14.9
764,Sunndalsøra Iii,SN63420,2012-06-16 23:15:00,14.1
765,Sunndalsøra Iii,SN63420,2012-06-16 23:45:00,14.1
766,Sunndalsøra Iii,SN63420,2012-06-17 00:15:00,14.1
767,Sunndalsøra Iii,SN63420,2012-06-17 00:45:00,13.8
768,Sunndalsøra Iii,SN63420,2012-06-17 01:15:00,13.6
