Date,Time,TTF,Lat,Long,X,Y,Temp
2012-06-10,00:15:00,30,62.898305,8.241045,16,7.0,8.0
2012-06-10,00:45:00,43,62.898175,8.241332,1,0.0,7.0
2012-06-10,01:15:00,30,62.89819,8.241307,0,0.0,6.0
2012-06-10,01:45:00,30,62.898127,8.241268,0,0.0,6.0
2012-06-10,02:15:00,30,62.898172,8.241133,0,0.0,7.0
2012-06-10,02:45:00,30,62.897507,8.242257,8,2.0,6.0
2012-06-10,03:15:00,30,62.896748,8.242095,11,5.0,6.0
2012-06-10,03:45:00,43,62.897372,8.242855,0,0.0,6.0
2012-06-10,04:15:00,30,62.897488,8.242968,0,0.0,6.0
2012-06-10,04:45:00,30,62.89587,8.245078,12,4.0,6.0
2012-06-10,05:15:00,43,62.895032,8.246115,6,0.0,5.0
2012-06-10,05:45:00,30,62.895028,8.246182,0,0.0,8.0
2012-06-10,06:15:00,30,62.895052,8.246143,0,0.0,10.0
2012-06-10,06:45:00,30,62.895087,8.246073,0,0.0,10.0
2012-06-10,07:15:00,43,62.896592,8.243453,14,4.0,9.0
2012-06-10,07:45:00,43,62.897152,8.241505,17,11.0,9.0
2012-06-10,08:15:00,30,62.89798,8.241362,15,7.0,9.0
2012-06-10,08:45:00,43,62.898155,8.239137,20,4.0,9.0
2012-06-10,09:15:00,30,62.895868,8.24457,9,0.0,9.0
2012-06-10,09:45:00,30,62.891807,8.245283,8,7.0,10.0
2012-06-10,10:15:00,43,62.891925,8.245093,2,1.0,10.0
2012-06-10,10:45:00,30,62.89251,8.243807,0,0.0,10.0
2012-06-10,11:15:00,43,62.891812,8.24472,6,2.0,10.0
2012-06-10,11:45:00,30,62.892037,8.245912,8,0.0,10.0
2012-06-10,12:15:00,30,62.891327,8.244565,14,3.0,10.0
2012-06-10,12:45:00,30,62.891803,8.244993,1,0.0,11.0
2012-06-10,13:15:00,43,62.891802,8.245232,0,0.0,12.0
2012-06-10,13:45:00,30,62.891772,8.245223,0,0.0,15.0
2012-06-10,14:15:00,61,62.89162,8.245333,29,15.0,15.0
2012-06-10,14:45:00,30,62.887573,8.234232,12,6.0,11.0
2012-06-10,15:15:00,63,62.88852,8.233985,28,16.0,11.0
2012-06-10,15:45:00,43,62.88808,8.236157,21,20.0,11.0
2012-06-10,16:15:00,30,62.888197,8.236577,5,2.0,11.0
2012-06-10,16:45:00,30,62.889098,8.241313,14,8.0,11.0
2012-06-10,17:15:00,43,62.892048,8.246467,12,2.0,10.0
2012-06-10,17:45:00,30,62.89231,8.247285,0,0.0,10.0
2012-06-10,18:15:00,43,62.892377,8.247292,1,0.0,11.0
2012-06-10,18:45:00,30,62.892358,8.247208,0,0.0,11.0
2012-06-10,19:15:00,32,62.891838,8.245412,10,6.0,9.0
2012-06-10,19:45:00,73,62.891903,8.245028,22,8.0,8.0
2012-06-10,20:15:00,30,62.89234,8.247117,0,2.0,8.0
2012-06-10,20:45:00,43,62.893428,8.25233,21,10.0,8.0
2012-06-10,21:15:00,30,62.894145,8.256203,0,0.0,6.0
2012-06-10,21:45:00,30,62.894143,8.256287,0,0.0,5.0
2012-06-10,22:15:00,43,62.894235,8.256467,10,0.0,4.0
2012-06-10,22:45:00,30,62.897657,8.253715,13,10.0,5.0
2012-06-10,23:15:00,43,62.897648,8.253648,6,4.0,6.0
2012-06-10,23:45:00,30,62.897662,8.253737,0,0.0,6.0
2012-06-11,00:15:00,30,62.897782,8.254148,0,0.0,7.0
2012-06-11,00:45:00,30,62.897513,8.253412,0,1.0,7.0
2012-06-11,01:15:00,30,62.89746,8.253235,4,3.0,8.0
2012-06-11,01:45:00,30,62.89794,8.254072,0,0.0,6.0
2012-06-11,02:15:00,43,62.900383,8.24813,1,0.0,5.0
2012-06-11,02:45:00,30,62.899215,8.250215,9,8.0,6.0
2012-06-11,03:15:00,30,62.898953,8.250663,1,0.0,6.0
2012-06-11,03:45:00,30,62.898922,8.250882,0,0.0,5.0
2012-06-11,04:15:00,30,62.898777,8.250907,8,5.0,7.0
2012-06-11,04:45:00,43,62.89887,8.250973,0,2.0,6.0
2012-06-11,05:15:00,30,62.898873,8.250932,1,2.0,7.0
2012-06-11,05:45:00,30,62.899947,8.249163,7,4.0,8.0
2012-06-11,06:15:00,30,62.901753,8.245592,0,0.0,9.0
2012-06-11,06:45:00,30,62.901712,8.245623,0,0.0,12.0
2012-06-11,07:15:00,30,62.901743,8.245637,0,5.0,13.0
2012-06-11,07:45:00,44,62.901707,8.245668,7,3.0,14.0
