Date,Time,TTF,Lat,Long,X,Y,Temp
2012-06-10,00:15:00,30,62.989825,8.215652,0.0,0.0,13.0
2012-06-10,00:45:00,44,62.9897,8.21568,0.0,0.0,12.0
2012-06-10,01:15:00,30,62.989675,8.215723,0.0,0.0,13.0
2012-06-10,01:45:00,30,62.989688,8.215762,0.0,0.0,13.0
2012-06-10,02:15:00,44,62.990402,8.211647,22.0,25.0,9.0
2012-06-10,02:45:00,30,62.989638,8.203993,1.0,0.0,7.0
2012-06-10,03:15:00,30,62.990183,8.204992,22.0,17.0,7.0
2012-06-10,03:45:00,45,62.99024,8.204948,0.0,0.0,9.0
2012-06-10,04:15:00,30,62.990245,8.204915,0.0,0.0,10.0
2012-06-10,04:45:00,30,62.990088,8.205307,21.0,21.0,8.0
2012-06-10,05:15:00,30,62.990165,8.204853,0.0,0.0,7.0
2012-06-10,05:45:00,30,62.990223,8.204945,9.0,3.0,8.0
2012-06-10,06:15:00,80,62.990548,8.204497,62.0,43.0,9.0
2012-06-10,06:45:00,62,62.992928,8.206103,27.0,16.0,10.0
2012-06-10,07:15:00,30,62.989763,8.200508,17.0,13.0,10.0
2012-06-10,07:45:00,39,62.990237,8.200433,27.0,10.0,10.0
2012-06-10,08:15:00,30,62.990345,8.200983,0.0,0.0,11.0
2012-06-10,08:45:00,30,62.990753,8.200267,14.0,8.0,13.0
2012-06-10,09:15:00,68,62.99048,8.201958,40.0,21.0,11.0
2012-06-10,09:45:00,30,62.990442,8.201718,6.0,2.0,11.0
2012-06-10,10:15:00,30,62.990435,8.201905,0.0,0.0,12.0
2012-06-10,10:45:00,Time Out,44.0,41.0,0.0,,
2012-06-10,11:15:00,44,62.98986,8.205335,0.0,0.0,12.0
2012-06-10,11:45:00,30,62.989867,8.205522,0.0,0.0,14.0
2012-06-10,12:15:00,30,62.98983,8.205512,2.0,3.0,14.0
2012-06-10,12:45:00,30,62.989795,8.205392,0.0,0.0,14.0
2012-06-10,13:15:00,30,62.990178,8.207617,13.0,13.0,13.0
2012-06-10,13:45:00,53,62.99016,8.21656,30.0,27.0,11.0
2012-06-10,14:15:00,30,62.990083,8.216608,17.0,18.0,11.0
2012-06-10,14:45:00,30,62.989922,8.216333,0.0,0.0,12.0
2012-06-10,15:15:00,43,62.98996,8.216513,0.0,0.0,13.0
2012-06-10,15:45:00,30,62.989948,8.216498,0.0,0.0,17.0
2012-06-10,16:15:00,30,62.990592,8.214665,9.0,10.0,16.0
2012-06-10,16:45:00,30,62.987903,8.214085,12.0,5.0,13.0
2012-06-10,17:15:00,40,62.988187,8.214023,25.0,12.0,12.0
2012-06-10,17:45:00,30,62.988367,8.214583,17.0,15.0,12.0
2012-06-10,18:15:00,43,62.988077,8.214463,1.0,0.0,12.0
2012-06-10,18:45:00,30,62.987578,8.212637,15.0,9.0,12.0
2012-06-10,19:15:00,39,62.987655,8.211227,14.0,11.0,10.0
2012-06-10,19:45:00,68,62.98835,8.21448,27.0,25.0,10.0
2012-06-10,20:15:00,30,62.988367,8.214227,14.0,9.0,10.0
2012-06-10,20:45:00,43,62.988083,8.2143,2.0,4.0,10.0
2012-06-10,21:15:00,30,62.990015,8.207402,22.0,22.0,8.0
2012-06-10,21:45:00,30,62.990197,8.20522,18.0,18.0,8.0
2012-06-10,22:15:00,35,62.989993,8.205687,3.0,3.0,7.0
2012-06-10,22:45:00,30,62.990003,8.205795,0.0,0.0,10.0
2012-06-10,23:15:00,30,62.98999,8.205877,0.0,0.0,10.0
2012-06-10,23:45:00,43,62.989957,8.205847,0.0,0.0,10.0
2012-06-11,00:15:00,30,62.989958,8.205835,0.0,0.0,11.0
2012-06-11,00:45:00,30,62.989932,8.20612,4.0,6.0,11.0
2012-06-11,01:15:00,30,62.99004,8.206287,0.0,0.0,11.0
2012-06-11,01:45:00,43,62.990088,8.206355,0.0,2.0,11.0
2012-06-11,02:15:00,30,62.989995,8.206272,0.0,0.0,14.0
2012-06-11,02:45:00,30,62.989998,8.20617,0.0,1.0,13.0
2012-06-11,03:15:00,30,62.989945,8.205407,4.0,2.0,11.0
2012-06-11,03:45:00,67,62.990263,8.207683,37.0,30.0,8.0
2012-06-11,04:15:00,30,62.98988,8.207157,11.0,12.0,7.0
2012-06-11,04:45:00,30,62.98941,8.207133,0.0,0.0,10.0
2012-06-11,05:15:00,43,62.989967,8.206763,2.0,3.0,13.0
2012-06-11,05:45:00,30,62.990077,8.206653,0.0,0.0,14.0
2012-06-11,06:15:00,40,62.990407,8.202145,20.0,13.0,11.0
2012-06-11,06:45:00,30,62.990655,8.201175,20.0,20.0,11.0
2012-06-11,07:15:00,30,62.991475,8.200975,22.0,22.0,12.0
2012-06-11,07:45:00,30,62.99149,8.200667,15.0,11.0,13.0
2012-06-11,08:15:00,30,62.990998,8.201548,13.0,15.0,13.0
2012-06-11,08:45:00,43,62.990537,8.212268,23.0,17.0,12.0
2012-06-11,09:15:00,30,62.990197,8.208025,6.0,7.0,11.0
2012-06-11,09:45:00,30,62.988842,8.203478,11.0,8.0,12.0
2012-06-11,10:15:00,43,62.98807,8.204848,25.0,24.0,14.0
2012-06-11,10:45:00,78,62.987675,8.205327,50.0,26.0,14.0
2012-06-11,11:15:00,30,62.987788,8.207185,2.0,1.0,13.0
