Date,Time,TTF,Lat,Long,X,Y,Temp
2013-06-16,00:15:00,42,62.988635,8.225205,0.0,0.0,9.0
2013-06-16,00:45:00,30,62.988622,8.225003,0.0,0.0,10.0
2013-06-16,01:15:00,30,62.988615,8.225142,0.0,0.0,10.0
2013-06-16,01:45:00,36,62.988635,8.225255,2.0,4.0,10.0
2013-06-16,02:15:00,30,62.988445,8.22492,1.0,1.0,9.0
2013-06-16,02:45:00,30,62.988653,8.225518,12.0,8.0,9.0
2013-06-16,03:15:00,34,62.986433,8.227843,12.0,6.0,8.0
2013-06-16,03:45:00,72,62.989168,8.227377,23.0,33.0,7.0
2013-06-16,04:15:00,30,62.988913,8.227247,18.0,14.0,8.0
2013-06-16,04:45:00,62,62.988983,8.227272,43.0,29.0,8.0
2013-06-16,05:15:00,30,62.988553,8.227562,15.0,15.0,9.0
2013-06-16,05:45:00,30,62.988637,8.22733,16.0,8.0,11.0
2013-06-16,06:15:00,43,62.988363,8.226167,34.0,23.0,12.0
2013-06-16,06:45:00,62,62.988043,8.226147,45.0,30.0,13.0
2013-06-16,07:15:00,43,62.988407,8.224575,1.0,0.0,17.0
2013-06-16,07:45:00,30,62.988267,8.224723,14.0,10.0,20.0
2013-06-16,08:15:00,48,62.988297,8.224752,0.0,0.0,18.0
2013-06-16,08:45:00,30,62.98832,8.224905,4.0,4.0,17.0
2013-06-16,09:15:00,30,62.988868,8.225012,20.0,11.0,19.0
2013-06-16,09:45:00,68,62.988893,8.224822,28.0,19.0,20.0
2013-06-16,10:15:00,42,62.98874,8.226305,28.0,22.0,19.0
2013-06-16,10:45:00,39,62.988642,8.226967,19.0,17.0,20.0
2013-06-16,11:15:00,39,62.989442,8.227897,27.0,16.0,22.0
2013-06-16,11:45:00,38,62.989372,8.228498,26.0,25.0,20.0
2013-06-16,12:15:00,42,62.989175,8.228742,1.0,1.0,21.0
2013-06-16,12:45:00,30,62.989477,8.228,0.0,0.0,19.0
2013-06-16,13:15:00,30,62.990497,8.229117,22.0,11.0,21.0
2013-06-16,13:45:00,30,62.990497,8.2291,22.0,17.0,20.0
2013-06-16,14:15:00,62,62.99098,8.229525,33.0,28.0,18.0
2013-06-16,14:45:00,60,62.99048,8.229082,30.0,17.0,17.0
2013-06-16,15:15:00,34,62.990685,8.22694,20.0,13.0,16.0
2013-06-16,15:45:00,30,62.990185,8.21954,10.0,5.0,15.0
2013-06-16,16:15:00,30,62.990243,8.219595,7.0,4.0,15.0
2013-06-16,16:45:00,54,62.99031,8.219055,10.0,7.0,14.0
2013-06-16,17:15:00,30,62.990435,8.218792,5.0,2.0,15.0
2013-06-16,17:45:00,60,62.990308,8.217943,29.0,18.0,15.0
2013-06-16,18:15:00,30,62.990493,8.217072,0.0,0.0,15.0
2013-06-16,18:45:00,46,62.990902,8.219147,20.0,14.0,13.0
2013-06-16,19:15:00,66,62.991178,8.219972,32.0,33.0,12.0
2013-06-16,19:45:00,42,62.990905,8.218705,23.0,17.0,11.0
2013-06-16,20:15:00,64,62.990368,8.220282,33.0,28.0,11.0
2013-06-16,20:45:00,30,62.990332,8.223235,11.0,12.0,11.0
2013-06-16,21:15:00,43,62.990625,8.224117,1.0,0.0,11.0
2013-06-16,21:45:00,30,62.990673,8.22513,1.0,0.0,11.0
2013-06-16,22:15:00,30,62.98964,8.224525,16.0,10.0,11.0
2013-06-16,22:45:00,30,62.989613,8.224627,0.0,1.0,13.0
2013-06-16,23:15:00,30,62.989602,8.224592,0.0,0.0,14.0
2013-06-16,23:45:00,34,62.989647,8.224508,2.0,4.0,12.0
2013-06-17,00:15:00,30,62.98962,8.224633,1.0,1.0,10.0
2013-06-17,00:45:00,30,62.989655,8.224552,0.0,0.0,12.0
2013-06-17,01:15:00,30,62.989632,8.224738,0.0,0.0,13.0
2013-06-17,01:45:00,36,62.989635,8.22453,0.0,0.0,11.0
2013-06-17,02:15:00,30,62.989708,8.224383,0.0,0.0,10.0
2013-06-17,02:45:00,30,62.990557,8.228197,18.0,12.0,10.0
2013-06-17,03:15:00,30,62.990745,8.229407,17.0,15.0,10.0
2013-06-17,03:45:00,87,62.990527,8.230467,56.0,42.0,10.0
2013-06-17,04:15:00,66,62.990828,8.230963,24.0,23.0,11.0
2013-06-17,04:45:00,30,62.990213,8.229835,14.0,8.0,11.0
2013-06-17,05:15:00,44,62.989423,8.226585,0.0,1.0,11.0
2013-06-17,05:45:00,30,62.988903,8.226633,0.0,0.0,11.0
2013-06-17,06:15:00,53,62.992645,8.223273,0.0,0.0,11.0
2013-06-17,06:45:00,73,62.98988,8.226275,16.0,8.0,12.0
2013-06-17,07:15:00,73,62.989535,8.22619,35.0,27.0,10.0
2013-06-17,07:45:00,87,62.989613,8.226083,24.0,31.0,9.0
2013-06-17,08:15:00,30,62.989475,8.225007,0.0,0.0,10.0
2013-06-17,08:45:00,42,62.990357,8.226112,25.0,16.0,11.0
2013-06-17,09:15:00,30,62.991193,8.228055,19.0,13.0,11.0
2013-06-17,09:45:00,59,62.990977,8.230345,32.0,26.0,12.0
2013-06-17,10:15:00,43,62.990367,8.23069,23.0,21.0,11.0
2013-06-17,10:45:00,30,62.99053,8.230927,17.0,11.0,11.0
2013-06-17,11:15:00,30,62.99034,8.230552,17.0,9.0,12.0
2013-06-17,11:45:00,43,62.990457,8.230603,0.0,0.0,16.0
2013-06-17,12:15:00,30,62.990587,8.230298,0.0,0.0,19.0
