Date,Time,TTF,Lat,Long,X,Y,Temp
2015-06-13,00:15:00,30,62.90296,8.223827,0.0,0.0,7.0
2015-06-13,00:45:00,66,62.902895,8.22365,0.0,0.0,9.0
2015-06-13,01:15:00,74,62.902638,8.223448,1.0,3.0,10.0
2015-06-13,01:45:00,64,62.901985,8.223553,30.0,20.0,9.0
2015-06-13,02:15:00,81,62.901868,8.223978,34.0,26.0,6.0
2015-06-13,02:45:00,44,62.900305,8.2236,26.0,15.0,6.0
2015-06-13,03:15:00,33,62.900438,8.222835,15.0,13.0,6.0
2015-06-13,03:45:00,30,62.89887,8.223235,16.0,11.0,6.0
2015-06-13,04:15:00,31,62.898372,8.223815,0.0,0.0,8.0
2015-06-13,04:45:00,45,62.898118,8.223952,0.0,0.0,9.0
2015-06-13,05:15:00,49,62.898325,8.223642,18.0,11.0,10.0
2015-06-13,05:45:00,48,62.898233,8.223693,3.0,4.0,7.0
2015-06-13,06:15:00,30,62.898443,8.223543,11.0,12.0,7.0
2015-06-13,06:45:00,64,62.898478,8.223227,16.0,16.0,7.0
2015-06-13,07:15:00,30,62.898385,8.223567,0.0,2.0,7.0
2015-06-13,07:45:00,62,62.898402,8.223435,12.0,7.0,9.0
2015-06-13,08:15:00,45,62.89847,8.223595,2.0,0.0,11.0
2015-06-13,08:45:00,61,62.898507,8.223572,0.0,1.0,13.0
2015-06-13,09:15:00,30,62.898218,8.224135,0.0,0.0,12.0
2015-06-13,09:45:00,45,62.898343,8.223867,5.0,2.0,11.0
2015-06-13,10:15:00,30,62.900282,8.222357,20.0,17.0,8.0
2015-06-13,10:45:00,30,62.90016,8.222358,12.0,7.0,8.0
2015-06-13,11:15:00,62,62.90014,8.22229,28.0,22.0,9.0
2015-06-13,11:45:00,30,62.899958,8.223852,10.0,2.0,10.0
2015-06-13,12:15:00,45,62.89853,8.224087,0.0,0.0,9.0
2015-06-13,12:45:00,30,62.89848,8.224025,0.0,0.0,12.0
2015-06-13,13:15:00,30,62.898543,8.22399,0.0,0.0,17.0
2015-06-13,13:45:00,44,62.898315,8.224208,0.0,0.0,23.0
2015-06-13,14:15:00,53,62.897902,8.224738,14.0,19.0,15.0
