Date,Time,TTF,Lat,Long,X,Y,Temp
2013-06-16,00:15:00,30,62.98817,8.21874,0.0,0.0,10.0
2013-06-16,00:45:00,42,62.988072,8.218693,0.0,0.0,11.0
2013-06-16,01:15:00,30,62.988072,8.21888,0.0,0.0,11.0
2013-06-16,01:45:00,30,62.98804,8.218765,0.0,1.0,9.0
2013-06-16,02:15:00,30,62.988045,8.218788,0.0,0.0,8.0
2013-06-16,02:45:00,42,62.988097,8.218715,1.0,1.0,8.0
2013-06-16,03:15:00,30,62.988093,8.218793,0.0,0.0,9.0
2013-06-16,03:45:00,30,62.988155,8.218812,0.0,0.0,10.0
2013-06-16,04:15:00,30,62.988107,8.218825,1.0,0.0,11.0
2013-06-16,04:45:00,46,62.98813,8.223887,16.0,20.0,12.0
2013-06-16,05:15:00,42,62.986165,8.22352,13.0,6.0,12.0
2013-06-16,05:45:00,42,62.985203,8.22306,2.0,2.0,16.0
2013-06-16,06:15:00,30,62.985185,8.223168,3.0,5.0,19.0
2013-06-16,06:45:00,34,62.986447,8.224545,24.0,20.0,17.0
2013-06-16,07:15:00,35,62.986208,8.226037,26.0,20.0,15.0
2013-06-16,07:45:00,87,62.985235,8.229148,57.0,52.0,16.0
2013-06-16,08:15:00,72,62.98722,8.22434,37.0,36.0,17.0
2013-06-16,08:45:00,72,62.986857,8.224743,18.0,9.0,16.0
2013-06-16,09:15:00,30,62.986498,8.223817,19.0,18.0,17.0
2013-06-16,09:45:00,30,62.985322,8.222527,0.0,1.0,20.0
2013-06-16,10:15:00,30,62.985255,8.222818,0.0,1.0,26.0
2013-06-16,10:45:00,62,62.988433,8.223063,16.0,7.0,20.0
2013-06-16,11:15:00,43,62.98768,8.22391,20.0,18.0,21.0
2013-06-16,11:45:00,88,62.987587,8.223473,58.0,46.0,22.0
2013-06-16,12:15:00,63,62.98847,8.223483,44.0,34.0,19.0
2013-06-16,12:45:00,63,62.988168,8.224412,5.0,3.0,24.0
2013-06-16,13:15:00,62,62.987263,8.225123,48.0,35.0,20.0
2013-06-16,13:45:00,69,62.986195,8.22495,19.0,19.0,20.0
2013-06-16,14:15:00,62,62.986605,8.224573,38.0,35.0,17.0
2013-06-16,14:45:00,66,62.987435,8.224448,27.0,20.0,17.0
2013-06-16,15:15:00,59,62.988078,8.223838,5.0,5.0,17.0
2013-06-16,15:45:00,30,62.987858,8.224012,6.0,7.0,17.0
2013-06-16,16:15:00,30,62.988308,8.223167,14.0,15.0,16.0
2013-06-16,16:45:00,Time Out,66.0,55.0,0.0,,
2013-06-16,17:15:00,Time Out,56.0,38.0,0.0,,
2013-06-16,17:45:00,69,62.98821,8.218198,37.0,27.0,16.0
2013-06-16,18:15:00,62,62.987948,8.217493,40.0,37.0,15.0
2013-06-16,18:45:00,30,62.987367,8.217628,22.0,16.0,14.0
2013-06-16,19:15:00,30,62.988082,8.218475,0.0,0.0,13.0
2013-06-16,19:45:00,62,62.988232,8.219542,32.0,28.0,14.0
2013-06-16,20:15:00,30,62.988058,8.218807,3.0,3.0,13.0
2013-06-16,20:45:00,30,62.988103,8.218752,0.0,0.0,14.0
2013-06-16,21:15:00,30,62.98804,8.218883,0.0,0.0,15.0
2013-06-16,21:45:00,30,62.988067,8.219072,0.0,0.0,14.0
2013-06-16,22:15:00,43,62.988097,8.218892,0.0,0.0,14.0
2013-06-16,22:45:00,30,62.988063,8.218885,1.0,2.0,12.0
2013-06-16,23:15:00,30,62.988088,8.218882,8.0,7.0,13.0
2013-06-16,23:45:00,30,62.988138,8.220187,16.0,18.0,12.0
2013-06-17,00:15:00,30,62.988083,8.220307,0.0,0.0,11.0
2013-06-17,00:45:00,43,62.987982,8.221232,0.0,0.0,11.0
2013-06-17,01:15:00,30,62.98792,8.22178,0.0,2.0,12.0
2013-06-17,01:45:00,44,62.988068,8.220262,0.0,0.0,9.0
2013-06-17,02:15:00,30,62.988042,8.220228,0.0,0.0,9.0
2013-06-17,02:45:00,46,62.98724,8.224448,26.0,19.0,11.0
2013-06-17,03:15:00,68,62.988405,8.22616,0.0,0.0,11.0
2013-06-17,03:45:00,30,62.986422,8.22418,13.0,10.0,13.0
2013-06-17,04:15:00,43,62.9853,8.22263,0.0,0.0,13.0
2013-06-17,04:45:00,30,62.985267,8.223032,0.0,0.0,13.0
2013-06-17,05:15:00,48,62.985327,8.221768,28.0,26.0,13.0
2013-06-17,05:45:00,54,62.985292,8.221872,45.0,28.0,12.0
2013-06-17,06:15:00,67,62.98528,8.221578,41.0,29.0,12.0
2013-06-17,06:45:00,62,62.98532,8.223192,4.0,0.0,12.0
2013-06-17,07:15:00,30,62.985255,8.222827,0.0,0.0,12.0
2013-06-17,07:45:00,61,62.985325,8.222905,0.0,0.0,11.0
2013-06-17,08:15:00,30,62.985293,8.2229,10.0,11.0,12.0
2013-06-17,08:45:00,30,62.985232,8.223265,9.0,3.0,12.0
2013-06-17,09:15:00,30,62.985157,8.223202,0.0,1.0,15.0
2013-06-17,09:45:00,73,62.985228,8.223022,3.0,2.0,16.0
2013-06-17,10:15:00,30,62.985238,8.22314,0.0,2.0,18.0
2013-06-17,10:45:00,73,62.988297,8.222708,36.0,22.0,13.0
2013-06-17,11:15:00,64,62.988257,8.22171,49.0,38.0,13.0
2013-06-17,11:45:00,80,62.988353,8.222292,36.0,23.0,12.0
2013-06-17,12:15:00,49,62.989168,8.221355,15.0,21.0,14.0
2013-06-17,12:45:00,64,62.989022,8.224013,44.0,41.0,14.0
2013-06-17,13:15:00,39,62.9892,8.223257,23.0,20.0,15.0
2013-06-17,13:45:00,30,62.989358,8.224618,0.0,0.0,18.0
2013-06-17,14:15:00,30,62.989643,8.224583,0.0,0.0,19.0
2013-06-17,14:45:00,43,62.98933,8.224807,3.0,0.0,18.0
2013-06-17,15:15:00,30,62.989352,8.22771,9.0,5.0,16.0
2013-06-17,15:45:00,62,62.988542,8.230167,41.0,36.0,13.0
2013-06-17,16:15:00,30,62.989757,8.234313,16.0,11.0,12.0
2013-06-17,16:45:00,62,62.989887,8.240958,48.0,35.0,12.0
2013-06-17,17:15:00,30,62.987495,8.245183,19.0,20.0,13.0
2013-06-17,17:45:00,43,62.987372,8.24541,12.0,14.0,13.0
2013-06-17,18:15:00,30,62.987625,8.244802,7.0,6.0,14.0
2013-06-17,18:45:00,30,62.987578,8.245262,13.0,13.0,14.0
2013-06-17,19:15:00,43,62.987488,8.245048,13.0,14.0,14.0
2013-06-17,19:45:00,30,62.987498,8.245058,14.0,8.0,13.0
2013-06-17,20:15:00,66,62.987295,8.244923,5.0,5.0,13.0
2013-06-17,20:45:00,30,62.987705,8.245558,0.0,0.0,14.0
2013-06-17,21:15:00,30,62.987797,8.24467,6.0,5.0,12.0
2013-06-17,21:45:00,30,62.988348,8.241957,0.0,0.0,11.0
2013-06-17,22:15:00,30,62.98826,8.242178,0.0,0.0,12.0
2013-06-17,22:45:00,43,62.988282,8.24189,0.0,0.0,12.0
2013-06-17,23:15:00,30,62.988328,8.241158,0.0,0.0,12.0
2013-06-17,23:45:00,30,62.988165,8.242057,0.0,0.0,12.0
2013-06-18,00:15:00,70,62.988483,8.24191,0.0,2.0,12.0
2013-06-18,00:45:00,30,62.988567,8.241703,0.0,1.0,13.0
2013-06-18,01:15:00,30,62.987822,8.24481,4.0,1.0,11.0
2013-06-18,01:45:00,30,62.987643,8.24511,0.0,0.0,10.0
2013-06-18,02:15:00,30,62.988005,8.244887,18.0,8.0,11.0
2013-06-18,02:45:00,30,62.988155,8.244953,0.0,0.0,10.0
2013-06-18,03:15:00,42,62.98817,8.244897,1.0,2.0,11.0
2013-06-18,03:45:00,30,62.98827,8.244967,0.0,2.0,11.0
2013-06-18,04:15:00,30,62.988238,8.244788,1.0,2.0,12.0
2013-06-18,04:45:00,42,62.988193,8.2449,0.0,0.0,13.0
2013-06-18,05:15:00,30,62.9882,8.24482,0.0,0.0,13.0
2013-06-18,05:45:00,30,62.98829,8.244792,0.0,0.0,14.0
2013-06-18,06:15:00,34,62.988443,8.244782,14.0,14.0,14.0
2013-06-18,06:45:00,42,62.987365,8.24581,31.0,19.0,14.0
2013-06-18,07:15:00,30,62.987313,8.245585,13.0,11.0,14.0
2013-06-18,07:45:00,42,62.988422,8.244225,18.0,14.0,15.0
2013-06-18,08:15:00,30,62.988442,8.244408,2.0,2.0,16.0
2013-06-18,08:45:00,43,62.987533,8.244913,4.0,1.0,17.0
2013-06-18,09:15:00,78,62.985843,8.248497,17.0,12.0,16.0
2013-06-18,09:45:00,81,62.98652,8.249265,0.0,0.0,16.0
2013-06-18,10:15:00,30,62.986532,8.25004,0.0,0.0,17.0
2013-06-18,10:45:00,86,62.986,8.248717,3.0,2.0,17.0
2013-06-18,11:15:00,Time Out,22.0,27.0,0.0,,
2013-06-18,11:45:00,Time Out,10.0,10.0,0.0,,
2013-06-18,12:15:00,Time Out,11.0,11.0,0.0,,
2013-06-18,12:45:00,Time Out,0.0,0.0,0.0,,
2013-06-18,13:15:00,Time Out,0.0,0.0,0.0,,
2013-06-18,13:45:00,Time Out,0.0,0.0,0.0,,
2013-06-18,14:15:00,Time Out,24.0,23.0,0.0,,
2013-06-18,14:45:00,Time Out,2.0,1.0,0.0,,
2013-06-18,15:15:00,Time Out,0.0,0.0,0.0,,
2013-06-18,15:45:00,Time Out,16.0,22.0,0.0,,
2013-06-18,16:15:00,Time Out,9.0,10.0,0.0,,
2013-06-18,16:45:00,Time Out,22.0,8.0,0.0,,
2013-06-18,17:15:00,Time Out,8.0,6.0,0.0,,
2013-06-18,17:45:00,81,62.986222,8.248362,0.0,0.0,17.0
