Date,Time,TTF,Lat,Long,X,Y,Temp
2014-06-25,00:15:00,30,62.985682,8.19071,0.0,0.0,11.0
2014-06-25,00:45:00,43,62.985843,8.19048,0.0,0.0,9.0
2014-06-25,01:15:00,30,62.985882,8.190325,0.0,1.0,9.0
2014-06-25,01:45:00,30,62.98644,8.18987,2.0,5.0,7.0
2014-06-25,02:15:00,43,62.986852,8.189565,5.0,7.0,7.0
2014-06-25,02:45:00,30,62.986752,8.189623,0.0,0.0,7.0
2014-06-25,03:15:00,43,62.986792,8.189718,1.0,2.0,8.0
2014-06-25,03:45:00,30,62.986903,8.18949,5.0,0.0,7.0
2014-06-25,04:15:00,42,62.985858,8.190318,20.0,2.0,8.0
2014-06-25,04:45:00,30,62.985952,8.190173,0.0,0.0,12.0
2014-06-25,05:15:00,42,62.985255,8.191612,12.0,8.0,10.0
2014-06-25,05:45:00,30,62.984607,8.191052,8.0,5.0,10.0
2014-06-25,06:15:00,30,62.984955,8.191563,15.0,5.0,10.0
2014-06-25,06:45:00,42,62.985003,8.19162,0.0,0.0,9.0
2014-06-25,07:15:00,30,62.985043,8.191537,1.0,0.0,9.0
2014-06-25,07:45:00,30,62.984838,8.191203,10.0,4.0,11.0
2014-06-25,08:15:00,66,62.984855,8.189668,15.0,8.0,10.0
2014-06-25,08:45:00,30,62.98488,8.190532,4.0,0.0,10.0
2014-06-25,09:15:00,30,62.98471,8.192297,0.0,0.0,12.0
2014-06-25,09:45:00,30,62.984668,8.194007,5.0,2.0,14.0
2014-06-25,10:15:00,30,62.985172,8.189508,11.0,1.0,12.0
2014-06-25,10:45:00,80,62.984788,8.188972,18.0,14.0,14.0
2014-06-25,11:15:00,42,62.98491,8.188817,6.0,4.0,13.0
2014-06-25,11:45:00,30,62.98487,8.18877,0.0,0.0,14.0
2014-06-25,12:15:00,30,62.985158,8.18875,6.0,4.0,14.0
2014-06-25,12:45:00,62,62.985585,8.188975,18.0,9.0,14.0
