Date,Time,TTF,Lat,Long,2D3D,Alt,DOP,SVs,FOM,X,Y,Temp,Bat,Status,SCap,GPS,GSM
2012-06-10,00:15:00,30,62.988118,8.21429,3D,283,2.0,6,0.0,1.0,0.0,14.0,612.0,1000010.0,0.0,1.0,0.0
2012-06-10,00:45:00,43,62.988102,8.214383,3D,297,1.7,6,0.0,1.0,0.0,15.0,611.0,1000010.0,0.0,1.0,0.0
2012-06-10,01:15:00,30,62.987725,8.21317,3D,291,1.8,6,0.0,9.0,5.0,11.0,611.0,1000010.0,0.0,1.0,0.0
2012-06-10,01:45:00,30,62.987765,8.212583,3D,312,2.5,5,0.0,19.0,21.0,9.0,608.0,1000010.0,0.0,1.0,0.0
2012-06-10,02:15:00,34,62.990488,8.211758,3D,326,1.5,6,0.0,16.0,14.0,10.0,608.0,1000010.0,0.0,1.0,0.0
2012-06-10,02:45:00,30,62.99014,8.205125,3D,327,1.4,6,0.0,15.0,17.0,7.0,606.0,1000010.0,0.0,1.0,0.0
2012-06-10,03:15:00,41,62.990688,8.207493,3D,328,1.8,5,0.0,21.0,19.0,7.0,605.0,1000010.0,0.0,1.0,0.0
2012-06-10,03:45:00,30,62.99011,8.207155,3D,347,4.2,4,0.0,0.0,0.0,8.0,606.0,1000010.0,0.0,1.0,0.0
2012-06-10,04:15:00,30,62.990147,8.207105,3D,351,2.2,4,0.0,0.0,0.0,15.0,612.0,1000010.0,0.0,1.0,0.0
2012-06-10,04:45:00,44,62.990062,8.207235,3D,331,1.3,8,0.0,0.0,0.0,19.0,614.0,1000010.0,0.0,1.0,0.0
2012-06-10,05:15:00,30,62.990102,8.207338,3D,355,1.6,6,0.0,0.0,0.0,17.0,615.0,1000010.0,0.0,1.0,0.0
2012-06-10,05:45:00,30,62.990048,8.207197,3D,342,2.5,4,0.0,0.0,0.0,18.0,616.0,1000010.0,0.0,1.0,0.0
2012-06-10,06:15:00,30,62.990762,8.207587,3D,326,2.3,4,0.0,20.0,18.0,12.0,612.0,1000010.0,0.0,1.0,0.0
2012-06-10,06:45:00,30,62.990668,8.207273,3D,327,2.9,4,0.0,13.0,14.0,10.0,609.0,1000010.0,0.0,1.0,0.0
2012-06-10,07:15:00,44,62.989982,8.206807,3D,340,1.1,7,0.0,18.0,11.0,9.0,607.0,1000010.0,0.0,1.0,0.0
2012-06-10,07:45:00,30,62.990012,8.205498,3D,320,2.0,5,0.0,0.0,0.0,13.0,610.0,1000010.0,0.0,1.0,0.0
2012-06-10,08:15:00,30,62.990325,8.202973,3D,343,3.1,5,0.0,3.0,1.0,12.0,611.0,1000010.0,0.0,1.0,0.0
2012-06-10,08:45:00,32,62.989812,8.199718,3D,330,4.8,4,0.0,17.0,20.0,11.0,609.0,1000010.0,0.0,1.0,0.0
2012-06-10,09:15:00,43,62.990178,8.20055,3D,329,2.6,4,0.0,19.0,19.0,11.0,609.0,1000010.0,0.0,1.0,0.0
2012-06-10,09:45:00,30,62.990073,8.201558,3D,340,4.2,4,0.0,0.0,0.0,14.0,611.0,1000010.0,0.0,1.0,0.0
2012-06-10,10:15:00,44,62.990278,8.201468,3D,320,1.6,5,0.0,0.0,1.0,17.0,612.0,1000010.0,0.0,1.0,0.0
2012-06-10,10:45:00,30,62.989887,8.203153,3D,336,1.4,5,0.0,0.0,0.0,15.0,613.0,1000010.0,0.0,1.0,0.0
2012-06-10,11:15:00,30,62.989912,8.2032,3D,358,2.1,4,0.0,0.0,0.0,19.0,616.0,1000010.0,0.0,1.0,0.0
2012-06-10,11:45:00,41,62.989898,8.203232,3D,328,1.3,6,0.0,14.0,10.0,22.0,617.0,1000010.0,0.0,1.0,0.0
2012-06-10,12:15:00,30,62.989377,8.203418,3D,311,1.2,5,0.0,21.0,19.0,13.0,613.0,1000010.0,0.0,1.0,0.0
2012-06-10,12:45:00,30,62.989728,8.205282,3D,316,2.1,4,0.0,19.0,22.0,11.0,611.0,1000010.0,0.0,1.0,0.0
2012-06-10,13:15:00,30,62.989507,8.204048,3D,316,1.9,4,0.0,18.0,13.0,11.0,610.0,1000010.0,0.0,1.0,0.0
