Date,Time,TTF,Lat,Long,2D3D,Alt,DOP,SVs,FOM,X,Y,Temp,Bat,Status,SCap,GPS,GSM
2012-06-10,00:15:00,30,62.99013,8.207293,3D,349,2.6,4,0.0,1.0,0.0,8.0,608.0,1000010.0,0.0,1.0,0.0
2012-06-10,00:45:00,44,62.989727,8.204795,3D,323,3.1,4,0.0,19.0,22.0,7.0,606.0,1000010.0,0.0,1.0,0.0
2012-06-10,01:15:00,31,62.989183,8.20425,3D,392,4.5,4,0.0,0.0,0.0,7.0,606.0,1000010.0,0.0,1.0,0.0
2012-06-10,01:45:00,43,62.989953,8.205915,3D,324,3.1,5,0.0,1.0,4.0,8.0,606.0,1000010.0,0.0,1.0,0.0
2012-06-10,02:15:00,30,62.9898,8.204298,3D,335,3.5,5,0.0,11.0,12.0,8.0,608.0,1000010.0,0.0,1.0,0.0
2012-06-10,02:45:00,60,62.990065,8.205117,3D,331,2.7,5,0.0,0.0,5.0,7.0,601.0,1000010.0,0.0,1.0,0.0
2012-06-10,03:15:00,30,62.990028,8.204672,3D,349,3.4,5,0.0,1.0,0.0,8.0,607.0,1000010.0,0.0,1.0,0.0
2012-06-10,03:45:00,30,62.99004,8.204427,3D,336,3.2,4,0.0,16.0,13.0,8.0,606.0,1000010.0,0.0,1.0,0.0
2012-06-10,04:15:00,59,62.98945,8.203347,3D,328,2.7,4,0.0,39.0,37.0,8.0,605.0,1000010.0,0.0,1.0,0.0
2012-06-10,04:45:00,43,62.989777,8.205897,3D,336,3.8,5,0.0,22.0,15.0,8.0,605.0,1000010.0,0.0,1.0,0.0
2012-06-10,05:15:00,43,62.989843,8.206108,3D,342,2.2,4,0.0,0.0,0.0,8.0,603.0,1000010.0,0.0,1.0,0.0
2012-06-10,05:45:00,30,62.989928,8.20609,3D,335,2.5,4,0.0,1.0,0.0,8.0,608.0,1000010.0,0.0,1.0,0.0
2012-06-10,06:15:00,30,62.98997,8.206012,3D,329,2.3,4,0.0,0.0,0.0,10.0,608.0,1000010.0,0.0,1.0,0.0
2012-06-10,06:45:00,34,62.990217,8.203498,3D,349,2.9,4,0.0,17.0,8.0,10.0,608.0,1000010.0,0.0,1.0,0.0
2012-06-10,07:15:00,30,62.990215,8.200513,3D,329,3.7,4,0.0,11.0,7.0,10.0,608.0,1000010.0,0.0,1.0,0.0
2012-06-10,07:45:00,43,62.990352,8.2019,3D,344,2.8,5,0.0,20.0,12.0,10.0,608.0,1000010.0,0.0,1.0,0.0
2012-06-10,08:15:00,43,62.990297,8.202638,3D,345,3.3,4,0.0,14.0,9.0,9.0,607.0,1000010.0,0.0,1.0,0.0
2012-06-10,08:45:00,30,62.990197,8.201498,3D,347,3.8,4,0.0,14.0,12.0,11.0,609.0,1000010.0,0.0,1.0,0.0
2012-06-10,09:15:00,30,62.99027,8.201365,3D,329,4.9,4,0.0,5.0,3.0,11.0,610.0,1000010.0,0.0,1.0,0.0
2012-06-10,09:45:00,43,62.990233,8.201413,3D,325,2.2,5,0.0,7.0,7.0,14.0,610.0,1000010.0,0.0,1.0,0.0
2012-06-10,10:15:00,30,62.990035,8.203208,3D,329,3.5,5,0.0,17.0,14.0,12.0,610.0,1000010.0,0.0,1.0,0.0
2012-06-10,10:45:00,Time Out,58.0,40.0,12,605,1000.0,0,1.0,0.0,,,,,,,
2012-06-10,11:15:00,43,62.989542,8.20339,3D,335,2.0,5,0.0,30.0,22.0,12.0,609.0,1000010.0,0.0,1.0,0.0
2012-06-10,11:45:00,30,62.989715,8.204685,3D,331,1.6,4,0.0,1.0,2.0,12.0,609.0,1000010.0,0.0,1.0,0.0
2012-06-10,12:15:00,30,62.98977,8.204723,3D,314,1.4,4,0.0,1.0,2.0,11.0,610.0,1000010.0,0.0,1.0,0.0
2012-06-10,12:45:00,43,62.989662,8.204623,3D,320,1.9,5,0.0,22.0,15.0,13.0,609.0,1000010.0,0.0,1.0,0.0
2012-06-10,13:15:00,30,62.989377,8.203437,3D,312,1.8,5,0.0,21.0,15.0,11.0,610.0,1000010.0,0.0,1.0,0.0
2012-06-10,13:45:00,43,62.99004,8.205205,3D,322,1.9,5,0.0,34.0,19.0,12.0,609.0,1000010.0,0.0,1.0,0.0
2012-06-10,14:15:00,30,62.990148,8.20446,3D,326,2.6,4,0.0,21.0,13.0,12.0,610.0,1000010.0,0.0,1.0,0.0
2012-06-10,14:45:00,39,62.990007,8.205638,3D,329,5.0,4,0.0,0.0,0.0,12.0,609.0,1000010.0,0.0,1.0,0.0
2012-06-10,15:15:00,43,62.989987,8.205555,3D,320,2.0,5,0.0,0.0,0.0,13.0,610.0,1000010.0,0.0,1.0,0.0
2012-06-10,15:45:00,30,62.990268,8.204593,3D,328,1.9,5,0.0,16.0,14.0,13.0,612.0,1000010.0,0.0,1.0,0.0
2012-06-10,16:15:00,30,62.991273,8.215338,3D,332,2.0,5,0.0,17.0,11.0,10.0,610.0,1000010.0,0.0,1.0,0.0
2012-06-10,16:45:00,45,62.989723,8.223642,3D,304,8.6,4,0.0,25.0,21.0,11.0,606.0,1000010.0,0.0,1.0,0.0
2012-06-10,17:15:00,43,62.989838,8.223157,3D,273,15.9,4,0.0,16.0,23.0,12.0,609.0,1000010.0,0.0,1.0,0.0
2012-06-10,17:45:00,30,62.990158,8.222893,3D,276,3.1,5,0.0,2.0,1.0,11.0,610.0,1000010.0,0.0,1.0,0.0
2012-06-10,18:15:00,62,62.989963,8.220977,2D,0,4.7,3,0.0,13.0,5.0,11.0,608.0,10000010.0,0.0,1.0,0.0
2012-06-10,18:45:00,49,62.99006,8.222953,3D,285,3.4,4,0.0,32.0,28.0,12.0,609.0,1000010.0,0.0,1.0,0.0
2012-06-10,19:15:00,38,62.989943,8.224527,3D,260,3.2,4,0.0,23.0,22.0,10.0,608.0,1000010.0,0.0,1.0,0.0
2012-06-10,19:45:00,67,62.988558,8.218897,3D,250,4.0,4,0.0,35.0,34.0,9.0,606.0,1000010.0,0.0,1.0,0.0
2012-06-10,20:15:00,30,62.987627,8.211047,3D,321,3.4,4,0.0,14.0,15.0,9.0,608.0,1000010.0,0.0,1.0,0.0
2012-06-10,20:45:00,43,62.988057,8.218885,3D,265,1.9,5,0.0,22.0,18.0,8.0,606.0,1000010.0,0.0,1.0,0.0
2012-06-10,21:15:00,30,62.987937,8.214452,3D,280,2.5,4,0.0,20.0,21.0,8.0,608.0,1000010.0,0.0,1.0,0.0
2012-06-10,21:45:00,30,62.987772,8.214298,3D,294,8.0,4,0.0,1.0,0.0,9.0,608.0,1000010.0,0.0,1.0,0.0
2012-06-10,22:15:00,43,62.987947,8.214183,3D,274,2.1,7,0.0,4.0,3.0,10.0,607.0,1000010.0,0.0,1.0,0.0
2012-06-10,22:45:00,30,62.987873,8.214115,3D,264,1.9,7,0.0,0.0,1.0,10.0,609.0,1000010.0,0.0,1.0,0.0
2012-06-10,23:15:00,30,62.98789,8.214245,3D,287,2.8,5,0.0,0.0,0.0,11.0,610.0,1000010.0,0.0,1.0,0.0
2012-06-10,23:45:00,30,62.987983,8.213747,3D,280,3.6,5,0.0,0.0,0.0,10.0,609.0,1000010.0,0.0,1.0,0.0
2012-06-11,00:15:00,43,62.987875,8.213837,3D,251,1.8,6,0.0,2.0,1.0,13.0,609.0,1000010.0,0.0,1.0,0.0
