RovbaseID,Funnetdato,Skadetype,Rase,"Rase, annet","Skadedato, fra","Skadedato, til",Usikker skadedato,Kjønn,Alder,Antall,Tilstand,Skadeårsak,Vurdering,Skadested,KommuneID,Nord (opprinnelig),Øst (opprinnelig),Nord (UTM33/SWEREF99 TM),Øst (UTM33/SWEREF99 TM),Nord (RT90),Øst (RT90),Koordinatsystem,Stedkvalitet,Kommune,Fylkenummer,Fylke
K503242,22.06.2019,Sau,Norsk kvit sau,,10.06.2019,19.06.2019,Ja,Ukjent,Under 1 år,1,Skadd og avlivet,Ulv,Antatt sikker,Utmark,1-5034,7043106,645159,7043502,346395,7047881,1306267,WGS84-UTM Sone 32,Mindre god,Meråker (N),1-50,Trøndelag (N)
K500679,03.08.2018,Sau,Norsk kvit sau,,15.07.2018,25.07.2018,Ja,Hunn,Voksen,1,Dødt,Ukjent,Usikker,Utmark,1-5034,7036819,643762,7037373,344416,7041774,1304209,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N)
K500681,06.08.2018,Sau,Norsk kvit sau,,15.07.2018,25.07.2018,Ja,Hunn,Voksen,1,Dødt,Ukjent,Usikker,Utmark,1-5034,7036711,643370,7037302,344016,7041708,1303808,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N)
K502917,10.06.2019,Sau,Norsk kvit sau,,09.06.2019,09.06.2019,Nei,Hunn,Voksen,1,Dødt,Ulv,Antatt sikker,Utmark,1-5034,7046083,643777,7046595,345298,7050990,1305208,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N)
K502918,10.06.2019,Sau,Norsk kvit sau,,09.06.2019,09.06.2019,Nei,Hunn,Under 1 år,1,Dødt,Ulv,Antatt sikker,Utmark,1-5034,7045965,644446,7046415,345953,7050802,1305861,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N)
K503002,13.06.2019,Sau,Norsk kvit sau,,09.06.2019,10.06.2019,Nei,Hann,Under 1 år,1,Dødt,Ulv,Dokumentert,Utmark,1-5034,7045584,645559,7045932,347025,7050304,1306928,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N)
K503003,13.06.2019,Sau,Norsk kvit sau,,09.06.2019,10.06.2019,Nei,Hunn,Voksen,1,Dødt,Ulv,Dokumentert,Utmark,1-5034,7045663,645582,7046008,347056,7050380,1306959,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N)
K499593,06.09.2018,Sau,Norsk kvit sau,,15.07.2018,01.08.2018,Ja,Hunn,Under 1 år,1,Dødt,Ukjent,Usikker,Utmark,1-5034,7055150,636130,7056339,338533,7060824,1298563,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N)
K497949,07.07.2018,Sau,Norsk kvit sau,,07.07.2018,07.07.2018,Nei,Hunn,Voksen,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7034177,346571,7034177,346571,7038549,1306325,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N)
K498342,24.07.2018,Sau,Norsk kvit sau,,19.07.2018,20.07.2018,Nei,Hunn,Voksen,1,Dødt,Bjørn,Antatt sikker,Utmark,1-5034,7036512,344478,7036512,344478,7040912,1304260,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N)
K479829,30.08.2017,Sau,,,30.08.2017,30.08.2017,Nei,Hunn,Voksen,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7042249,644914,7042672,346071,7047055,1305932,WGS84-UTM Sone 32,Særs god,Meråker (N),1-50,Trøndelag (N)
K479960,06.09.2017,Sau,Norsk kvit sau,,01.08.2017,31.08.2017,Ja,Hunn,Voksen,1,Dødt,Ukjent,Usikker,Utmark,1-5034,7036187,645259,7036604,345847,7040987,1305632,WGS84-UTM Sone 32,Særs god,Meråker (N),1-50,Trøndelag (N)
K505368,06.09.2019,Sau,Norsk kvit sau,,02.09.2019,03.09.2019,Nei,Hunn,Voksen,1,Dødt,Ulv,Dokumentert,Utmark,1-5034,7047428,646066,7047720,347703,7052085,1307628,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N)
K505669,17.09.2019,Sau,Norsk kvit sau,,02.09.2019,03.09.2019,Nei,Hunn,Under 1 år,1,Skadd og avlivet,Ulv,Antatt sikker,Utmark,1-5034,7046505,645457,7046858,347010,7051232,1306924,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N)
K505670,17.09.2019,Sau,Norsk kvit sau,,15.07.2019,15.08.2019,Ja,Hunn,Under 1 år,1,Skadd og ikke avlivet,Ulv,Antatt sikker,Utmark,1-5034,7042702,641412,7043451,342627,7047877,1302496,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N)
K505671,17.09.2019,Sau,Norsk kvit sau,,02.09.2019,03.09.2019,Ja,Hann,Under 1 år,1,Skadd og ikke avlivet,Ulv,Antatt sikker,Utmark,1-5034,7048185,645957,7048484,347665,7052850,1307600,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N)
K512596,29.08.2020,Sau,Norsk kvit sau,,20.08.2020,21.08.2020,Ja,Hunn,Voksen,1,Dødt,Ukjent,Usikker,Utmark,1-5034,7035589,643049,7036215,343591,7040626,1303369,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N)
K510855,03.07.2020,Sau,Norsk kvit sau,,27.06.2020,28.06.2020,Ja,Hunn,Åring,1,Dødt,Bjørn,Antatt sikker,Utmark,1-5034,7049190,343729,7049190,343729,7053606,1303671,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N)
K517377,01.08.2021,Sau,Norsk kvit sau,,03.07.2021,24.07.2021,Ja,Ukjent,Under 1 år,1,Dødt,Ukjent,Usikker,Utmark,1-5034,7045214,642987,7045804,344430,7050209,1304329,WGS84-UTM Sone 32,Særs god,Meråker (N),1-50,Trøndelag (N)
K511432,23.07.2020,Sau,Norsk kvit sau,,19.07.2020,22.07.2020,Ja,Ukjent,Under 1 år,1,Dødt,Kongeørn,Dokumentert,Utmark,1-5034,7045412,348802,7045412,348802,7049762,1308699,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N)
K511702,25.07.2020,Sau,,,05.07.2020,19.07.2020,Nei,Hunn,Voksen,1,Dødt,Ukjent,Usikker,Utmark,1-5034,7057888,638526,7058841,341175,7063294,1301238,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N)
K504809,15.08.2019,Sau,Norsk kvit sau,,12.08.2019,13.08.2019,Ja,Ukjent,Under 1 år,1,Dødt,Ulv,Dokumentert,Utmark,1-5034,7057579,343362,7057579,343362,7062004,1303410,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N)
K504810,11.08.2019,Sau,Spel,,01.08.2019,04.08.2019,Ja,Hunn,Voksen,1,Dødt,Ukjent,Usikker,Utmark,1-5034,7055796,638655,7056746,341108,7061199,1301144,WGS84-UTM Sone 32,Mindre god,Meråker (N),1-50,Trøndelag (N)
K504222,27.07.2019,Sau,Norsk kvit sau,,18.07.2019,23.07.2019,Ja,Ukjent,Under 1 år,1,Dødt,Ulv,Antatt sikker,Utmark,1-5034,7056844,641488,7057524,344027,7061940,1304074,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N)
K504812,15.08.2019,Sau,Spel,,12.08.2019,13.08.2019,Ja,Ukjent,Under 1 år,1,Dødt,Ulv,Antatt sikker,Utmark,1-5034,7056647,642771,7057208,345286,7061608,1305329,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N)
K524142,13.08.2022,Sau,Spel,,28.07.2022,11.08.2022,Ja,Ukjent,Under 1 år,1,Dødt,Ukjent,Usikker,Utmark,1-5034,7057093,637926,7058106,340503,7062567,1300556,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N)
K480460,21.09.2017,Sau,Spel,,20.08.2017,10.09.2017,Ja,Ukjent,Under 1 år,1,Dødt,Jerv,Dokumentert,Utmark,1-5034,7055385,637256,7056468,339676,7060938,1299708,WGS84-UTM Sone 32,Meget god,Meråker (N),1-50,Trøndelag (N)
K499594,06.09.2018,Sau,Spel,,01.09.2018,05.09.2018,Ja,Hunn,Under 1 år,1,Dødt,Jerv,Dokumentert,Utmark,1-5034,7055323,638157,7056322,340567,7060781,1300598,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N)
K499714,06.09.2018,Sau,Spel,,01.09.2018,05.09.2018,Ja,Hunn,Under 1 år,1,Dødt,Jerv,Dokumentert,Utmark,1-5034,7056402,339273,7056402,339273,7060878,1299304,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N)
K499742,07.09.2018,Sau,Spel,,02.09.2018,07.09.2018,Ja,Hann,Under 1 år,1,Skadd og avlivet,Jerv,Antatt sikker,Utmark,1-5034,7055448,636916,7056562,339344,7061037,1299376,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N)
K503951,17.07.2019,Sau,Spel,,11.07.2019,15.07.2019,Ja,Ukjent,Under 1 år,1,Dødt,Ukjent,Usikker,Utmark,1-5034,7057411,341645,7057411,341645,7061857,1301690,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N)
K478521,25.07.2017,Sau,Spel,,23.07.2017,24.07.2017,Ja,Ukjent,Under 1 år,1,Dødt,Kongeørn,Dokumentert,Utmark,1-5034,7057864,640069,7058673,342709,7063106,1302770,WGS84-UTM Sone 32,Særs god,Meråker (N),1-50,Trøndelag (N)
K504110,23.07.2019,Sau,Spel,,18.07.2019,20.07.2019,Ja,Hunn,Under 1 år,1,Dødt,Ulv,Usikker,Utmark,1-5034,7058982,342757,7058982,342757,7063415,1302822,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N)
K518739,16.09.2021,Sau,Spel,,13.09.2021,14.09.2021,Ja,Ukjent,Under 1 år,1,Dødt,Ukjent,Usikker,Utmark,1-5034,7053619,345022,7053619,345022,7058021,1305020,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N)
K516733,03.07.2021,Sau,Spel,,15.06.2021,26.06.2021,Ja,Ukjent,Under 1 år,1,Dødt,Ukjent,Usikker,Utmark,1-5034,7057721,640610,7058480,343235,7062906,1303293,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N)
K511768,01.08.2020,Sau,Spel,,28.07.2020,31.07.2020,Ja,Ukjent,Under 1 år,1,Dødt,Ukjent,Usikker,Utmark,1-5034,7057404,346261,7057404,346261,7061792,1306308,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N)
K470434,27.07.2016,Sau,Norsk kvit sau,,23.07.2016,24.07.2016,Ja,Hunn,Åring,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7026760,632641,7028397,332402,7032945,1292076,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N)
K470651,29.07.2016,Sau,Norsk kvit sau,,20.07.2016,24.07.2016,Ja,Hunn,Voksen,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7027469,633004,7029069,332830,7033612,1292513,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N)
K470653,29.07.2016,Sau,Norsk kvit sau,,20.07.2016,24.07.2016,Ja,Ukjent,Under 1 år,1,Dødt,Bjørn,Antatt sikker,Utmark,1-5034,7027365,633053,7028961,332869,7033504,1292550,WGS84-UTM Sone 32,Meget god,Meråker (N),1-50,Trøndelag (N)
K471018,04.08.2016,Sau,Norsk kvit sau,,22.07.2016,30.07.2016,Ja,Hunn,Voksen,1,Dødt,Bjørn,Antatt sikker,Utmark,1-5034,7027811,633306,7029382,333162,7033921,1292849,WGS84-UTM Sone 32,Meget god,Meråker (N),1-50,Trøndelag (N)
K471019,10.08.2016,Sau,Spel,,15.07.2016,25.07.2016,Ja,Hann,Under 1 år,1,Skadd og avlivet,Bjørn,Antatt sikker,Utmark,1-5034,7027778,634198,7029265,334048,7033793,1293734,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N)
K471021,07.08.2016,Sau,Spel,,15.07.2016,24.07.2016,Ja,Hunn,Voksen,1,Dødt,Ukjent,Usikker,Utmark,1-5034,7028150,633967,7029657,333852,7034188,1293543,WGS84-UTM Sone 32,Meget god,Meråker (N),1-50,Trøndelag (N)
K471492,23.08.2016,Sau,Spel,,23.08.2016,23.08.2016,Nei,Hunn,Voksen,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7026238,635957,7027568,335655,7032074,1295320,WGS84-UTM Sone 32,Meget god,Meråker (N),1-50,Trøndelag (N)
K471493,17.08.2016,Sau,Spel,,02.08.2016,05.08.2016,Ja,Hunn,Voksen,1,Dødt,Bjørn,Antatt sikker,Utmark,1-5034,7028428,638871,7029476,338761,7033944,1298452,WGS84-UTM Sone 32,Meget god,Meråker (N),1-50,Trøndelag (N)
K471494,17.08.2016,Sau,Spel,,09.08.2016,10.08.2016,Ja,Hunn,Voksen,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7028239,639038,7029272,338910,7033738,1298598,WGS84-UTM Sone 32,Meget god,Meråker (N),1-50,Trøndelag (N)
K471496,20.08.2016,Sau,Spel,,15.07.2016,05.08.2016,Ja,Hunn,Voksen,1,Dødt,Ukjent,Usikker,Utmark,1-5034,7025982,634024,7027493,333706,7032024,1293370,WGS84-UTM Sone 32,Meget god,Meråker (N),1-50,Trøndelag (N)
K470432,26.07.2016,Sau,Spel,,23.07.2016,24.07.2016,Ja,Hunn,Voksen,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7028306,637370,7029495,337255,7033982,1296946,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N)
K470689,01.08.2016,Sau,Spel,,29.07.2016,30.07.2016,Nei,Hunn,Voksen,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7026038,634782,7027478,334466,7032000,1294130,WGS84-UTM Sone 32,Meget god,Meråker (N),1-50,Trøndelag (N)
K470729,02.08.2016,Sau,Spel,,15.07.2016,24.07.2016,Ja,Hunn,Under 1 år,1,Skadd og avlivet,Ukjent fredet rovvilt,Antatt sikker,Utmark,1-5034,7026792,633530,7028346,333290,7032883,1292964,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N)
K470923,07.08.2016,Sau,Norsk kvit sau,,02.08.2016,04.08.2016,Ja,Hunn,Voksen,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7024730,640763,7025617,340300,7030064,1299943,WGS84-UTM Sone 32,Særs god,Meråker (N),1-50,Trøndelag (N)
K470925,05.08.2016,Sau,Norsk kvit sau,,02.08.2016,04.08.2016,Ja,Hunn,Voksen,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7015587,640040,7016581,338725,7021043,1298254,WGS84-UTM Sone 32,Særs god,Meråker (N),1-50,Trøndelag (N)
K470928,07.08.2016,Sau,Spel,,01.08.2016,04.08.2016,Ja,Hunn,Voksen,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7023258,638012,7024408,337423,7028891,1297049,WGS84-UTM Sone 32,Særs god,Meråker (N),1-50,Trøndelag (N)
K470929,07.08.2016,Sau,Spel,,01.08.2016,04.08.2016,Ja,Hann,Under 1 år,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7023258,638085,7024401,337495,7028883,1297122,WGS84-UTM Sone 32,Særs god,Meråker (N),1-50,Trøndelag (N)
K470930,07.08.2016,Sau,Spel,,01.08.2016,04.08.2016,Ja,Hunn,Voksen,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7023361,638197,7024494,337617,7028974,1297244,WGS84-UTM Sone 32,Særs god,Meråker (N),1-50,Trøndelag (N)
K470128,15.07.2016,Sau,Spel,,14.07.2016,14.07.2016,Nei,Hunn,Voksen,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7028009,635052,7029416,334920,7033932,1294608,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N)
K470210,18.07.2016,Sau,,,16.07.2016,17.07.2016,Ja,Hann,Åring,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7026301,634923,7027727,334631,7032246,1294298,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N)
K470213,18.07.2016,Sau,Spel,,17.07.2016,18.07.2016,Ja,Hunn,Voksen,1,Dødt,Ulv,Antatt sikker,Utmark,1-5034,7026200,637203,7027413,336892,7031904,1296556,WGS84-UTM Sone 32,Særs god,Meråker (N),1-50,Trøndelag (N)
K470214,18.07.2016,Sau,Spel,,17.07.2016,18.07.2016,Ja,Ukjent,Under 1 år,1,Dødt,Ulv,Antatt sikker,Utmark,1-5034,7026200,637203,7027413,336892,7031904,1296556,WGS84-UTM Sone 32,Særs god,Meråker (N),1-50,Trøndelag (N)
K470215,18.07.2016,Sau,Spel,,17.07.2016,18.07.2016,Nei,Ukjent,Under 1 år,1,Dødt,Ulv,Antatt sikker,Utmark,1-5034,7026200,637203,7027413,336892,7031904,1296556,WGS84-UTM Sone 32,Særs god,Meråker (N),1-50,Trøndelag (N)
K470270,19.07.2016,Sau,Spel,,16.07.2016,18.07.2016,Ja,Hunn,Voksen,1,Skadd og avlivet,Ulv,Antatt sikker,Utmark,1-5034,7026079,636890,7027322,336569,7031817,1296232,WGS84-UTM Sone 32,Særs god,Meråker (N),1-50,Trøndelag (N)
K469989,10.07.2016,Sau,Spel,,07.07.2016,09.07.2016,Nei,Hunn,Under 1 år,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7018189,630486,7020064,329455,7024645,1289023,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N)
K469789,07.07.2016,Sau,Spel,,06.07.2016,06.07.2016,Nei,Hunn,Åring,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7022207,631878,7023935,331217,7028496,1290834,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N)
K469790,07.07.2016,Sau,Spel,,06.07.2016,06.07.2016,Nei,Hann,Under 1 år,1,Skadd og avlivet,Bjørn,Dokumentert,Utmark,1-5034,7022643,631616,7024394,330997,7028957,1290620,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N)
K478539,27.07.2017,Sau,,,26.07.2017,26.07.2017,Nei,Hunn,Åring,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7028936,636425,7030210,336373,7034709,1296072,WGS84-UTM Sone 32,Meget god,Meråker (N),1-50,Trøndelag (N)
K478540,26.07.2017,Sau,Spel,,26.07.2017,26.07.2017,Nei,Hunn,Voksen,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7024790,639690,7025777,339237,7030237,1298881,WGS84-UTM Sone 32,Meget god,Meråker (N),1-50,Trøndelag (N)
K478515,18.07.2017,Sau,Spel,,15.07.2017,16.07.2017,Ja,Ukjent,Under 1 år,1,Dødt,Bjørn,Antatt sikker,Utmark,1-5034,7028710,637676,7029868,337598,7034352,1297293,WGS84-UTM Sone 32,Særs god,Meråker (N),1-50,Trøndelag (N)
K478516,18.07.2017,Sau,Spel,,15.07.2017,16.07.2017,Ja,Ukjent,Under 1 år,1,Dødt,Bjørn,Antatt sikker,Utmark,1-5034,7028741,637728,7029894,337653,7034377,1297348,WGS84-UTM Sone 32,Særs god,Meråker (N),1-50,Trøndelag (N)
K478518,24.07.2017,Sau,Spel,,15.07.2017,19.07.2017,Ja,Ukjent,Under 1 år,1,Dødt,Ukjent fredet rovvilt,Antatt sikker,Utmark,1-5034,7027742,635681,7029091,335521,7033600,1295205,WGS84-UTM Sone 32,Meget god,Meråker (N),1-50,Trøndelag (N)
K478519,24.07.2017,Sau,Spel,,18.07.2017,20.07.2017,Ja,Ukjent,Under 1 år,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7029823,635807,7031151,335841,7035657,1295552,WGS84-UTM Sone 32,Særs god,Meråker (N),1-50,Trøndelag (N)
K478262,15.07.2017,Sau,Spel,,15.07.2017,15.07.2017,Nei,Hann,Under 1 år,1,Dødt,Bjørn,Antatt sikker,Utmark,1-5034,7029700,637880,7030835,337894,7035315,1297601,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N)
K478264,16.07.2017,Sau,Spel,,15.07.2017,16.07.2017,Nei,Hunn,Voksen,1,Skadd og avlivet,Bjørn,Dokumentert,Utmark,1-5034,7030478,638713,7031532,338796,7036001,1298513,WGS84-UTM Sone 32,Særs god,Meråker (N),1-50,Trøndelag (N)
K478265,16.07.2017,Sau,Spel,,15.07.2017,16.07.2017,Nei,Hunn,Voksen,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7030097,637717,7031246,337768,7035727,1297481,WGS84-UTM Sone 32,Særs god,Meråker (N),1-50,Trøndelag (N)
K478267,16.07.2017,Sau,Spel,,15.07.2017,16.07.2017,Nei,Hunn,Voksen,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7028771,637643,7029932,337571,7034416,1297267,WGS84-UTM Sone 32,Særs god,Meråker (N),1-50,Trøndelag (N)
K478453,19.07.2017,Sau,Spel,,15.07.2017,18.07.2017,Ja,Ukjent,Under 1 år,1,Dødt,Bjørn,Antatt sikker,Utmark,1-5034,7029823,635807,7031151,335841,7035657,1295552,WGS84-UTM Sone 32,Særs god,Meråker (N),1-50,Trøndelag (N)
K478455,19.07.2017,Sau,Spel,,18.07.2017,18.07.2017,Nei,Hunn,Voksen,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7028004,635658,7029354,335522,7033863,1295210,WGS84-UTM Sone 32,Særs god,Meråker (N),1-50,Trøndelag (N)
K478456,19.07.2017,Sau,Spel,,18.07.2017,18.07.2017,Nei,Hunn,Voksen,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7027534,635799,7028873,335619,7033380,1295301,WGS84-UTM Sone 32,Særs god,Meråker (N),1-50,Trøndelag (N)
K478458,19.07.2017,Sau,Spel,,18.07.2017,18.07.2017,Nei,Hunn,Voksen,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7028035,635711,7029380,335578,7033888,1295266,WGS84-UTM Sone 32,Særs god,Meråker (N),1-50,Trøndelag (N)
K478460,19.07.2017,Sau,Spel,,18.07.2017,18.07.2017,Nei,Hunn,Voksen,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7027824,635900,7029152,335747,7033658,1295432,WGS84-UTM Sone 32,Særs god,Meråker (N),1-50,Trøndelag (N)
K479521,19.08.2017,Sau,Spel,,01.08.2017,15.08.2017,Ja,Hann,Under 1 år,1,Dødt,Bjørn,Antatt sikker,Utmark,1-5034,7021462,647606,7021724,346808,7026087,1306405,WGS84-UTM Sone 32,Særs god,Meråker (N),1-50,Trøndelag (N)
K479522,20.08.2017,Sau,Norsk kvit sau,,20.08.2017,20.08.2017,Nei,Hunn,Voksen,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7028082,638296,7029185,338156,7033661,1297843,WGS84-UTM Sone 32,Særs god,Meråker (N),1-50,Trøndelag (N)
K479214,17.08.2017,Sau,Spel,,16.08.2017,16.08.2017,Nei,Hunn,Åring,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7027045,635562,7028408,335337,7032919,1295013,WGS84-UTM Sone 32,Meget god,Meråker (N),1-50,Trøndelag (N)
K479355,18.08.2017,Sau,Spel,,16.08.2017,17.08.2017,Ja,Hunn,Voksen,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7025897,636233,7027202,335898,7031706,1295559,WGS84-UTM Sone 32,Meget god,Meråker (N),1-50,Trøndelag (N)
K479356,18.08.2017,Sau,Spel,,16.08.2017,17.08.2017,Ja,Hunn,Voksen,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7025786,636237,7027091,335892,7031595,1295551,WGS84-UTM Sone 32,Meget god,Meråker (N),1-50,Trøndelag (N)
K478681,30.07.2017,Sau,Spel,,28.07.2017,29.07.2017,Ja,Hunn,Voksen,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7026379,640988,7027238,340678,7031681,1300341,WGS84-UTM Sone 32,Meget god,Meråker (N),1-50,Trøndelag (N)
K478735,01.08.2017,Sau,Spel,,01.08.2017,01.08.2017,Nei,Hunn,Voksen,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7027926,638526,7029008,338371,7033481,1298056,WGS84-UTM Sone 32,Meget god,Meråker (N),1-50,Trøndelag (N)
K478464,24.07.2017,Sau,Spel,,18.07.2017,19.07.2017,Ja,Hunn,Voksen,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7028116,635827,7029450,335701,7033957,1295390,WGS84-UTM Sone 32,Meget god,Meråker (N),1-50,Trøndelag (N)
K479019,31.07.2017,Sau,Norsk kvit sau,,30.07.2017,31.07.2017,Nei,Hunn,Voksen,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7026500,640443,7027409,340146,7031859,1299812,WGS84-UTM Sone 32,Særs god,Meråker (N),1-50,Trøndelag (N)
K479020,01.08.2017,Sau,Norsk kvit sau,,13.07.2017,20.07.2017,Ja,Hunn,Voksen,1,Dødt,Ukjent,Usikker,Utmark,1-5034,7028726,637874,7029866,337797,7034346,1297492,WGS84-UTM Sone 32,Særs god,Meråker (N),1-50,Trøndelag (N)
K472267,06.09.2016,Sau,Spel,,27.08.2016,28.08.2016,Nei,Hunn,Voksen,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7026190,636082,7027508,335775,7032013,1295440,WGS84-UTM Sone 32,Særs god,Meråker (N),1-50,Trøndelag (N)
K471498,19.08.2016,Sau,Spel,,15.07.2016,05.08.2016,Ja,Hunn,Voksen,1,Dødt,Ukjent,Usikker,Utmark,1-5034,7024240,638814,7025311,338313,7029783,1297951,WGS84-UTM Sone 32,Meget god,Meråker (N),1-50,Trøndelag (N)
K471657,28.08.2016,Sau,Norsk kvit sau,,10.08.2016,25.08.2016,Ja,Hann,Under 1 år,1,Skadd og avlivet,Bjørn,Antatt sikker,Utmark,1-5034,7021952,336577,7021952,336577,7026444,1296172,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N)
K471658,28.08.2016,Sau,Norsk kvit sau,,10.08.2016,24.08.2016,Ja,Ukjent,Under 1 år,1,Skadd og ikke avlivet,Bjørn,Antatt sikker,Utmark,1-5034,7020957,336569,7020957,336569,7025449,1296152,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N)
K471659,28.08.2016,Sau,Norsk kvit sau,,20.07.2016,10.08.2016,Ja,Ukjent,Under 1 år,1,Dødt,Ukjent,Usikker,Utmark,1-5034,7022322,330526,7022322,330526,7026890,1290123,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N)
K471204,12.08.2016,Sau,Spel,,11.08.2016,12.08.2016,Ja,Hunn,Voksen,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7025355,641610,7026160,341201,7030596,1300852,WGS84-UTM Sone 32,Meget god,Meråker (N),1-50,Trøndelag (N)
K471209,14.08.2016,Sau,,,10.07.2016,01.08.2016,Ja,Hunn,Voksen,1,Dødt,Ukjent,Usikker,Utmark,1-5034,7025983,634015,7027495,333698,7032026,1293361,WGS84-UTM Sone 32,Særs god,Meråker (N),1-50,Trøndelag (N)
K478192,15.07.2017,Sau,Spel,,15.07.2017,15.07.2017,Nei,Hunn,Voksen,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7029748,637887,7030882,337905,7035362,1297613,WGS84-UTM Sone 32,Særs god,Meråker (N),1-50,Trøndelag (N)
K478193,15.07.2017,Sau,Spel,,15.07.2017,15.07.2017,Nei,Hunn,Voksen,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7029692,637840,7030831,337853,7035311,1297561,WGS84-UTM Sone 32,Særs god,Meråker (N),1-50,Trøndelag (N)
